team,opponent,location,opponent_trend_predict,location_trend_predict,current_trend_predict,runs_scored
West Indies,Pakistan,Gros Islet,248.20000000000002,311.0,209.2157894736842,261
Sri Lanka,South Africa,Colombo (RPS),320.70000000000005,361.6,243.96842105263158,223
West Indies,Pakistan,Gros Islet,248.60000000000002,303.3,217.41052631578947,242
South Africa,Sri Lanka,Pallekele,332.20000000000005,262.55268216452083,235.32631578947368,223
South Africa,Sri Lanka,Pallekele,276.5,256.8645696122119,231.8684210526316,238
Sri Lanka,South Africa,Colombo (RPS),240.4,262.79999999999995,238.7315789473684,307
Australia,England,Manchester,138.70000000000002,125.33333333333336,222.31578947368422,315
Australia,England,Cardiff,227.79999999999998,259.66666666666663,243.0157894736842,227
Australia,India,Pune,273.79999999999995,265.18287873923424,258.30526315789473,304
Australia,India,Jaipur,313.5,241.26550947143505,280.3105263157895,359
India,Australia,Mohali,233.39999999999998,322.5,201.39473684210526,303
Bangladesh,New Zealand,Dhaka,208.00000000000003,225.0,193.26842105263157,265
Australia,India,Nagpur,353.2,311.33008385592586,307.7947368421053,350
South Africa,Pakistan,Sharjah,227.7,245.39391140318176,224.46315789473684,183
Bangladesh,New Zealand,Dhaka,228.0,230.10000000000002,211.44736842105263,247
Pakistan,South Africa,Dubai (DSC),223.8,244.5,212.4105263157895,209
India,Australia,Bengaluru,313.2,17.000000000000085,207.66315789473683,383
New Zealand,Bangladesh,Fatullah,254.6,182.6613219862638,252.3947368421053,307
South Africa,Pakistan,Abu Dhabi,199.50000000000003,264.1277924703341,210.9842105263158,259
South Africa,Pakistan,Abu Dhabi,184.89999999999998,232.00000000000003,212.26315789473685,266
South Africa,Pakistan,Sharjah,261.9,240.10758769270643,218.73684210526318,268
Sri Lanka,New Zealand,Hambantota,152.4,364.0,256.93684210526317,138
Sri Lanka,New Zealand,Dambulla,95.2,269.6,244.64736842105265,211
West Indies,India,Kochi,249.5,274.68934007735055,219.73684210526315,211
India,West Indies,Visakhapatnam,274.5,326.1701659226724,236.94736842105263,288
Pakistan,South Africa,Cape Town,181.3,100.0,214.4578947368421,218
West Indies,India,Kanpur,226.0,232.57317965418056,218.3736842105263,263
Pakistan,South Africa,Port Elizabeth,207.6,224.52371764141898,216.02105263157895,262
Pakistan,South Africa,Centurion,258.7,283.5,214.23684210526315,179
South Africa,India,Johannesburg,201.60000000000002,375.20000000000005,228.09473684210528,358
South Africa,India,Durban,326.79999999999995,232.8,246.62631578947367,280
Pakistan,Sri Lanka,Sharjah,209.7,189.5,207.57368421052632,322
Pakistan,Sri Lanka,Dubai (DSC),284.6,221.6,224.1421052631579,284
Pakistan,Sri Lanka,Sharjah,314.79999999999995,281.2,238.36315789473684,326
Sri Lanka,Pakistan,Abu Dhabi,255.4,232.66666666666666,240.33684210526314,225
New Zealand,West Indies,Auckland,171.7,195.8,251.96842105263158,156
Pakistan,Sri Lanka,Abu Dhabi,362.5,225.2,250.79473684210527,232
New Zealand,West Indies,Queenstown,178.89999999999998,172.40373444380361,236.53157894736842,283
New Zealand,West Indies,Nelson,274.4,257.55185260041407,253.8421052631579,285
England,Australia,Melbourne,302.29999999999995,353.99999999999994,244.8421052631579,269
England,Australia,Brisbane,251.2,258.5,246.36842105263156,300
New Zealand,India,Napier,143.70000000000002,215.0,259.83684210526314,292
England,Australia,Sydney,267.9,346.6,255.43157894736842,243
New Zealand,India,Hamilton,222.5,295.33333333333326,277.1,271
England,Australia,Perth,262.5,289.0,254.78947368421055,316
Australia,England,Adelaide,320.4,164.39999999999998,327.45789473684215,217
India,New Zealand,Hamilton,213.70000000000002,274.30004530906723,245.52105263157895,278
New Zealand,India,Wellington,262.3,264.90000000000003,280.94210526315794,303
Sri Lanka,Bangladesh,Dhaka,251.40000000000003,217.50000000000003,222.1,289
Bangladesh,Sri Lanka,Dhaka,313.7,278.4,221.07368421052632,240
Sri Lanka,Pakistan,Fatullah,268.79999999999995,227.49795448402617,222.1263157894737,296
Bangladesh,India,Fatullah,199.20000000000002,220.95140651838088,229.10000000000002,279
India,Sri Lanka,Fatullah,116.80000000000005,277.7296973458731,248.92631578947368,264
West Indies,England,North Sound,176.20000000000002,289.0,242.10526315789474,269
India,Pakistan,Dhaka,136.3,321.1,266.4421052631579,245
West Indies,England,North Sound,236.7,305.0,244.32631578947368,159
Bangladesh,Pakistan,Dhaka,83.4,309.4000000000001,237.6263157894737,326
England,West Indies,North Sound,353.5,244.77850675599345,265.55263157894734,303
Bangladesh,Sri Lanka,Dhaka,284.5,312.9,260.7526315789474,204
Pakistan,Sri Lanka,Dhaka,274.4,253.49999999999997,247.28421052631577,260
England,Sri Lanka,The Oval,303.1,257.2,279.5315789473685,247
Sri Lanka,England,Chester-le-Street,230.6,215.72911212914482,237.91052631578947,256
Sri Lanka,England,Manchester,248.0,406.99999999999994,241.1578947368421,67
Sri Lanka,England,Lord's,100.70000000000002,310.0,211.37894736842105,300
England,Sri Lanka,Birmingham,281.5,302.0,273.20000000000005,219
South Africa,Sri Lanka,Colombo (RPS),213.99999999999997,285.0,256.5578947368421,304
Sri Lanka,South Africa,Pallekele,300.1,346.5,227.60526315789474,267
South Africa,Sri Lanka,Hambantota,256.0,224.42490521874623,271.38947368421054,339
Bangladesh,West Indies,St George's,267.4,229.3820724974445,270.19473684210527,217
West Indies,Bangladesh,St George's,193.59999999999997,198.66666666666669,230.3473684210526,247
Sri Lanka,Pakistan,Hambantota,315.9,140.66666666666666,242.36315789473684,275
West Indies,Bangladesh,Basseterre,304.00000000000006,244.0,234.66315789473683,338
Sri Lanka,Pakistan,Hambantota,276.7,240.0,240.28421052631577,310
Australia,South Africa,Harare,206.70000000000002,280.31506493989605,315.5157894736842,327
India,England,Cardiff,126.1,358.0,240.39999999999998,304
Pakistan,Sri Lanka,Dambulla,232.0,403.09999999999997,250.95263157894738,102
England,India,Nottingham,206.89999999999998,282.5,265.4736842105263,227
Australia,South Africa,Harare,286.2,300.58254502952497,319.5789473684211,282
England,India,Birmingham,220.60000000000002,233.9,258.83684210526314,206
England,India,Leeds,184.2,369.66666666666663,252.76315789473685,294
Australia,South Africa,Harare,343.0,237.00000000000006,326.6157894736843,217
Australia,Pakistan,Sharjah,206.4,281.3333333333333,317.16315789473686,255
West Indies,India,Kochi,228.89999999999998,275.42710912800095,261.32105263157894,321
Pakistan,Australia,Dubai (DSC),227.20000000000002,254.1,225.55263157894734,215
Australia,Pakistan,Abu Dhabi,221.1,282.0,309.9421052631579,231
New Zealand,South Africa,Mount Maunganui,264.5,267.90692299998426,289.9315789473684,230
South Africa,New Zealand,Mount Maunganui,215.0,246.1051789810392,294.64736842105265,282
India,Sri Lanka,Cuttack,190.1,132.00000000000006,272.64210526315793,363
Sri Lanka,India,Ahmedabad,231.5,281.4437064892843,256.3578947368421,274
Sri Lanka,India,Hyderabad (Deccan),270.79999999999995,311.64871743060996,255.99473684210525,242
India,Sri Lanka,Kolkata,361.6,224.5,299.0578947368421,404
Australia,South Africa,Perth,240.5,284.0,290.6842105263158,300
Australia,South Africa,Perth,299.0,280.5,295.7947368421053,154
Sri Lanka,India,Ranchi,263.59999999999997,159.60475580929645,250.88947368421054,286
Australia,South Africa,Canberra,157.6,283.3354316955893,277.4842105263158,329
South Africa,Australia,Melbourne,248.39999999999998,312.0,303.18421052631584,267
South Africa,Australia,Sydney,237.9,84.00000000000003,300.00000000000006,280
Sri Lanka,England,Colombo (RPS),183.69999999999996,281.59999999999997,270.2578947368421,317
England,Sri Lanka,Colombo (RPS),232.1,189.00000000000006,263.73157894736846,185
Sri Lanka,England,Hambantota,321.80000000000007,301.3,281.86842105263156,242
England,Sri Lanka,Colombo (RPS),170.4,143.66666666666669,242.13157894736844,265
New Zealand,Pakistan,Dubai (DSC),307.20000000000005,235.0638930952121,287.13157894736844,246
Sri Lanka,England,Pallekele,303.0,330.70000000000005,274.84736842105264,239
Pakistan,New Zealand,Sharjah,263.8,370.8,233.03684210526316,252
Sri Lanka,England,Pallekele,318.80000000000007,303.1,280.3578947368421,292
Pakistan,New Zealand,Sharjah,267.0,325.4,238.95263157894738,364
Sri Lanka,England,Colombo (RPS),249.79999999999998,319.3,286.5157894736842,302
New Zealand,Pakistan,Abu Dhabi,299.4,119.00000000000006,285.2315789473684,299
New Zealand,Pakistan,Abu Dhabi,286.70000000000005,267.0,290.9,275
Sri Lanka,New Zealand,Christchurch,152.5,-30.99999999999993,303.3105263157895,218
New Zealand,Sri Lanka,Hamilton,150.3,302.5,288.4473684210526,248
England,Australia,Sydney,299.8,262.3,253.04210526315788,234
South Africa,West Indies,Durban,217.29999999999998,257.3,299.5736842105263,279
India,Australia,Melbourne,353.3,263.8766469207152,324.82631578947365,267
South Africa,West Indies,Johannesburg,265.2,380.4,296.61052631578946,439
Sri Lanka,New Zealand,Nelson,187.69999999999996,301.18505470053776,283.8157894736842,276
India,England,Brisbane,215.99999999999997,315.0,313.4526315789473,153
West Indies,South Africa,East London,229.5,257.3762214933436,277.4,122
New Zealand,Sri Lanka,Dunedin,189.7,259.7442030755885,286.0842105263158,360
England,Australia,Hobart,256.20000000000005,256.0269592198595,239.0157894736842,303
New Zealand,Sri Lanka,Dunedin,319.4,283.14053495784077,306.2526315789474,315
South Africa,West Indies,Port Elizabeth,393.5,283.4,336.9157894736842,262
South Africa,West Indies,Centurion,342.5,169.8,325.5052631578947,361
Sri Lanka,New Zealand,Wellington,303.0,240.57858667246575,283.11052631578946,287
India,England,Perth,163.6,180.00000000000003,291.36315789473684,200
Pakistan,New Zealand,Wellington,391.90000000000003,5.000000000000085,268.2894736842105,210
Australia,England,Perth,278.5,191.70000000000002,280.9263157894737,278
New Zealand,Pakistan,Napier,264.1,253.49999999999997,308.5052631578947,369
New Zealand,Sri Lanka,Christchurch,393.29999999999995,167.39999999999998,312.9526315789474,331
Australia,England,Melbourne,241.79999999999998,261.4,260.5421052631579,342
India,Pakistan,Adelaide,175.7,262.85919844763225,273.9263157894737,300
England,New Zealand,Wellington,239.90000000000003,240.60556869247512,249.35263157894735,123
West Indies,Pakistan,Christchurch,265.4,246.3943510109751,261.2842105263158,310
India,South Africa,Melbourne,291.5,312.0,289.05789473684206,307
Sri Lanka,Bangladesh,Melbourne,233.6,255.5,285.20000000000005,332
South Africa,West Indies,Sydney,390.1,233.0,350.37368421052633,408
Australia,New Zealand,Auckland,321.20000000000005,334.0,269.7684210526316,151
England,Sri Lanka,Wellington,206.39999999999998,116.0,223.07894736842104,309
West Indies,India,Perth,303.20000000000005,243.19750874256798,279.91052631578947,182
Pakistan,South Africa,Auckland,214.89999999999998,205.98488707663282,259.30526315789473,222
Australia,Sri Lanka,Sydney,145.7,196.3,241.49473684210525,376
Bangladesh,England,Adelaide,285.8,228.7286039082814,261.79999999999995,275
Bangladesh,New Zealand,Hamilton,249.6,237.95146048109967,273.8263157894737,288
Sri Lanka,South Africa,Sydney,273.29999999999995,275.0,290.09999999999997,133
India,Bangladesh,Melbourne,197.7,350.33333333333326,282.6894736842105,302
Pakistan,Australia,Adelaide,202.79999999999998,235.463975890369,257.8578947368421,213
New Zealand,West Indies,Wellington,299.8,298.7,323.17894736842106,393
South Africa,New Zealand,Auckland,271.7,368.0,371.73684210526324,281
Australia,India,Sydney,379.9,311.29999999999995,267.3315789473684,328
New Zealand,Australia,Melbourne,228.4,299.7,342.7842105263158,183
Bangladesh,Pakistan,Dhaka,218.3,262.0,286.43684210526317,329
New Zealand,England,The Oval,334.1,282.698736140555,319.3315789473684,398
Bangladesh,India,Dhaka,247.39999999999998,311.4,305.5,307
India,Bangladesh,Dhaka,201.3,85.89999999999998,284.08947368421053,200
India,Bangladesh,Dhaka,155.1,111.0,273.4315789473684,317
Sri Lanka,Pakistan,Dambulla,325.0,224.3,265.42105263157896,255
South Africa,Bangladesh,Dhaka,319.09999999999997,294.5,364.9526315789474,162
South Africa,Bangladesh,Chattogram,210.5,246.46251468246066,326.79473684210524,168
Sri Lanka,Pakistan,Colombo (RPS),294.4,311.2,268.41578947368424,256
Sri Lanka,Pakistan,Hambantota,248.4,275.4,267.6263157894737,368
South Africa,New Zealand,Centurion,309.29999999999995,252.49999999999997,295.6,304
Australia,England,Southampton,335.4,329.0,276.4578947368421,305
Australia,England,Lord's,329.7,267.0,284.87894736842105,309
England,Australia,Manchester,278.3,295.66666666666663,277.19473684210527,300
Australia,England,Leeds,353.5,268.0,284.0684210526316,299
South Africa,India,Kanpur,338.5,296.51502901414403,260.87894736842105,303
India,South Africa,Indore,290.9,455.3333333333333,265.69473684210527,247
South Africa,India,Rajkot,323.0,383.43326671333233,260.77894736842103,270
India,South Africa,Chennai,311.70000000000005,226.5,262.13684210526316,299
South Africa,India,Mumbai,287.7,274.9721938496593,253.7263157894737,438
West Indies,Sri Lanka,Colombo (RPS),122.39999999999998,202.0,269.5473684210526,159
England,Pakistan,Abu Dhabi,245.4,240.0,253.49473684210528,216
England,Pakistan,Abu Dhabi,214.6,198.00000000000003,245.87894736842105,283
Pakistan,England,Sharjah,211.9,352.6,263.77894736842103,208
England,Pakistan,Dubai (DSC),256.0,243.98468070438213,256.08947368421053,355
Sri Lanka,New Zealand,Christchurch,334.9,158.00000000000003,267.35263157894735,188
Sri Lanka,New Zealand,Christchurch,242.9,169.50000000000003,253.30526315789473,117
New Zealand,Sri Lanka,Nelson,417.09999999999997,340.0171016557425,347.7736842105263,276
New Zealand,Sri Lanka,Mount Maunganui,314.09999999999997,316.63729237747947,328.3684210526316,294
India,Australia,Perth,307.09999999999997,183.66666666666669,279.12631578947367,309
India,Australia,Melbourne,294.8,344.5,296.0684210526316,295
New Zealand,Pakistan,Wellington,347.1,377.20000000000005,325.37368421052633,280
Pakistan,New Zealand,Auckland,256.4,215.0,251.23157894736843,290
New Zealand,Australia,Auckland,175.8,132.2,319.63684210526316,307
England,South Africa,Bloemfontein,156.10000000000002,255.3968205900656,274.36842105263156,399
New Zealand,Australia,Wellington,259.0,359.4,320.1894736842105,281
South Africa,England,Port Elizabeth,215.90000000000003,275.4,290.66315789473686,262
New Zealand,Australia,Hamilton,297.9,283.1,312.87368421052633,246
England,South Africa,Centurion,293.7,290.33333333333326,308.13157894736844,318
England,South Africa,Johannesburg,343.99999999999994,279.69134404479735,322.87894736842105,262
England,South Africa,Cape Town,361.79999999999995,263.4380792450778,319.70526315789476,236
South Africa,West Indies,Providence,403.80000000000007,287.35594763251925,282.10526315789474,188
West Indies,Australia,Providence,163.60000000000002,200.00000000000003,237.95263157894738,116
South Africa,Australia,Providence,244.79999999999998,261.686752851711,261.8105263157895,189
Australia,South Africa,Basseterre,265.7,297.33333333333337,319.4473684210526,288
Australia,West Indies,Basseterre,347.20000000000005,270.0,327.13157894736844,265
South Africa,West Indies,Basseterre,224.79999999999998,331.1121381612601,247.6,343
West Indies,Australia,Bridgetown,119.40000000000002,188.89999999999998,196.27894736842106,282
Sri Lanka,England,Birmingham,284.4,255.14250839765924,223.00526315789472,254
West Indies,South Africa,Bridgetown,110.69999999999996,236.9,204.44736842105263,285
England,Sri Lanka,Cardiff,296.0,260.38532350546103,307.85263157894735,324
Sri Lanka,Australia,Colombo (RPS),236.0,299.3,238.37894736842105,227
Sri Lanka,Australia,Colombo (RPS),228.1,215.5,233.66842105263157,288
Sri Lanka,Australia,Dambulla,317.9,227.5,238.19473684210527,226
England,Pakistan,Nottingham,339.70000000000005,175.2,314.2578947368421,444
Sri Lanka,Australia,Dambulla,249.7,252.6,234.68947368421053,212
Pakistan,England,Leeds,259.9,313.0,250.5,247
Sri Lanka,Australia,Pallekele,216.29999999999998,264.3,232.92105263157893,195
England,Pakistan,Cardiff,467.70000000000005,478.9999999999999,340.7,302
Pakistan,West Indies,Sharjah,158.0,237.4,256.61052631578946,284
Australia,South Africa,Centurion,308.90000000000003,135.4,317.4368421052631,294
South Africa,Australia,Johannesburg,201.2,497.6000000000001,259.9578947368421,361
Pakistan,West Indies,Sharjah,260.09999999999997,248.39999999999998,266.90526315789475,337
Pakistan,West Indies,Abu Dhabi,383.8,215.6,292.66315789473686,308
Australia,South Africa,Durban,309.6,320.66666666666663,319.5684210526316,371
Australia,South Africa,Port Elizabeth,406.9,270.66666666666663,329.38421052631577,167
South Africa,Australia,Cape Town,323.8,275.70000000000005,273.2157894736842,327
New Zealand,India,Dharamsala,300.0,340.7885763260866,302.10526315789474,190
New Zealand,India,Delhi,287.3,280.21307140578284,272.58421052631576,242
New Zealand,India,Mohali,205.29999999999998,263.0,255.94736842105263,285
India,New Zealand,Visakhapatnam,233.29999999999998,220.00000000000006,299.0,269
Australia,New Zealand,Sydney,192.20000000000002,414.8,300.36842105263156,324
Australia,New Zealand,Canberra,241.4,354.3333333333333,301.36315789473684,378
Bangladesh,New Zealand,Nelson,293.1,280.0213381623022,278.73157894736846,236
Australia,Pakistan,Brisbane,233.5,122.80000000000004,297.0578947368421,268
Australia,Pakistan,Melbourne,285.70000000000005,320.1,293.7631578947369,220
England,India,Pune,295.9,324.9268176280399,338.3,350
Australia,Pakistan,Sydney,231.5,351.40000000000003,275.9263157894737,353
England,India,Kolkata,342.70000000000005,343.2918747238667,346.93157894736845,321
Australia,Pakistan,Adelaide,320.9,170.1,293.0157894736842,369
Sri Lanka,South Africa,Port Elizabeth,151.00000000000003,249.9106472013899,235.92631578947368,181
New Zealand,Australia,Auckland,298.0,215.6,246.04736842105262,286
South Africa,Sri Lanka,Durban,323.69999999999993,309.70000000000005,279.6947368421052,307
Sri Lanka,South Africa,Johannesburg,144.79999999999998,182.66666666666669,226.0263157894737,163
New Zealand,Australia,Hamilton,304.1,242.5,246.9736842105263,281
South Africa,Sri Lanka,Cape Town,362.9,311.5,281.3157894736842,367
South Africa,Sri Lanka,Centurion,389.3,336.9,313.0210526315789,384
New Zealand,South Africa,Hamilton,257.2,272.3,253.61052631578949,207
New Zealand,South Africa,Christchurch,222.3,327.5,242.43684210526317,289
South Africa,New Zealand,Wellington,248.3,285.3307221545064,328.7684210526316,271
South Africa,New Zealand,Hamilton,256.29999999999995,300.5130649725691,331.4526315789474,279
England,West Indies,North Sound,333.40000000000003,359.0,344.8315789473684,296
New Zealand,South Africa,Auckland,243.1,312.6,256.8,149
England,West Indies,Bridgetown,290.4,47.500000000000064,344.34736842105264,328
Bangladesh,Sri Lanka,Dambulla,206.10000000000002,217.40163623932412,272.25263157894733,324
Sri Lanka,Bangladesh,Colombo (SSC),323.1,268.20000000000005,215.43684210526317,280
West Indies,Pakistan,Providence,329.6,56.00000000000003,210.29473684210524,233
Bangladesh,New Zealand,Dublin,286.1,196.15774756798928,268.1842105263158,257
New Zealand,Bangladesh,Dublin,280.99999999999994,247.04301573921165,220.48947368421054,270
England,South Africa,Leeds,270.70000000000005,353.5,329.5315789473684,339
England,South Africa,Southampton,250.2,298.79999999999995,335.21578947368425,330
England,South Africa,Lord's,327.29999999999995,254.79999999999998,350.08947368421053,153
Bangladesh,England,The Oval,272.0,263.7538400563476,270.3105263157895,305
South Africa,Sri Lanka,The Oval,396.6,178.29999999999998,342.6,299
India,Pakistan,Birmingham,269.2,84.00000000000003,294.89473684210526,319
England,New Zealand,Cardiff,338.5,397.99999999999994,318.5210526315789,310
South Africa,Pakistan,Birmingham,287.3,211.0,345.07894736842104,219
India,Sri Lanka,The Oval,428.0,297.7628964846287,302.0315789473684,321
New Zealand,Bangladesh,Cardiff,309.79999999999995,275.5748147674225,233.81052631578947,265
Australia,England,Birmingham,309.3,302.0285797800431,291.0157894736842,277
South Africa,India,The Oval,374.8,238.7,317.4947368421053,191
Sri Lanka,Pakistan,Cardiff,332.4,223.99999999999997,220.7157894736842,236
England,Pakistan,Cardiff,419.9,376.5,320.4736842105263,211
Bangladesh,India,Birmingham,321.9,263.1533584461931,275.06315789473683,264
Pakistan,India,The Oval,175.29999999999998,183.66666666666666,293.3368421052632,338
India,West Indies,Port of Spain,330.4,163.20000000000002,304.5842105263158,310
India,West Indies,North Sound,312.4,285.42659705592735,311.77894736842103,251
West Indies,India,North Sound,244.4,198.4,210.0578947368421,189
West Indies,India,Kingston,195.7,326.20000000000005,197.5736842105263,205
Sri Lanka,India,Dambulla,245.29999999999998,192.89999999999998,222.93157894736842,216
Sri Lanka,India,Pallekele,256.4,202.29999999999998,223.05263157894737,236
Sri Lanka,India,Pallekele,220.20000000000002,214.0,233.50526315789475,217
India,Sri Lanka,Colombo (RPS),457.40000000000003,364.99999999999994,311.3105263157895,375
Sri Lanka,India,Colombo (RPS),209.4,238.1,218.63157894736844,238
India,Australia,Chennai,271.9,272.1,342.1578947368421,281
West Indies,England,Manchester,225.5,199.9377623508121,194.65789473684214,204
Australia,India,Indore,325.0,380.7297840165463,293.2263157894737,293
England,West Indies,Bristol,345.00000000000006,206.00000000000006,283.7105263157895,369
West Indies,England,The Oval,185.39999999999998,228.0,204.03684210526316,356
Australia,India,Bengaluru,296.2,335.1212210738071,294.64210526315793,334
Australia,India,Nagpur,313.7,383.0,302.14736842105265,242
Pakistan,Sri Lanka,Dubai (DSC),297.9,243.3,304.9947368421053,292
Bangladesh,South Africa,Kimberley,115.89999999999999,244.99999999999997,274.08947368421053,278
Pakistan,Sri Lanka,Abu Dhabi,334.79999999999995,295.5,319.06315789473683,219
South Africa,Bangladesh,Paarl,123.20000000000002,115.00000000000004,284.1052631578947,353
Sri Lanka,Pakistan,Abu Dhabi,274.5,216.5,220.7578947368421,208
Sri Lanka,Pakistan,Sharjah,230.4,254.3,217.26842105263157,173
India,New Zealand,Mumbai,327.5,297.55156384028714,316.2210526315789,280
Sri Lanka,Pakistan,Sharjah,150.40000000000003,177.79999999999998,220.50526315789472,103
New Zealand,India,Pune,258.7,307.1310438090077,242.47894736842102,230
India,New Zealand,Kanpur,297.3,339.0,303.12105263157895,337
India,Sri Lanka,Dharamsala,399.40000000000003,433.9999999999999,311.7368421052631,112
India,Sri Lanka,Mohali,155.7,333.3,275.57894736842104,392
Sri Lanka,India,Visakhapatnam,210.1,265.0,191.97894736842105,215
West Indies,New Zealand,Whangarei,315.0,250.15096977031874,239.13684210526316,248
New Zealand,West Indies,Christchurch,398.29999999999995,342.3,237.83157894736843,325
New Zealand,Pakistan,Wellington,335.20000000000005,311.90000000000003,229.1,315
Pakistan,New Zealand,Nelson,277.4,292.8852936235817,301.83684210526314,246
New Zealand,Pakistan,Dunedin,318.7,270.00000000000006,243.7421052631579,257
Australia,England,Melbourne,265.59999999999997,227.0,291.2578947368421,304
Pakistan,New Zealand,Hamilton,246.6,281.61682199833393,291.2578947368421,262
New Zealand,Pakistan,Wellington,272.2,288.0,249.3578947368421,271
Australia,England,Brisbane,288.6,187.20000000000002,292.6684210526316,270
Bangladesh,Sri Lanka,Dhaka,283.7,190.1,276.5315789473684,320
England,Australia,Sydney,171.20000000000002,255.5,286.4263157894737,302
England,Australia,Adelaide,246.70000000000002,175.89999999999998,281.08421052631576,196
Sri Lanka,Bangladesh,Dhaka,308.99999999999994,263.6,178.9736842105263,221
England,Australia,Perth,184.2,356.0,262.5789473684211,259
South Africa,India,Durban,283.50000000000006,321.3,303.7421052631579,269
South Africa,India,Centurion,250.10000000000002,412.3,295.5263157894737,118
India,South Africa,Cape Town,272.59999999999997,295.48307734491436,297.9210526315789,303
India,South Africa,Johannesburg,278.2,164.66666666666669,289.23157894736846,289
India,South Africa,Port Elizabeth,295.0,288.97122981257945,289.6631578947368,274
England,New Zealand,Hamilton,400.70000000000005,357.99999999999994,264.27894736842103,284
New Zealand,England,Mount Maunganui,370.6,358.0,255.55263157894737,223
England,New Zealand,Wellington,352.6000000000001,366.33333333333326,263.8105263157895,234
England,New Zealand,Dunedin,197.79999999999998,320.9614089890748,247.39473684210526,335
New Zealand,England,Christchurch,206.29999999999998,158.6,248.25263157894736,223
Australia,England,The Oval,269.9,270.0,292.87368421052633,214
England,Australia,Cardiff,231.8,284.20000000000005,248.61052631578946,342
England,Australia,Nottingham,356.9,388.3,259.85263157894735,481
Australia,England,Chester-le-Street,219.70000000000002,148.00000000000003,281.02631578947364,310
England,India,Nottingham,379.20000000000005,550.7,312.5052631578947,268
England,India,Lord's,333.1,177.7,305.5315789473684,322
India,England,Leeds,353.40000000000003,310.9759763836131,279.43157894736845,256
Bangladesh,West Indies,Providence,300.30000000000007,244.9083024826141,244.07368421052632,279
West Indies,Bangladesh,Providence,336.6,159.00000000000003,242.9842105263158,271
Bangladesh,West Indies,Basseterre,259.90000000000003,310.0009928401423,249.47368421052633,301
Sri Lanka,South Africa,Dambulla,98.00000000000003,214.10000000000002,181.4842105263158,193
Sri Lanka,South Africa,Dambulla,152.0,180.2,184.82105263157894,244
South Africa,Sri Lanka,Pallekele,338.3,253.0,240.06842105263155,363
Sri Lanka,South Africa,Pallekele,252.99999999999997,205.8,191.09473684210525,306
Sri Lanka,South Africa,Colombo (RPS),316.70000000000005,233.39999999999998,216.56315789473683,299
Bangladesh,Sri Lanka,Dubai (DSC),174.00000000000003,257.58201748285813,264.71578947368425,261
Pakistan,India,Dubai (DSC),263.2,282.20000000000005,282.4578947368421,162
Bangladesh,India,Dubai (DSC),324.40000000000003,256.7569649901381,258.2263157894737,173
Pakistan,India,Dubai (DSC),175.0,206.6,255.89473684210526,237
Bangladesh,Pakistan,Abu Dhabi,348.9,265.04896000986224,241.11052631578949,239
Bangladesh,India,Dubai (DSC),193.0,85.00000000000004,232.38947368421051,222
England,Sri Lanka,Dambulla,360.6,246.0,310.7052631578947,278
Sri Lanka,England,Pallekele,306.6,264.2,233.16842105263157,150
Sri Lanka,England,Pallekele,176.3,214.8,217.2,273
Sri Lanka,England,Colombo (RPS),208.20000000000002,290.70000000000005,224.8421052631579,366
West Indies,India,Thiruvananthapuram,336.7,254.66707738867274,287.61052631578946,104
Australia,South Africa,Perth,217.49999999999997,240.39999999999998,265.6578947368421,152
New Zealand,Pakistan,Abu Dhabi,232.7,273.0,234.83157894736843,266
New Zealand,Pakistan,Abu Dhabi,256.2,267.8,235.51052631578946,209
South Africa,Australia,Hobart,345.1,340.0,272.78421052631575,320
Bangladesh,West Indies,Dhaka,284.2,134.39999999999995,226.63684210526316,255
