team,opponent,location,opponent_trend_predict,location_trend_predict,current_trend_predict,runs_scored
Pakistan,Bangladesh,Lahore,323.59999999999997,306.0,250.06842105263158,308
Bangladesh,Pakistan,Multan,196.2,165.22583446701,175.0105263157895,210
Pakistan,Bangladesh,Karachi,325.79999999999995,316.59999999999997,267.7263157894737,329
Pakistan,Bangladesh,Dhaka,335.1,273.1,295.2947368421053,233
Bangladesh,India,Dhaka,229.6,169.6,179.81578947368422,222
Pakistan,India,Dhaka,327.1,224.79999999999998,287.4842105263158,315
England,New Zealand,Chester-le-Street,169.69999999999996,420.9999999999999,235.09473684210525,307
New Zealand,England,Bristol,270.09999999999997,287.78473483174656,258.0052631578947,182
Sri Lanka,Bangladesh,Lahore,183.6,329.0,178.13684210526316,357
England,New Zealand,The Oval,301.59999999999997,287.9,258.9684210526316,245
Pakistan,India,Karachi,317.7,336.6,302.07894736842104,299
New Zealand,England,Lord's,223.20000000000002,238.66618944586605,240.87368421052633,266
Sri Lanka,Pakistan,Karachi,330.5,190.00000000000006,213.17368421052632,302
Sri Lanka,Bangladesh,Karachi,277.8,297.3333333333333,229.18421052631578,332
Sri Lanka,India,Karachi,195.10000000000002,346.0,245.2263157894737,308
Australia,West Indies,Basseterre,238.5,360.0711029973745,199.01052631578946,282
Sri Lanka,India,Karachi,254.49999999999997,340.0,265.41052631578947,273
India,Sri Lanka,Dambulla,264.5,235.0,275.40000000000003,146
Sri Lanka,India,Dambulla,282.8,187.7,270.6421052631579,142
England,South Africa,Leeds,201.5,485.9999999999999,252.96842105263158,275
South Africa,England,Nottingham,339.4,258.35664013965993,221.1157894736842,83
Sri Lanka,India,Colombo (RPS),198.6,182.5,248.03157894736842,227
England,South Africa,The Oval,229.10000000000002,255.1,256.1684210526316,296
Australia,Bangladesh,Darwin,247.0,291.0933400210035,230.53684210526316,254
South Africa,England,Lord's,219.8,227.65745742806814,190.7210526315789,183
Bangladesh,Australia,Darwin,103.6,188.14042005531365,205.1578947368421,117
Australia,Bangladesh,Darwin,252.0,254.0,239.47368421052633,198
New Zealand,Bangladesh,Dhaka,338.0,311.99999999999994,248.6157894736842,201
New Zealand,Bangladesh,Dhaka,258.3,226.0,242.3157894736842,212
New Zealand,Bangladesh,Chattogram,222.5,216.4666508779194,244.95789473684212,249
South Africa,Bangladesh,Potchefstroom,245.33333333333337,294.4695750360469,186.17894736842106,283
South Africa,Bangladesh,Benoni,263.0,219.12976375378076,198.33157894736843,358
India,England,Rajkot,231.9,301.05872371818515,242.39473684210526,387
Pakistan,West Indies,Abu Dhabi,228.3,286.81671164262553,315.34736842105264,232
Pakistan,West Indies,Abu Dhabi,248.10000000000002,151.00000000000006,300.3368421052632,273
India,England,Indore,315.09999999999997,327.88699499297695,269.2894736842105,292
England,India,Kanpur,323.20000000000005,243.15409946314483,270.34736842105264,240
India,England,Bengaluru,347.3,290.7453561043985,283.7578947368421,166
England,India,Cuttack,327.4,230.08415176130848,262.40000000000003,270
New Zealand,West Indies,Christchurch,268.4,301.0,246.23157894736843,152
West Indies,New Zealand,Wellington,204.10000000000002,222.76440224282592,280.47368421052636,128
West Indies,New Zealand,Napier,140.9,222.26543384292506,263.09473684210525,293
Sri Lanka,Bangladesh,Dhaka,332.7,108.00000000000003,251.0421052631579,147
Bangladesh,Sri Lanka,Dhaka,121.60000000000001,167.1,186.9578947368421,152
Australia,South Africa,Melbourne,408.90000000000003,133.0,232.7842105263158,271
Australia,South Africa,Hobart,375.09999999999997,321.5,245.66315789473683,249
Sri Lanka,Pakistan,Karachi,321.70000000000005,315.8,232.77894736842106,219
Sri Lanka,Pakistan,Karachi,260.7,219.3,237.3684210526316,290
Australia,South Africa,Sydney,265.1,225.9,247.6,269
Sri Lanka,Pakistan,Lahore,278.3,380.0,250.19473684210527,309
Australia,South Africa,Adelaide,182.60000000000005,230.79999999999998,256.93684210526317,222
Sri Lanka,India,Dambulla,204.80000000000004,112.49999999999999,261.5368421052632,246
India,Sri Lanka,Colombo (RPS),220.59999999999997,245.8,256.43157894736845,256
Australia,New Zealand,Perth,376.00000000000006,269.6,255.60526315789474,181
India,Sri Lanka,Colombo (RPS),288.6,246.6,258.2684210526316,363
India,Sri Lanka,Colombo (RPS),387.90000000000003,341.5,277.0842105263158,332
Australia,New Zealand,Melbourne,186.40000000000003,220.6,250.27368421052634,225
Australia,New Zealand,Sydney,153.7,225.60000000000002,241.53157894736842,301
Sri Lanka,India,Colombo (RPS),188.19999999999996,257.7,266.9473684210526,320
New Zealand,Australia,Adelaide,289.29999999999995,241.0,223.45263157894738,244
India,New Zealand,Napier,385.5,267.43725828144915,297.86315789473684,273
India,New Zealand,Christchurch,353.6,275.7488705753673,293.24736842105267,392
New Zealand,India,Hamilton,272.0,206.12228285635732,216.27894736842106,270
India,New Zealand,Auckland,371.6,244.01830277994102,324.43684210526317,149
West Indies,England,Providence,339.4000000000001,255.03671717702917,260.45789473684215,264
England,West Indies,Bridgetown,284.6,98.6666666666667,263.94736842105266,117
West Indies,England,Bridgetown,272.5,301.6,266.4894736842105,239
Australia,South Africa,Durban,184.0,269.0,257.7894736842105,286
England,West Indies,Gros Islet,137.9,184.6666666666667,241.19473684210527,172
Australia,South Africa,Centurion,260.3,261.0,267.38947368421054,131
South Africa,Australia,Cape Town,225.60000000000002,262.29999999999995,228.32631578947368,289
South Africa,Australia,Port Elizabeth,264.79999999999995,180.7,239.1052631578947,317
Australia,South Africa,Johannesburg,165.7,484.4,234.5842105263158,303
Australia,Pakistan,Dubai (DSC),259.0,271.26908256128553,245.53684210526316,168
Pakistan,Australia,Dubai (DSC),193.80000000000004,181.92518789431733,306.87894736842105,207
Australia,Pakistan,Abu Dhabi,167.20000000000002,273.20352837549166,224.6105263157895,198
Pakistan,Australia,Abu Dhabi,187.4,232.6666666666667,294.5210526315789,197
Australia,Pakistan,Abu Dhabi,160.5,260.31428756168617,208.0368421052632,250
West Indies,England,Bristol,233.2,254.0891527241368,271.4473684210526,160
England,West Indies,Birmingham,140.8,221.16258809066196,229.07894736842107,328
India,West Indies,Kingston,321.6,255.44690102603255,290.08947368421053,339
India,West Indies,Kingston,341.2,270.8284265732972,306.38421052631577,188
West Indies,India,Gros Islet,209.4,234.89916432727125,245.61052631578949,186
West Indies,Bangladesh,Basseterre,263.2,315.466852587659,230.18421052631578,248
Pakistan,Sri Lanka,Dambulla,219.59999999999997,200.0,271.2263157894737,168
Pakistan,Sri Lanka,Dambulla,215.4,182.8,247.82105263157897,288
Australia,England,Lord's,250.39999999999998,269.0,220.07368421052632,249
England,Australia,Southampton,306.0,307.0,245.04736842105262,228
New Zealand,India,Colombo (RPS),303.79999999999995,218.0,225.67894736842103,155
Sri Lanka,India,Colombo (RPS),301.0,272.7,259.42105263157896,307
England,Australia,Nottingham,198.0,375.0,229.9578947368421,299
Australia,England,Nottingham,251.29999999999998,245.7490356069799,224.51052631578946,296
Australia,England,Chester-le-Street,300.5,222.40924880069775,231.77894736842103,176
Sri Lanka,South Africa,Centurion,188.5,248.42094019479353,270.9315789473684,319
West Indies,Pakistan,Johannesburg,322.20000000000005,392.0,231.56842105263158,133
New Zealand,South Africa,Centurion,234.7,284.0,213.41578947368419,214
Sri Lanka,England,Johannesburg,186.2,42.00000000000004,276.92105263157896,212
Australia,West Indies,Johannesburg,300.3,411.0,221.7263157894737,275
Pakistan,India,Centurion,336.80000000000007,400.99999999999994,253.10526315789477,302
New Zealand,Sri Lanka,Johannesburg,265.90000000000003,245.0906330703737,205.7421052631579,315
Pakistan,Australia,Centurion,219.7,396.9999999999999,264.8157894736842,205
West Indies,India,Johannesburg,219.6,203.5,210.14210526315787,129
England,Australia,Centurion,271.70000000000005,406.0,243.2473684210526,257
Pakistan,New Zealand,Johannesburg,120.80000000000001,269.59074124084174,251.7421052631579,233
New Zealand,Australia,Centurion,265.2,259.66666666666663,219.6315789473684,200
Australia,India,Vadodara,297.2,262.3177455769762,239.97894736842105,292
India,Australia,Nagpur,224.9,369.5,289.5421052631579,354
Australia,India,Delhi,332.6,239.5443141327508,252.60000000000002,229
Australia,India,Mohali,264.1,252.43714368941133,245.53684210526316,250
Pakistan,New Zealand,Abu Dhabi,166.7,177.0,241.16315789473686,287
Australia,India,Hyderabad (Deccan),222.20000000000002,300.6547607058294,250.63684210526316,350
New Zealand,Pakistan,Abu Dhabi,285.0,256.2030107611258,208.06315789473683,303
India,Australia,Guwahati,313.1,254.61914388735286,307.8263157894737,170
New Zealand,Pakistan,Abu Dhabi,344.1,259.24696516584396,229.7578947368421,211
India,Sri Lanka,Rajkot,364.99999999999994,346.35579072144463,276.90000000000003,414
Sri Lanka,India,Cuttack,375.3,256.72240674660065,264.16315789473686,239
Sri Lanka,India,Kolkata,293.3,280.86561339407615,258.56842105263155,315
Bangladesh,Sri Lanka,Dhaka,126.89999999999999,143.89999999999998,193.67894736842106,260
India,Sri Lanka,Dhaka,333.20000000000005,331.29999999999995,311.3,279
Bangladesh,India,Dhaka,293.7,244.9,207.82631578947368,296
Bangladesh,Sri Lanka,Dhaka,256.4,317.79999999999995,221.01052631578946,249
Sri Lanka,India,Dhaka,302.50000000000006,76.00000000000003,253.8684210526316,213
Bangladesh,India,Dhaka,306.09999999999997,295.20000000000005,229.86842105263156,247
India,Sri Lanka,Dhaka,291.8,324.20000000000005,313.64736842105265,245
Pakistan,Australia,Brisbane,178.8,271.33333333333337,242.37894736842105,274
Australia,Pakistan,Sydney,213.9,290.2,273.521052631579,267
Australia,Pakistan,Adelaide,265.8,204.40000000000003,280.52631578947364,286
Australia,Pakistan,Perth,325.30000000000007,182.9,285.92105263157896,277
Pakistan,Australia,Perth,275.2,325.0,242.08947368421053,212
New Zealand,Bangladesh,Napier,211.9,352.70000000000005,230.04736842105262,336
Australia,West Indies,Melbourne,316.4,235.6,283.7578947368421,256
Bangladesh,New Zealand,Dunedin,115.9,212.61357634602106,246.05789473684212,183
West Indies,Australia,Adelaide,200.0,554.9999999999999,182.21052631578945,170
Bangladesh,New Zealand,Christchurch,157.3,209.65622931293265,237.00526315789475,241
Australia,West Indies,Brisbane,297.1,208.0,280.9736842105263,324
Australia,West Indies,Melbourne,295.29999999999995,289.5,300.1,324
India,South Africa,Jaipur,220.3,277.53008479873324,290.8947368421052,298
India,South Africa,Gwalior,281.0,305.0,287.7157894736842,401
South Africa,India,Ahmedabad,153.4,274.39452948817876,267.2736842105263,365
Bangladesh,England,Dhaka,184.6,294.5,251.3105263157895,228
Bangladesh,England,Dhaka,203.7,222.1,250.07368421052632,260
Australia,New Zealand,Napier,222.1,457.99999999999994,317.1263157894737,275
Australia,New Zealand,Auckland,284.6,366.5,305.80526315789473,273
New Zealand,Australia,Hamilton,216.6,358.0,248.36315789473684,245
New Zealand,Australia,Auckland,203.4,240.2,249.9894736842105,238
New Zealand,Australia,Wellington,226.9,240.79999999999998,249.10526315789474,241
South Africa,West Indies,North Sound,306.8,211.1080453866696,305.95789473684215,280
South Africa,West Indies,North Sound,283.29999999999995,225.17541533712375,308.62631578947367,300
South Africa,West Indies,Roseau,292.2,274.47087059081684,308.8263157894737,224
West Indies,South Africa,Roseau,345.2,239.0220564051965,169.37368421052628,303
West Indies,South Africa,Port of Spain,347.29999999999995,244.60000000000002,192.18947368421053,252
India,Sri Lanka,Harare,226.70000000000002,333.02941694996326,306.60526315789474,268
Sri Lanka,Pakistan,Dambulla,255.4,213.0,255.7,242
Bangladesh,India,Dambulla,280.0,173.0060401049521,261.2105263157895,167
Sri Lanka,Bangladesh,Dambulla,241.79999999999998,279.0,261.88947368421054,312
India,Sri Lanka,Dambulla,196.99999999999997,131.33333333333337,311.5736842105263,209
Australia,England,Southampton,211.8,251.80785688561082,311.7263157894737,267
India,Sri Lanka,Dambulla,201.9,179.5,295.62105263157895,268
Australia,England,Cardiff,231.89999999999998,285.0,301.2894736842105,239
Australia,England,Manchester,230.7,241.14510702041224,287.16315789473686,212
Australia,England,The Oval,206.5,274.6666666666667,273.01052631578943,290
Australia,England,Lord's,288.70000000000005,242.33333333333334,276.2157894736842,277
Bangladesh,England,Nottingham,253.8,214.57043797548607,240.3105263157895,250
Bangladesh,England,Bristol,278.1,219.18685449554224,244.6842105263158,236
England,Bangladesh,Birmingham,177.00000000000006,375.0,263.978947368421,347
New Zealand,India,Dambulla,234.7,173.0,250.67368421052632,288
Sri Lanka,India,Dambulla,216.4,335.6,280.72105263157897,170
India,Sri Lanka,Dambulla,236.4,244.09999999999997,278.1894736842105,103
India,New Zealand,Dambulla,201.0,155.6,236.56842105263158,223
Sri Lanka,India,Dambulla,172.5,218.79999999999998,267.03684210526313,299
England,Pakistan,Chester-le-Street,187.20000000000002,428.9999999999999,272.5315789473684,274
Pakistan,England,Leeds,155.80000000000004,261.59142652527896,272.3578947368421,294
Pakistan,England,The Oval,197.00000000000003,270.6910879490166,285.47368421052636,241
Pakistan,England,Lord's,263.1,239.0,277.4263157894737,265
England,Pakistan,Southampton,275.3,246.5,266.3,256
Bangladesh,New Zealand,Dhaka,213.2,228.1,244.54210526315788,228
New Zealand,Bangladesh,Dhaka,281.6,218.5,261.62631578947367,173
Bangladesh,New Zealand,Dhaka,249.79999999999998,233.7,238.33157894736843,241
Bangladesh,New Zealand,Dhaka,299.5,237.20000000000002,242.87368421052633,174
Australia,India,Visakhapatnam,326.0,343.45238053618874,275.0736842105263,289
Pakistan,South Africa,Abu Dhabi,195.99999999999997,234.3,283.5473684210526,203
South Africa,Pakistan,Abu Dhabi,219.30000000000004,264.06164531491345,300.35789473684207,286
South Africa,Pakistan,Dubai (DSC),198.5,203.0156374535069,295.2894736842105,228
Australia,Sri Lanka,Melbourne,140.5,331.5,281.3315789473684,239
Sri Lanka,Australia,Sydney,222.4,336.1,265.61052631578946,213
South Africa,Pakistan,Dubai (DSC),234.7,214.86013389171285,293.34736842105264,274
Sri Lanka,Australia,Brisbane,189.9,303.5,254.3473684210526,115
South Africa,Pakistan,Dubai (DSC),288.29999999999995,320.0,290.4157894736842,317
India,New Zealand,Guwahati,193.6,241.31552432017878,233.7526315789474,276
New Zealand,India,Jaipur,248.1,235.09771551809555,242.8684210526316,258
New Zealand,India,Vadodara,243.2,261.9678488538367,250.97894736842105,224
New Zealand,India,Bengaluru,242.3,240.74499577925505,244.88947368421054,315
New Zealand,India,Chennai,324.8,273.48746520675013,257.9105263157895,103
South Africa,India,Durban,277.29999999999995,239.5,299.0368421052632,289
India,South Africa,Johannesburg,423.0,305.0,240.15789473684208,190
England,Australia,Melbourne,277.5,306.0,264.36315789473684,294
South Africa,India,Cape Town,323.5,335.7,297.9526315789474,220
Australia,England,Hobart,278.29999999999995,286.9,263.8052631578948,230
Pakistan,New Zealand,Wellington,254.20000000000002,241.6243981007997,276.20526315789476,124
England,Australia,Sydney,310.3,257.1,277.3315789473684,214
England,Australia,Adelaide,251.7,35.00000000000008,267.3263157894737,299
Pakistan,New Zealand,Christchurch,174.7,263.2639836919861,246.82105263157897,293
Australia,England,Brisbane,263.7,285.5,254.94736842105263,249
New Zealand,Pakistan,Napier,250.4,359.3,231.18947368421053,262
England,Australia,Sydney,259.7,240.5,278.2842105263158,333
Pakistan,New Zealand,Hamilton,280.1,233.0266472489697,257.6894736842105,268
New Zealand,Pakistan,Auckland,225.5,244.7,227.3421052631579,311
Australia,England,Perth,255.79999999999998,219.0,252.56842105263158,279
Sri Lanka,West Indies,Colombo (SSC),167.20000000000002,236.0,214.44210526315788,277
India,Bangladesh,Dhaka,257.4,233.9,223.4157894736842,370
New Zealand,Australia,Nagpur,243.2,323.3253382137912,242.21052631578948,206
Pakistan,Sri Lanka,Colombo (RPS),299.3,351.5,255.6,277
Bangladesh,West Indies,Dhaka,213.7,188.10000000000002,232.0263157894737,58
England,South Africa,Chennai,349.99999999999994,247.7156808567323,298.09473684210525,171
New Zealand,Pakistan,Pallekele,282.1,260.8685239933384,238.03157894736844,302
England,Bangladesh,Chattogram,296.6666666666667,240.88189848819985,278.43684210526317,225
India,South Africa,Nagpur,307.9,338.8,257.7631578947368,296
England,West Indies,Chennai,254.79999999999998,125.00000000000004,274.1421052631579,243
Sri Lanka,New Zealand,Mumbai,268.9,229.9445355771272,215.77894736842103,265
South Africa,Bangladesh,Dhaka,330.3,286.0,250.46842105263158,284
Australia,Pakistan,Colombo (RPS),313.79999999999995,193.5,249.57368421052632,176
India,West Indies,Chennai,285.70000000000005,255.5933668295751,249.52105263157895,268
West Indies,Pakistan,Dhaka,195.0,293.40000000000003,197.97894736842105,112
Australia,India,Ahmedabad,316.5,322.37823096001966,227.62105263157898,260
New Zealand,South Africa,Dhaka,234.29999999999998,184.4,240.7473684210526,221
England,Sri Lanka,Colombo (RPS),339.6,251.1276233130429,274.15789473684214,229
New Zealand,Sri Lanka,Colombo (RPS),260.4,170.1,231.7736842105263,217
India,Pakistan,Mohali,330.50000000000006,380.33333333333326,255.3578947368421,260
Sri Lanka,India,Mumbai,225.3,236.33328498356565,222.02105263157895,274
Australia,Bangladesh,Dhaka,208.9,264.1741218159152,235.2157894736842,270
Bangladesh,Australia,Dhaka,50.89999999999999,54.800000000000004,199.93684210526317,229
Australia,Bangladesh,Dhaka,241.2,264.64947379192137,236.62105263157895,361
Pakistan,West Indies,Bridgetown,242.70000000000002,246.19034066806375,253.18947368421053,248
West Indies,India,Port of Spain,127.0,217.6,185.36315789473684,214
West Indies,India,Port of Spain,168.2,242.0,195.5421052631579,240
West Indies,India,North Sound,204.2,204.84863794053473,192.96315789473684,225
West Indies,India,North Sound,255.5,273.0,204.72105263157894,249
India,West Indies,Kingston,234.89999999999998,37.00000000000006,243.23157894736843,251
England,Sri Lanka,The Oval,237.9,312.9,254.0842105263158,229
Sri Lanka,England,Leeds,193.3,252.54198489151938,232.6578947368421,309
England,Sri Lanka,Lord's,208.0,185.4,238.61052631578946,246
Sri Lanka,England,Nottingham,308.70000000000005,260.65217217687285,243.55263157894737,174
England,Sri Lanka,Manchester,205.3,242.0,243.7,268
Sri Lanka,Australia,Pallekele,113.69999999999997,312.79538888119544,235.02105263157893,191
Sri Lanka,Australia,Hambantota,140.4,267.10135473054794,222.00526315789472,208
Sri Lanka,Australia,Hambantota,175.2,213.35307530545592,211.18421052631578,286
Sri Lanka,Australia,Colombo (RPS),274.29999999999995,310.5,226.6263157894737,132
Australia,Sri Lanka,Colombo (RPS),192.7,173.1,258.37894736842105,211
West Indies,Bangladesh,Dhaka,304.9,135.10000000000002,218.99473684210528,298
India,England,Hyderabad (Deccan),264.2,199.00000000000003,243.33684210526314,300
Bangladesh,West Indies,Dhaka,132.2,131.7,211.70000000000002,220
England,India,Delhi,255.9,252.18117122135695,242.90526315789475,237
England,India,Mohali,228.60000000000002,269.92116969674294,234.35263157894735,298
England,India,Mumbai,260.5,248.57126785369465,246.87894736842108,220
South Africa,Australia,Port Elizabeth,342.4,216.8,252.31052631578947,303
India,England,Kolkata,353.70000000000005,160.66666666666669,255.59473684210528,271
South Africa,Australia,Durban,370.3,270.4,266.62105263157895,222
Sri Lanka,Pakistan,Dubai (DSC),254.79999999999998,234.60521952946,212.9894736842105,131
Sri Lanka,Pakistan,Dubai (DSC),125.30000000000004,213.27677741088894,189.7157894736842,235
Pakistan,Sri Lanka,Dubai (DSC),329.30000000000007,239.06028579934505,218.3578947368421,257
Pakistan,Sri Lanka,Sharjah,252.6,297.6,226.1315789473684,200
Sri Lanka,Pakistan,Abu Dhabi,155.1,357.0,191.64736842105262,218
West Indies,India,Cuttack,286.70000000000005,206.82805139583894,204.34736842105264,211
Bangladesh,Pakistan,Dhaka,136.6,188.29999999999998,203.06315789473683,91
West Indies,India,Visakhapatnam,228.70000000000002,260.67627604416265,202.8578947368421,269
Pakistan,Bangladesh,Dhaka,330.70000000000005,279.0,218.6526315789474,262
West Indies,India,Ahmedabad,252.0,220.00000000000003,222.76315789473682,260
Pakistan,Bangladesh,Chattogram,292.6,217.77623878749,227.48421052631576,177
India,West Indies,Indore,202.1,285.0,259.521052631579,418
India,West Indies,Chennai,359.1,268.0,289.0368421052632,267
South Africa,Sri Lanka,Paarl,229.4,269.3154909041693,257.4947368421053,301
Sri Lanka,South Africa,East London,276.20000000000005,241.87618330541852,199.04210526315788,236
Sri Lanka,South Africa,Bloemfontein,276.0,333.5,199.7578947368421,266
South Africa,Sri Lanka,Kimberley,303.0,254.61401363007326,265.3263157894737,299
Sri Lanka,India,Perth,293.3,209.0,209.46842105263158,233
England,Pakistan,Abu Dhabi,297.0,266.2823127742502,246.60000000000002,260
England,Pakistan,Abu Dhabi,297.3,272.8127207316068,235.45263157894735,250
Pakistan,England,Dubai (DSC),281.90000000000003,307.0,208.71578947368423,222
Sri Lanka,India,Brisbane,269.4,177.5,212.2,289
Pakistan,England,Dubai (DSC),267.3,243.66666666666666,202.6315789473684,237
Sri Lanka,India,Hobart,304.6,101.00000000000004,234.37894736842105,320
New Zealand,South Africa,Napier,232.7,286.5,230.82631578947365,230
Sri Lanka,Australia,Melbourne,225.10000000000002,241.99999999999997,246.67894736842106,238
New Zealand,South Africa,Auckland,238.1,314.1,234.55789473684212,206
Australia,Sri Lanka,Brisbane,232.5,300.5,235.1315789473684,321
Australia,Sri Lanka,Adelaide,320.9,274.7,253.83684210526314,271
Australia,Sri Lanka,Adelaide,325.1,305.1,260.5473684210526,231
Pakistan,Bangladesh,Dhaka,194.69999999999996,274.79999999999995,205.9736842105263,262
India,Sri Lanka,Dhaka,133.4,327.70000000000005,291.7578947368421,304
Sri Lanka,Pakistan,Dhaka,201.09999999999997,148.5,255.14736842105265,188
India,Bangladesh,Dhaka,343.4,317.29999999999995,314.29473684210524,289
Australia,West Indies,Kingstown,308.5,208.87348616762455,260.7421052631579,204
Pakistan,India,Dhaka,270.5,267.9,213.6,329
Australia,West Indies,Kingstown,254.4,135.00000000000006,250.66315789473686,154
Sri Lanka,Bangladesh,Dhaka,275.40000000000003,156.7,244.62105263157895,232
Pakistan,Bangladesh,Dhaka,218.80000000000004,321.9,227.63684210526316,236
West Indies,Australia,Gros Islet,135.7,243.0,237.93684210526317,294
Australia,West Indies,Gros Islet,155.20000000000002,239.13283382874923,230.09473684210525,281
Sri Lanka,Pakistan,Pallekele,196.49999999999997,242.52400339574817,231.9421052631579,135
Sri Lanka,Pakistan,Pallekele,169.70000000000002,79.00000000000003,216.7736842105263,280
Sri Lanka,Pakistan,Colombo (RPS),213.29999999999998,179.5,231.4578947368421,243
England,West Indies,Southampton,273.09999999999997,248.89999999999998,233.3578947368421,288
Pakistan,Sri Lanka,Colombo (RPS),187.6,346.5,227.59473684210528,247
England,Australia,Lord's,326.5,246.0,242.10000000000002,272
Australia,England,The Oval,250.0,295.5,238.32631578947368,251
Australia,England,Chester-le-Street,256.3,86.00000000000006,243.5263157894737,200
West Indies,New Zealand,Kingston,227.4,225.6,240.66842105263157,315
Australia,England,Manchester,224.39999999999998,216.0,227.04210526315788,145
West Indies,New Zealand,Basseterre,326.4,278.1612105252244,253.3578947368421,264
West Indies,New Zealand,Basseterre,343.70000000000005,280.0,268.9578947368421,241
India,Sri Lanka,Hambantota,220.2,273.32375611516323,319.9631578947368,314
India,Sri Lanka,Hambantota,313.4,303.88772842249585,323.4684210526316,138
Sri Lanka,India,Colombo (RPS),300.09999999999997,172.2,239.54736842105265,286
Sri Lanka,India,Colombo (RPS),313.7,259.6,260.7789473684211,251
India,Sri Lanka,Pallekele,210.7,249.98019939070963,296.9473684210526,294
South Africa,England,Southampton,270.7,270.7377298563384,281.42105263157896,287
Pakistan,Australia,Sharjah,245.1,271.5,243.90526315789475,198
South Africa,England,The Oval,261.70000000000005,266.0,293.09473684210525,211
Australia,Pakistan,Abu Dhabi,209.79999999999998,302.0,208.90526315789475,248
South Africa,England,Lord's,200.7,258.99999999999994,263.4157894736842,220
Pakistan,Australia,Sharjah,219.9,195.8,242.05789473684212,244
England,South Africa,Nottingham,268.40000000000003,348.0,254.8736842105263,182
New Zealand,Sri Lanka,Pallekele,196.70000000000002,235.37977182542593,229.12631578947367,250
New Zealand,Sri Lanka,Pallekele,227.8,198.00000000000003,232.80526315789476,188
New Zealand,Sri Lanka,Hambantota,173.6,229.5589582753621,224.2421052631579,131
West Indies,Bangladesh,Khulna,128.0,246.46163215590744,274.6684210526316,199
Bangladesh,West Indies,Khulna,190.89999999999998,177.32700250193864,167.19999999999996,292
Bangladesh,West Indies,Dhaka,266.2,153.20000000000002,176.0,227
West Indies,Bangladesh,Dhaka,114.89999999999998,198.39999999999998,266.4789473684211,211
West Indies,Bangladesh,Dhaka,151.5,205.7,262.9526315789474,217
India,Pakistan,Chennai,270.2,266.6666666666667,284.57368421052627,227
Pakistan,India,Kolkata,301.2,265.17138216178137,244.78947368421052,250
India,Pakistan,Delhi,222.6,179.0,269.67894736842106,167
England,India,Rajkot,249.4,333.03821042779555,242.37894736842105,325
India,England,Kochi,329.4,253.00000000000003,248.85789473684213,285
England,India,Ranchi,297.9,276.79578791529383,257.85263157894735,155
England,India,Mohali,205.9,261.3686079120357,242.63684210526316,257
India,England,Dharamsala,299.50000000000006,296.47671665351226,243.40000000000003,226
West Indies,Australia,Perth,257.4,245.51948928851826,248.06315789473683,70
Australia,West Indies,Perth,180.6,267.2,191.32631578947368,266
Australia,West Indies,Canberra,234.1,188.58129385515497,198.9578947368421,329
West Indies,Australia,Sydney,159.50000000000003,177.0,214.73684210526315,220
England,New Zealand,Hamilton,213.3,237.44866649910404,240.7526315789474,258
New Zealand,England,Napier,234.8,234.7,217.7421052631579,269
New Zealand,England,Auckland,234.0,251.3,227.9157894736842,185
South Africa,Pakistan,Bloemfontein,314.4,185.50000000000003,251.7684210526316,315
South Africa,Pakistan,Centurion,328.1,246.9,265.82105263157894,191
South Africa,Pakistan,Johannesburg,255.10000000000002,277.0,246.03684210526316,343
South Africa,Pakistan,Durban,291.59999999999997,238.3,264.35263157894735,234
Pakistan,South Africa,Benoni,272.3,244.04542847737096,251.45263157894738,205
Sri Lanka,Bangladesh,Pallekele,194.99999999999997,291.0,259.7421052631579,302
England,New Zealand,Lord's,200.89999999999998,295.70000000000005,248.2315789473684,227
New Zealand,England,Southampton,223.89999999999998,232.44298397340677,217.17894736842106,359
England,New Zealand,Nottingham,192.5,241.4,254.09473684210528,287
Pakistan,West Indies,The Oval,183.00000000000003,297.0,242.17368421052632,170
England,Australia,Birmingham,304.9,384.6666666666666,254.87368421052633,269
Sri Lanka,New Zealand,Cardiff,306.80000000000007,254.65445404331072,269.6578947368421,138
South Africa,Pakistan,Birmingham,238.6,197.0,253.25263157894736,234
West Indies,India,The Oval,269.8,224.442213786925,213.67894736842106,233
England,Sri Lanka,The Oval,266.7,257.4,256.47368421052636,293
Pakistan,India,Birmingham,268.1,35.000000000000085,216.71578947368423,165
England,New Zealand,Cardiff,282.1,257.2833065753681,264.2631578947368,169
Sri Lanka,Australia,The Oval,216.4,435.99999999999994,246.98947368421054,253
South Africa,England,The Oval,185.39999999999998,221.5,247.38421052631577,175
Sri Lanka,India,Cardiff,285.7,226.7714375790527,257.45789473684215,181
Sri Lanka,West Indies,Kingston,197.9,229.8807822888669,236.2157894736842,208
India,West Indies,Kingston,370.79999999999995,171.3333333333334,234.8684210526316,229
Sri Lanka,India,Kingston,179.9,127.00000000000004,219.4842105263158,348
India,West Indies,Port of Spain,268.0,229.39999999999998,228.7315789473684,311
Sri Lanka,West Indies,Port of Spain,182.6,70.5,241.57894736842107,219
India,Sri Lanka,Port of Spain,295.4,312.5,238.44210526315788,119
Sri Lanka,India,Port of Spain,262.5,125.60000000000004,234.12105263157892,201
Pakistan,West Indies,Providence,135.0,230.32455665544873,209.1,224
West Indies,Pakistan,Providence,226.60000000000002,225.04577424157563,209.54736842105262,232
Sri Lanka,South Africa,Colombo (RPS),270.9,256.4,225.1315789473684,320
