bowler,country,inverse_economy,no_of_wickets,wickets_per_match,wickets_per_run,no_of_wins,team_score,opponent_mean,winning_contribution,winning_wicket_rate_contribution,no_of_matches_bowler,bowler_score,bowler_quantile
Daniel Vettori,New Zealand,0.22407809110629068,9.0,0.75,0.019522776572668113,9,10.0,6.663031544833294,0.059602649006622516,0.11258278145695363,12,6.475006970649971,4
Lasith Malinga,Sri Lanka,0.16100628930817612,15.0,1.25,0.02358490566037736,6,8.16041512334615,4.506879759489732,0.13333333333333333,0.22222222222222224,12,6.474952845050072,4
David Wiese,South Africa,0.1388888888888889,5.0,1.6666666666666667,0.034722222222222224,2,8.492026600114938,10.0,0.04716981132075472,0.2830188679245283,3,6.4184945288988295,4
Mohammad Hafeez,Pakistan,0.2014388489208633,6.0,2.0,0.04316546762589928,1,3.3537458303909613,7.032201112995428,0.09302325581395349,0.46511627906976744,3,6.309285495537716,4
Mohit Sharma,India,0.1693798449612403,16.0,1.4545454545454546,0.031007751937984496,6,5.520738622939159,6.433199919587059,0.125,0.14583333333333334,11,6.294305162628762,4
Suranga Lakmal,Sri Lanka,0.15387453874538745,13.0,1.0833333333333333,0.023985239852398525,6,8.16041512334615,5.425316782067166,0.12,0.2,12,6.27338888145045,4
Ravichandran Ashwin,India,0.23915343915343917,14.0,1.4,0.037037037037037035,5,5.520738622939159,5.470685799692655,0.109375,0.153125,10,6.160588134775717,4
Rahat Ali,Pakistan,0.15846153846153846,14.0,1.5555555555555556,0.03076923076923077,4,3.3537458303909613,7.330959077777616,0.16279069767441862,0.20348837209302326,9,6.126661686906633,4
Ben Stokes,England,0.15926892950391644,12.0,1.3333333333333333,0.031331592689295036,5,7.266790801339121,8.72577035491773,0.056818181818181816,0.11363636363636363,9,6.077445858139131,4
Shaminda Eranga,Sri Lanka,0.18072289156626506,3.0,1.5,0.03614457831325301,1,8.16041512334615,10.0,0.02666666666666667,0.26666666666666666,2,6.069202587872386,4
Angelo Mathews,Sri Lanka,0.18209302325581397,12.0,0.7058823529411765,0.027906976744186046,8,8.16041512334615,6.349663314361931,0.08,0.1,17,6.040912469381571,3
Ambati Rayudu,India,0.4,1.0,1.0,0.2,1,5.520738622939159,4.775773092293983,0.015625,0.109375,1,5.993881504597329,3
Andre Russell,West Indies,0.14195298372513562,16.0,1.6,0.028933092224231464,2,1.0,7.798705917736591,0.2222222222222222,0.2222222222222222,10,5.966060882956008,3
Jason Holder,West Indies,0.14527027027027026,12.0,1.0909090909090908,0.02027027027027027,2,1.0,7.831588572792006,0.2777777777777778,0.2777777777777778,11,5.963115170749766,3
Josh Hazlewood,Australia,0.24126984126984127,7.0,1.1666666666666667,0.037037037037037035,5,7.132983298564889,6.48813411315792,0.0660377358490566,0.15849056603773584,6,5.945631285586417,3
Dushmantha Chameera,Sri Lanka,0.13777777777777778,6.0,1.0,0.02666666666666667,3,8.16041512334615,8.248671100019157,0.08,0.26666666666666666,6,5.94472421175018,3
James Anderson,England,0.2111111111111111,9.0,1.125,0.02702702702702703,2,7.266790801339121,6.922076919651638,0.056818181818181816,0.28409090909090906,8,5.886383627494468,3
Mashrafe Mortaza,Bangladesh,0.177734375,13.0,1.1818181818181819,0.025390625,7,4.775773092293983,6.335793807051695,0.11428571428571428,0.13061224489795917,11,5.87135757069675,3
Ben Wheeler,New Zealand,0.1505338078291815,8.0,1.6,0.028469750889679714,2,10.0,7.756885120849448,0.019867549668874173,0.16887417218543047,5,5.857833351391302,3
Tillakaratne Dilshan,Sri Lanka,0.17830374753451678,11.0,0.6111111111111112,0.021696252465483234,7,8.16041512334615,7.337919839659822,0.06666666666666667,0.09523809523809525,18,5.82752642081365,3
John Hastings,Australia,0.21038961038961038,3.0,1.5,0.03896103896103896,1,7.132983298564889,7.266790801339121,0.02830188679245283,0.33962264150943394,2,5.819622926724768,3
Wayne Parnell,South Africa,0.16,6.0,2.0,0.03428571428571429,1,8.492026600114938,2.506912874313053,0.03773584905660377,0.45283018867924524,3,5.808684364599066,3
Sachithra Senanayake,Sri Lanka,0.17748184019370458,8.0,0.8,0.01937046004842615,4,8.16041512334615,7.248672912895586,0.08,0.2,10,5.782499643940316,3
Bhuvneshwar Kumar,India,0.150418410041841,10.0,1.1111111111111112,0.02092050209205021,2,5.520738622939159,7.379050365007408,0.09375,0.328125,9,5.74468455422648,3
Rangana Herath,Sri Lanka,0.2276595744680851,6.0,1.0,0.02553191489361702,3,8.16041512334615,8.67376064893885,0.04,0.13333333333333333,6,5.726624611364541,3
Nasir Hossain,Bangladesh,0.23544303797468355,10.0,0.9090909090909091,0.03164556962025317,7,4.775773092293983,6.1472974348431215,0.1,0.11428571428571428,11,5.718407175634204,3
Thisara Perera,Sri Lanka,0.15,11.0,0.7333333333333333,0.01661631419939577,6,8.16041512334615,7.405503807591787,0.06666666666666667,0.11111111111111112,15,5.661370220645031,3
Harbhajan Singh,India,0.18867924528301888,6.0,1.5,0.02830188679245283,2,5.520738622939159,8.492026600114938,0.0625,0.21875,4,5.631288227047566,3
Nuwan Kulasekara,Sri Lanka,0.15334773218142547,9.0,0.8181818181818182,0.019438444924406047,3,8.16041512334615,9.862911509101359,0.04,0.13333333333333333,11,5.607668412138265,3
Nathan McCullum,New Zealand,0.14857142857142858,7.0,0.875,0.02,5,10.0,6.776793154201695,0.039735099337748346,0.13509933774834437,8,5.574258525331733,3
Jerome Taylor,West Indies,0.14758620689655172,12.0,1.3333333333333333,0.027586206896551724,1,1.0,7.684824566720242,0.16666666666666666,0.3333333333333333,9,5.558785812155931,3
Liam Plunkett,England,0.1556420233463035,6.0,1.2,0.023346303501945526,3,7.266790801339121,8.279789979138933,0.056818181818181816,0.1893939393939394,5,5.557490839641674,3
Kyle Abbott,South Africa,0.17786069651741293,10.0,1.0,0.024875621890547265,6,8.492026600114938,4.436221885355821,0.0660377358490566,0.1320754716981132,10,5.546808715894218,3
Yasir Shah,Pakistan,0.17932489451476794,8.0,0.8888888888888888,0.016877637130801686,4,3.3537458303909613,7.569242960409696,0.16279069767441862,0.20348837209302326,9,5.513414772619167,3
Anwar Ali,Pakistan,0.16358839050131926,8.0,0.8888888888888888,0.021108179419525065,4,3.3537458303909613,7.763248758009691,0.16279069767441862,0.20348837209302326,9,5.511511125371167,3
Jeffrey Vandersay,Sri Lanka,0.1348314606741573,2.0,1.0,0.02247191011235955,1,8.16041512334615,10.0,0.02666666666666667,0.26666666666666666,2,5.448695302606022,3
Milinda Siriwardana,Sri Lanka,0.18258706467661692,8.0,1.0,0.03980099502487562,5,8.16041512334615,4.4268729151954815,0.06666666666666667,0.13333333333333333,8,5.40636946566111,3
Axar Patel,India,0.19925558312655087,9.0,1.0,0.022332506203473945,3,5.520738622939159,7.242913054032318,0.078125,0.18229166666666669,9,5.388888561224161,3
Mitchell Santner,New Zealand,0.15030674846625766,7.0,0.875,0.02147239263803681,4,10.0,7.601899922091756,0.019867549668874173,0.08443708609271523,8,5.322055225316173,3
Taskin Ahmed,Bangladesh,0.15892420537897312,10.0,1.1111111111111112,0.02444987775061125,6,4.775773092293983,5.783406587186182,0.1,0.13333333333333333,9,5.30043835399214,3
Kyle Mills,New Zealand,0.24,3.0,1.0,0.03,2,10.0,6.55819202569442,0.013245033112582781,0.11258278145695363,3,5.270694577369868,3
Nathan Coulter-Nile,Australia,0.1797752808988764,3.0,1.5,0.033707865168539325,2,7.132983298564889,7.266790801339121,0.02830188679245283,0.16981132075471697,2,5.1990209003791215,3
Jeevan Mendis,Sri Lanka,0.18620689655172415,4.0,0.6666666666666666,0.027586206896551724,1,8.16041512334615,10.0,0.013333333333333334,0.13333333333333333,6,5.107643830525715,3
Gurinder Sandhu,Australia,0.18691588785046728,3.0,1.5,0.028037383177570093,2,7.132983298564889,6.39376471213914,0.02830188679245283,0.16981132075471697,2,5.03273085008535,3
Ravindra Jadeja,India,0.19353932584269665,7.0,0.875,0.019662921348314606,4,5.520738622939159,5.196608225911482,0.09375,0.1640625,8,4.981082207612168,3
Jean-Paul Duminy,South Africa,0.16883116883116883,8.0,0.5714285714285714,0.017316017316017316,7,8.492026600114938,4.423173908741121,0.04716981132075472,0.08086253369272237,14,4.974871479453424,3
Arafat Sunny,Bangladesh,0.20465116279069767,6.0,1.2,0.027906976744186046,4,4.775773092293983,4.569753383090233,0.08571428571428572,0.17142857142857143,5,4.9570197064116135,3
Wahab Riaz,Pakistan,0.1875247524752475,14.0,1.2727272727272727,0.027722772277227723,2,3.3537458303909613,5.9582028185324925,0.06976744186046512,0.1744186046511628,11,4.951614994706304,3
Ish Sodhi,New Zealand,0.1712707182320442,2.0,0.5,0.011049723756906077,2,10.0,8.409123730922742,0.013245033112582781,0.11258278145695363,4,4.832422852957848,3
Imad Wasim,Pakistan,0.20510204081632655,3.0,1.0,0.030612244897959183,2,3.3537458303909613,8.16041512334615,0.06976744186046512,0.1744186046511628,3,4.768568068171506,3
Reece Topley,England,0.21308900523560212,6.0,1.2,0.031413612565445025,3,7.266790801339121,4.109593324025747,0.03409090909090909,0.11363636363636363,5,4.757178903094121,2
Kane Williamson,New Zealand,0.15976331360946747,2.0,0.25,0.011834319526627219,5,10.0,7.978460477440491,0.013245033112582781,0.045033112582781455,8,4.746291576741948,2
Farhaan Behardien,South Africa,0.16389891696750902,5.0,0.38461538461538464,0.018050541516245487,8,8.492026600114938,5.1061127851530586,0.02830188679245283,0.04245283018867924,13,4.731083295800794,2
Nuwan Pradeep,Sri Lanka,0.19084967320261437,3.0,0.75,0.0196078431372549,2,8.16041512334615,5.0153093727932205,0.04,0.2,4,4.696527138766633,2
Shane Watson,Australia,0.17338709677419356,3.0,0.375,0.012096774193548387,8,7.132983298564889,6.794501325454098,0.02830188679245283,0.04245283018867924,8,4.682964324670545,2
Dhawal Kulkarni,India,0.19736842105263158,3.0,1.5,0.039473684210526314,1,5.520738622939159,4.775773092293983,0.03125,0.21875,2,4.654078765653388,2
Stuart Broad,England,0.16030042918454937,8.0,0.8888888888888888,0.017167381974248927,2,7.266790801339121,6.945510961753111,0.022727272727272728,0.11363636363636363,9,4.645528868613722,2
Chris Morris,South Africa,0.15775862068965518,3.0,1.0,0.02586206896551724,1,8.492026600114938,5.024094935842375,0.018867924528301886,0.22641509433962262,3,4.629433980167407,2
Chris Jordan,England,0.1355855855855856,5.0,1.25,0.02252252252252252,1,7.266790801339121,7.977189097714717,0.011363636363636364,0.11363636363636363,4,4.610282552250042,2
Lahiru Thirimanne,Sri Lanka,0.16981132075471697,2.0,1.0,0.03773584905660377,0,8.16041512334615,10.0,0.0,0.0,2,4.5358751445971865,2
Ashton Agar,Australia,0.19298245614035087,2.0,1.0,0.03508771929824561,1,7.132983298564889,7.266790801339121,0.009433962264150943,0.11320754716981131,2,4.5268306869343835,2
Moises Henriques,Australia,0.20588235294117646,1.0,1.0,0.029411764705882353,1,7.132983298564889,7.266790801339121,0.009433962264150943,0.11320754716981131,1,4.491052988535069,2
Dhammika Prasad,Sri Lanka,0.1797752808988764,2.0,1.0,0.02247191011235955,0,8.16041512334615,10.0,0.0,0.0,2,4.459355855739694,2
Mark Wood,England,0.16927899686520376,4.0,0.6666666666666666,0.012539184952978056,3,7.266790801339121,8.566491649282444,0.011363636363636364,0.03787878787878787,6,4.434620173098546,2
Ajantha Mendis,Sri Lanka,0.12631578947368421,4.0,1.0,0.021052631578947368,3,8.16041512334615,3.25,0.05333333333333334,0.17777777777777776,4,4.4255114402757165,2
Amit Mishra,India,0.1834862385321101,4.0,1.0,0.01834862385321101,1,5.520738622939159,8.492026600114938,0.015625,0.109375,4,4.402944866170565,2
Stuart Binny,India,0.1695906432748538,5.0,1.25,0.029239766081871343,1,5.520738622939159,6.95034532377179,0.015625,0.109375,4,4.336723740346636,2
James Neesham,New Zealand,0.14893617021276595,1.0,1.0,0.02127659574468085,0,10.0,8.492026600114938,0.0,0.0,1,4.324503486498718,2
Sachith Pathirana,Sri Lanka,0.145,3.0,1.0,0.015,1,8.16041512334615,3.3537458303909613,0.02666666666666667,0.26666666666666666,3,4.317542426983192,2
Sohail Khan,Pakistan,0.14705882352941177,8.0,2.0,0.03619909502262444,1,3.3537458303909613,5.536437130404747,0.023255813953488372,0.11627906976744186,4,4.269315363342807,2
Suresh Raina,India,0.17427385892116182,4.0,0.3333333333333333,0.016597510373443983,5,5.520738622939159,6.609728775003802,0.046875,0.065625,12,4.223039547273228,2
Seekkuge Prasanna,Sri Lanka,0.15754189944134078,2.0,0.6666666666666666,0.0111731843575419,1,8.16041512334615,6.82890970965195,0.013333333333333334,0.13333333333333333,3,4.2006894029615065,2
Sheldon Cottrell,West Indies,0.12149532710280374,2.0,1.0,0.018691588785046728,1,1.0,8.492026600114938,0.1111111111111111,0.2222222222222222,2,4.169787621136334,2
Colin Munro,New Zealand,0.24242424242424243,0.0,0.0,0.0,1,10.0,8.492026600114938,0.0,0.0,3,4.126098290429757,2
Sulieman Benn,West Indies,0.16507936507936508,3.0,0.5,0.009523809523809525,1,1.0,7.886975371808454,0.1111111111111111,0.2222222222222222,6,3.9682097003348025,2
George Worker,New Zealand,0.2,0.0,0.0,0.0,1,10.0,8.492026600114938,0.0,0.0,1,3.939358423557211,2
Sunil Narine,West Indies,0.29583333333333334,4.0,1.3333333333333333,0.05555555555555555,0,1.0,8.16041512334615,0.0,0.0,3,3.9246851797474505,2
Andrew Mathieson,New Zealand,0.1,1.0,1.0,0.025,0,10.0,7.266790801339121,0.0,0.0,1,3.9237369175529864,2
Aaron Phangiso,South Africa,0.2032967032967033,2.0,0.5,0.01098901098901099,1,8.492026600114938,4.38018465573479,0.009433962264150943,0.11320754716981131,4,3.8515863772410777,2
Mahmudullah,Bangladesh,0.19047619047619047,2.0,0.2222222222222222,0.013605442176870748,5,4.775773092293983,6.579830115311446,0.02857142857142857,0.045714285714285714,9,3.809499813258319,2
Zafar Gohar,Pakistan,0.18518518518518517,2.0,2.0,0.037037037037037035,0,3.3537458303909613,7.266790801339121,0.0,0.0,1,3.8024042122823283,2
Shoaib Malik,Pakistan,0.17575757575757575,3.0,0.3333333333333333,0.00909090909090909,4,3.3537458303909613,7.763248758009691,0.046511627906976744,0.05813953488372093,9,3.786070505988765,2
Xavier Doherty,Australia,0.18518518518518517,1.0,0.3333333333333333,0.009259259259259259,2,7.132983298564889,6.982648182541477,0.009433962264150943,0.056603773584905655,3,3.7802014683455782,2
Lahiru Gamage,Sri Lanka,0.16129032258064516,1.0,1.0,0.016129032258064516,1,8.16041512334615,3.3537458303909613,0.013333333333333334,0.13333333333333333,1,3.774694259453751,2
Marchant de Lange,South Africa,0.23529411764705882,1.0,1.0,0.029411764705882353,1,8.492026600114938,1.0,0.009433962264150943,0.11320754716981131,1,3.7604136951737823,2
Tharindu Kaushal,Sri Lanka,0.24,0.0,0.0,0.0,0,8.16041512334615,8.492026600114938,0.0,0.0,1,3.661592635909124,2
Rilee Rossouw,South Africa,0.16428571428571428,0.0,0.0,0.0,0,8.492026600114938,10.0,0.0,0.0,1,3.6507135315439694,2
Daren Sammy,West Indies,0.16981132075471697,2.0,0.2857142857142857,0.006289308176100629,2,1.0,7.973411261566524,0.1111111111111111,0.1111111111111111,7,3.5728628836181366,2
Martin Guptill,New Zealand,0.14285714285714285,0.0,0.0,0.0,1,10.0,7.713602962342636,0.0,0.0,2,3.551409490796367,2
AB de Villiers,South Africa,0.14666666666666667,1.0,0.3333333333333333,0.013333333333333334,0,8.492026600114938,7.784581943463654,0.0,0.0,3,3.513101430996513,2
Ahmed Shehzad,Pakistan,0.13793103448275862,1.0,1.0,0.034482758620689655,0,3.3537458303909613,10.0,0.0,0.0,1,3.479707653390686,1
Shehan Jayasuriya,Sri Lanka,0.19230769230769232,1.0,0.5,0.038461538461538464,2,8.16041512334615,1.0,0.013333333333333334,0.06666666666666667,2,3.3173268162944045,1
Marcus Stoinis,Australia,0.23529411764705882,0.0,0.0,0.0,0,7.132983298564889,7.266790801339121,0.0,0.0,1,3.246089885738465,1
Chris Gayle,West Indies,0.18000000000000002,2.0,0.6666666666666666,0.06666666666666667,1,1.0,8.492026600114938,0.0,0.0,3,3.245901409988443,1
Soumya Sarkar,Bangladesh,0.21052631578947367,0.0,0.0,0.0,0,4.775773092293983,10.0,0.0,0.0,1,3.20296410579139,1
Jonathan Carter,West Indies,0.15777777777777777,3.0,1.0,0.06666666666666667,0,1.0,8.16041512334615,0.0,0.0,3,3.1815790745895534,1
Joe Root,England,0.16304347826086957,0.0,0.0,0.0,1,7.266790801339121,7.631845334942283,0.0,0.0,7,3.1469303299743476,1
Ehsan Adil,Pakistan,0.14195804195804196,2.0,0.6666666666666666,0.013986013986013986,0,3.3537458303909613,9.044327766188296,0.0,0.0,3,3.040844761442659,1
Taijul Islam,Bangladesh,0.1724137931034483,0.0,0.0,0.0,0,4.775773092293983,10.0,0.0,0.0,1,3.0352032453523505,1
Bilawal Bhatti,Pakistan,0.125,1.0,0.5,0.006944444444444444,0,3.3537458303909613,10.0,0.0,0.0,2,2.942729123454684,1
Iftikhar Ahmed,Pakistan,0.20408163265306123,1.0,0.5,0.02040816326530612,0,3.3537458303909613,7.266790801339121,0.0,0.0,2,2.9179998372430993,1
James Pattinson,Australia,0.13761467889908258,0.0,0.0,0.0,0,7.132983298564889,7.266790801339121,0.0,0.0,2,2.8161318158788853,1
Steven Smith,Australia,0.10526315789473684,0.0,0.0,0.0,1,7.132983298564889,7.266790801339121,0.0,0.0,1,2.8051697153121826,1
Ravi Rampaul,West Indies,0.1506849315068493,2.0,1.0,0.0273972602739726,0,1.0,8.16041512334615,0.0,0.0,2,2.7928665813190765,1
Shahid Afridi,Pakistan,0.1865079365079365,2.0,0.3333333333333333,0.007936507936507936,1,3.3537458303909613,7.02429142026983,0.0,0.0,6,2.7913995070290856,1
Aaron Finch,Australia,0.09999999999999999,0.0,0.0,0.0,1,7.132983298564889,7.266790801339121,0.0,0.0,1,2.7820027393467917,1
Ravi Bopara,England,0.125,0.0,0.0,0.0,0,7.266790801339121,7.132983298564889,0.0,0.0,2,2.760605462934312,1
Carlos Brathwaite,West Indies,0.17699115044247787,3.0,0.5,0.01327433628318584,1,1.0,8.326220861730546,0.0,0.0,6,2.7426941579472133,1
Jubair Hossain,Bangladesh,0.16129032258064516,0.0,0.0,0.0,0,4.775773092293983,8.492026600114938,0.0,0.0,1,2.721962588457459,1
Azhar Ali,Pakistan,0.17582417582417584,2.0,0.3333333333333333,0.02197802197802198,1,3.3537458303909613,6.170219333817723,0.0,0.0,6,2.7054304200445274,1
Sabbir Rahman,Bangladesh,0.13648648648648648,0.0,0.0,0.0,2,4.775773092293983,7.454595671038234,0.0,0.0,5,2.693849938109143,1
Virat Kohli,India,0.15294117647058825,0.0,0.0,0.0,0,5.520738622939159,7.223202397772187,0.0,0.0,4,2.5934036733205597,1
Junaid Khan,Pakistan,0.1453038674033149,3.0,1.0,0.016574585635359115,0,3.3537458303909613,4.775773092293983,0.0,0.0,3,2.550956357039651,1
Younis Khan,Pakistan,0.11764705882352941,0.0,0.0,0.0,0,3.3537458303909613,10.0,0.0,0.0,1,2.5449193187901042,1
Haris Sohail,Pakistan,0.14814814814814814,2.0,0.3333333333333333,0.010582010582010581,0,3.3537458303909613,6.4049158356330045,0.0,0.0,6,2.4034254199952207,1
Kemar Roach,West Indies,0.18181818181818182,1.0,1.0,0.022727272727272728,0,1.0,5.520738622939159,0.0,0.0,1,2.382667025641531,1
Jason Mohammed,West Indies,0.24,0.0,0.0,0.0,0,1.0,8.16041512334615,0.0,0.0,1,2.3485858827187998,1
Faf du Plessis,South Africa,0.17647058823529413,0.0,0.0,0.0,1,8.492026600114938,1.0,0.0,0.0,1,2.258503466381944,1
Bilal Asif,Pakistan,0.125,0.0,0.0,0.0,1,3.3537458303909613,7.266790801339121,0.0,0.0,1,2.229719834115468,1
Saeed Ajmal,Pakistan,0.15528455284552847,1.0,0.5,0.008130081300813009,0,3.3537458303909613,4.775773092293983,0.0,0.0,2,2.1698177945501476,1
Marlon Samuels,West Indies,0.15704697986577182,0.0,0.0,0.0,1,1.0,8.192872257771688,0.0,0.0,6,2.120578115301741,1
Jermaine Blackwood,West Indies,0.1875,0.0,0.0,0.0,0,1.0,8.16041512334615,0.0,0.0,1,2.117495297464023,1
Dwayne Smith,West Indies,0.1,1.0,0.5,0.011111111111111112,0,1.0,7.006382611527048,0.0,0.0,2,1.9283999227774555,1
Narsingh Deonarine,West Indies,0.125,0.0,0.0,0.0,0,1.0,8.492026600114938,0.0,0.0,2,1.9005036568252516,1
Zulfiqar Babar,Pakistan,0.17857142857142858,0.0,0.0,0.0,0,3.3537458303909613,4.775773092293983,0.0,0.0,1,1.8975256153895401,1
Abul Hasan,Bangladesh,0.11904761904761904,0.0,0.0,0.0,1,4.775773092293983,3.3537458303909613,0.0,0.0,1,1.7669585613623706,1
Umar Gul,Pakistan,0.1320754716981132,0.0,0.0,0.0,0,3.3537458303909613,4.775773092293983,0.0,0.0,1,1.6928631794688673,1
Saad Nasim,Pakistan,0.13043478260869565,0.0,0.0,0.0,0,3.3537458303909613,4.775773092293983,0.0,0.0,2,1.6856413165756363,1
Johnson Charles,West Indies,0.041666666666666664,0.0,0.0,0.0,0,1.0,8.16041512334615,0.0,0.0,1,1.4755770050896433,1
Sohaib Maqsood,Pakistan,0.125,0.0,0.0,0.0,0,3.3537458303909613,1.0,0.0,0.0,1,1.0,1
