batsman,country,total_runs,run_rate,average_score,team_score,opponent_mean,player_of_the_match,winning_contribution,run_rate_effectiveness,correlation,no_of_matches_batsman,batsman_score,batsman_quantile
David Warner,Australia,1340,1.04199066874028,60.90909090909091,10.0,6.199325295332696,5,0.1936730258391693,1.0037546933667083,0.5476301017742257,22,10.000000000000002,5
Quinton de Kock,South Africa,770,1.0724233983286908,51.333333333333336,8.274677430133883,8.353321106183113,3,0.2007959479015919,1.0673076923076923,0.34781335249612805,15,8.522528148074256,5
Virat Kohli,India,739,1.0,73.9,4.1459778752930765,9.342540286326624,1,0.29913710450623204,1.033112582781457,0.14120411413035017,10,8.127363788703537,5
Babar Azam,Pakistan,627,0.95,62.7,3.8612361170347542,7.266997773805315,3,0.32940185341196293,0.9974489795918368,0.5440484949761635,10,8.05761235188003,5
Steven Smith,Australia,1095,0.8975409836065574,45.625,10.0,6.183155374098441,2,0.18473798599372132,0.9272727272727272,0.5133808250588286,24,8.046865028764081,4
Alex Hales,England,739,1.016506189821183,67.18181818181819,9.048794121014787,5.708361589840761,2,0.15523809523809523,1.0747252747252747,0.4721109830754336,11,7.8511037016918515,4
Jason Roy,England,639,1.097938144329897,42.6,9.048794121014787,4.601119799537249,3,0.16031746031746033,1.208133971291866,0.05674622510955548,15,7.481493008378052,4
Martin Guptill,New Zealand,700,0.9803921568627451,41.1764705882353,8.68508057265325,5.5038100801729435,3,0.1685306594677979,0.9541484716157205,0.3418647863039306,17,7.387282472919122,4
Joe Root,England,783,0.9266272189349113,65.25,9.048794121014787,5.408698936721129,1,0.16285714285714287,0.8937282229965157,0.2193771596693084,12,7.282892208342533,4
David Miller,South Africa,193,1.4296296296296296,48.25,8.274677430133883,10.0,1,0.06982633863965268,1.4296296296296296,0.7178705166723154,4,7.177956097653348,4
Faf du Plessis,South Africa,557,0.9964221824686941,42.84615384615385,8.274677430133883,8.611374456168393,1,0.1410998552821997,1.0182767624020888,0.2597594376510734,13,6.978608394242005,4
Jos Buttler,England,480,1.4035087719298245,40.0,9.048794121014787,4.693389907462441,1,0.13396825396825396,1.523465703971119,0.6388829214540356,12,6.872493354904286,4
Kane Williamson,New Zealand,687,0.8149466192170819,40.411764705882355,8.68508057265325,5.5038100801729435,2,0.18202853837254146,0.8068376068376069,0.11126933866695737,17,6.8283798588006865,4
Rohit Sharma,India,564,0.9527027027027027,56.4,4.1459778752930765,9.342540286326624,1,0.18791946308724833,0.8909090909090909,0.5558550083233904,10,6.7531027786339815,4
Mitchell Marsh,Australia,642,0.9610778443113772,30.571428571428573,10.0,6.6678538856313905,2,0.08162279642598406,0.9740634005763689,0.2859666069045222,21,6.736531571569017,4
George Bailey,Australia,808,0.792156862745098,32.32,10.0,5.724253285715468,1,0.13788939869596717,0.8227665706051873,-0.03155923812527055,25,6.508030259167887,4
Rilee Rossouw,South Africa,413,0.9343891402714932,41.3,8.274677430133883,9.049833102560196,0,0.11649782923299566,0.9817073170731707,0.3911141297423991,10,6.280008603392549,4
Hashim Amla,South Africa,511,0.8902439024390244,39.30769230769231,8.274677430133883,8.099985891749743,0,0.14652677279305354,0.9396751740139211,0.5218493380941904,13,6.26940362295913,4
