batsman,country,total_runs,run_rate,average_score,team_score,opponent_mean,player_of_the_match,winning_contribution,run_rate_effectiveness,correlation,no_of_matches_batsman,batsman_score,batsman_quantile
Devendra Bishoo,West Indies,65,0.6770833333333334,10.833333333333334,1.7933354114031586,6.689113564973032,0,0.0,0.0,0.33398879012482313,6,2.1298426471253933,1
Rumman Raees,Pakistan,27,1.173913043478261,9.0,1.0,5.04195208743842,0,0.0,0.0,-0.9994421602425346,3,2.0675172913602093,1
Nathan Lyon,Australia,4,0.3076923076923077,2.0,1.5837831417466806,10.000000000000002,0,0.0,0.0,1.0,2,2.0587174698771316,1
Khaleel Ahmed,India,3,0.2727272727272727,3.0,9.871368852058248,1.7933354114031586,0,0.0,0.0,0.01,1,2.0584009447102973,1
Shehan Jayasuriya,Sri Lanka,18,0.5142857142857142,9.0,4.556830402876305,4.661960684137039,0,0.0,0.0,1.0,2,1.9905171202441163,1
Amila Aponso,Sri Lanka,4,0.12121212121212122,2.0,4.556830402876305,7.548992960715212,0,0.0,0.0,-1.0,2,1.9702236765036811,1
Faheem Ashraf,Pakistan,79,0.7452830188679245,13.166666666666666,1.0,5.8468548815417245,0,0.0,0.0,-0.16248139783944995,6,1.961957566849079,1
Mohammad Amir,Pakistan,40,0.625,13.333333333333334,1.0,6.65175767564503,0,0.0,0.0,-0.585205735980653,3,1.9333180274604078,1
Lahiru Kumara,Sri Lanka,10,0.5263157894736842,5.0,4.556830402876305,4.661960684137039,0,0.0,0.0,1.0,2,1.9052124946878137,1
Dwaine Pretorius,South Africa,15,0.45454545454545453,7.5,4.661960684137039,1.5837831417466806,0,0.0007032348804500703,1.0,-1.0,2,1.901964314104781,1
Billy Stanlake,Australia,3,0.15,1.0,1.5837831417466806,10.000000000000002,0,0.0,0.0,-0.25544552600540127,3,1.8779956799332937,1
Rubel Hossain,Bangladesh,4,0.16,0.6666666666666666,5.097985921430424,5.735538152124235,0,0.001750291715285881,0.2,0.6842096057561102,6,1.861109541425566,1
Jake Ball,England,1,0.08333333333333333,0.5,10.000000000000002,1.5837831417466806,0,0.0002288329519450801,0.08333333333333333,-1.0,2,1.8453968346384693,1
Lakshan Sandakan,Sri Lanka,5,0.38461538461538464,5.0,4.556830402876305,4.661960684137039,0,0.0,0.0,0.01,1,1.7551180787973089,1
Jasprit Bumrah,India,0,0.0,0.0,9.871368852058248,1.7933354114031586,0,0.0,0.0,0.01,1,1.7169822463529756,1
Obed McCoy,West Indies,0,0.0,0.0,1.7933354114031586,9.871368852058248,0,0.0,0.0,0.01,1,1.7169822463529756,1
Nasir Hossain,Bangladesh,3,0.21428571428571427,1.5,5.097985921430424,4.556830402876305,0,0.0,0.0,-1.0,2,1.589525486876208,1
George Worker,New Zealand,29,0.4915254237288136,14.5,5.04195208743842,1.0,0,0.0004791566842357451,0.1111111111111111,-1.0,2,1.567708931768783,1
Usman Shinwari,Pakistan,0,0.0,0.0,1.0,9.871368852058248,0,0.0,0.0,0.01,1,1.5675124567278682,1
Shaheen Shah Afridi,Pakistan,14,0.6363636363636364,7.0,1.0,5.069969004434422,0,0.0,0.0,-1.0,2,1.4708981809596706,1
Wanindu Hasaranga,Sri Lanka,0,0.0,0.0,4.556830402876305,5.097985921430424,0,0.0,0.0,0.01,1,1.3383056826733744,1
Nuwan Pradeep,Sri Lanka,0,0.0,0.0,4.556830402876305,5.097985921430424,0,0.0,0.0,0.01,1,1.3383056826733744,1
Oshane Thomas,West Indies,0,0.0,0.0,1.7933354114031586,7.484677386744336,0,0.0,0.0,0.0,2,1.2673133344490513,1
Umar Amin,Pakistan,2,0.5,2.0,1.0,5.04195208743842,0,0.0,0.0,0.01,1,1.2040422832813074,1
Azhar Ali,Pakistan,12,0.4,4.0,1.0,5.04195208743842,0,0.0,0.0,0.8854475018981707,3,1.1622592431820584,1
Dale Steyn,South Africa,3,0.2727272727272727,3.0,4.661960684137039,1.5837831417466806,0,0.0,0.0,0.01,1,1.0374319258700346,1
Junaid Khan,Pakistan,3,0.3,1.5,1.0,5.069969004434422,0,0.0,0.0,-1.0,2,1.0,1
