batsman,country,total_runs,run_rate,average_score,team_score,opponent_mean,player_of_the_match,winning_contribution,run_rate_effectiveness,correlation,no_of_matches_batsman,batsman_score,batsman_quantile
AB de Villiers,South Africa,808,1.1592539454806312,67.33333333333333,4.664920985568322,6.730014288953716,3,0.30829596412556054,1.2528473804100229,0.6903372056644839,12,10.0,5
Kumar Sangakkara,Sri Lanka,1180,0.8872180451127819,43.7037037037037,10.0,4.7902769206303715,4,0.18127028280018545,0.9071925754060325,0.3783916482165719,27,9.901003099770977,5
Virat Kohli,India,1048,1.0096339113680155,55.1578947368421,8.63618583076338,6.195229695811073,2,0.210797694874128,1.0131195335276968,0.24621518946954377,19,9.42284593600553,5
Tillakaratne Dilshan,Sri Lanka,990,0.853448275862069,39.6,10.0,5.205218568394262,4,0.14974501622624015,0.821882951653944,0.3843029198121447,25,9.297339269441803,5
Joe Root,England,855,0.7723577235772358,40.714285714285715,5.057497865203703,8.370379882871635,3,0.24498886414253898,0.918580375782881,0.30532045369013033,21,8.844744823930009,5
Kane Williamson,New Zealand,705,0.8703703703703703,64.0909090909091,4.8544791037059785,5.522361598946316,3,0.257526444263629,0.8816155988857939,0.7061047525500144,11,8.739455391506146,5
Angelo Mathews,Sri Lanka,1169,0.9013107170393215,40.310344827586206,10.0,4.915598298391142,2,0.13073713490959665,0.8909952606635071,0.4085944154540308,29,8.570446252942553,5
Ajinkya Rahane,India,706,0.833530106257379,33.61904761904762,8.63618583076338,5.700445915257638,3,0.1786472550803761,0.8764880952380952,0.20822271617334426,21,8.224950580670457,4
Jos Buttler,England,695,1.1191626409017714,30.217391304347824,5.057497865203703,8.152473722373886,2,0.16815144766146994,1.336283185840708,0.6550078288968972,23,7.885390472728121,4
Hashim Amla,South Africa,663,0.796875,51.0,4.664920985568322,6.663433115737855,2,0.22365470852017938,0.7585551330798479,0.09077111381901773,13,7.696966922565487,4
Mahela Jayawardene,Sri Lanka,832,0.8172888015717092,32.0,10.0,5.3673981020516575,2,0.11798794622160408,0.7928348909657321,0.04304912320491109,26,7.689249115080335,4
Ross Taylor,New Zealand,645,0.8799454297407913,53.75,4.8544791037059785,5.441049718639907,2,0.20341741253051263,0.8960573476702509,0.3693031536568287,12,7.563159367917574,4
Corey Anderson,New Zealand,342,1.78125,34.2,4.8544791037059785,5.050686845536193,2,0.11920260374288039,1.9931972789115646,0.40769358224407226,10,7.430366618786387,4
Steven Smith,Australia,540,0.88379705400982,49.09090909090909,5.864459037147522,4.36152204373384,3,0.15542328042328044,0.8687615526802218,0.3932569169554854,11,7.417863276486477,4
Rohit Sharma,India,521,0.9455535390199638,52.1,8.63618583076338,5.889701351899104,1,0.10494388838337883,1.149501661129568,0.8663484112632985,10,7.352967042711821,4
Suresh Raina,India,483,1.1896551724137931,34.5,8.63618583076338,5.751522064916522,1,0.12496208674552624,1.2225519287833828,0.3186316634274867,14,7.163326305066697,4
Shikhar Dhawan,India,727,0.866507747318236,45.4375,8.63618583076338,5.803430319794026,0,0.14285714285714285,0.98125,0.11541515258837379,16,7.067591602275348,4
Thisara Perera,Sri Lanka,376,1.224755700325733,20.88888888888889,10.0,5.301494438482932,2,0.05818266110338433,1.3351063829787233,-0.0920942565544622,18,6.979301527806028,4
Lahiru Thirimanne,Sri Lanka,685,0.7585825027685493,36.05263157894737,10.0,4.961263142829224,1,0.10662957811775614,0.756578947368421,0.37431213648315215,19,6.867134832468965,4
Denesh Ramdin,West Indies,501,1.0351239669421488,50.1,4.546619035269417,4.87325114301095,1,0.2028811524609844,1.1009771986970684,0.7062486231817622,10,6.842560010470397,4
Marlon Samuels,West Indies,277,0.9264214046822743,69.25,4.546619035269417,7.741513839373461,1,0.07563025210084033,1.0862068965517242,0.7280778761867404,4,6.726290944811067,4
Ambati Rayudu,India,583,0.8085991678224688,34.294117647058826,8.63618583076338,5.875612369564179,1,0.1164695177434031,0.8495575221238938,0.08876436364277433,17,6.72548416630935,4
Ahmed Shehzad,Pakistan,579,0.766887417218543,38.6,3.421599238963425,6.7667972307157225,1,0.23997134670487105,0.8611825192802056,0.5516995195351894,15,6.657819188702165,4
Shahid Afridi,Pakistan,348,1.5330396475770924,23.2,3.421599238963425,6.7667972307157225,1,0.15974212034383956,1.7153846153846153,0.6353609088597397,15,6.586533900028524,4
Aaron Finch,Australia,712,0.8386336866902238,44.5,5.864459037147522,4.5544784329659596,1,0.1455026455026455,0.8445297504798465,0.47399394662973593,16,6.552530500897015,4
Kusal Perera,Sri Lanka,473,0.8568840579710145,23.65,10.0,4.739259490705562,1,0.09225776541492814,0.8414376321353065,0.19270357257851314,20,6.196950417713435,4
Faf du Plessis,South Africa,500,0.9174311926605505,50.0,4.664920985568322,5.662463050459212,0,0.16591928251121077,0.891566265060241,0.12883880820004354,10,6.096855237693017,4
Dwayne Bravo,West Indies,380,0.9290953545232273,31.666666666666668,4.546619035269417,4.887040699918265,2,0.13445378151260504,1.051643192488263,0.11517581070867247,12,6.082304535026896,4
Moeen Ali,England,421,1.0992167101827677,35.083333333333336,5.057497865203703,8.409352397277917,0,0.0757238307349666,1.0708661417322836,0.41902010633657655,12,5.942414634708829,4
David Warner,Australia,406,0.9290617848970252,36.90909090909091,5.864459037147522,4.432899658213,1,0.13425925925925927,0.9398148148148148,0.3140334100379612,11,5.903253352458698,4
Chris Jordan,England,95,0.9405940594059405,7.916666666666667,5.057497865203703,8.507835164946123,1,0.021158129175946547,2.923076923076923,0.061775943146269476,12,5.899027557966409,4
Quinton de Kock,South Africa,398,0.8559139784946237,30.615384615384617,4.664920985568322,6.663433115737855,1,0.12331838565022421,0.944206008583691,0.5813708626392394,13,5.8085679162261314,4
Axar Patel,India,39,1.6956521739130435,13.0,8.63618583076338,7.0,0,0.011828935395814377,1.6956521739130435,0.8139146845081069,3,5.709221804033779,4
Jesse Ryder,New Zealand,242,1.3010752688172043,34.57142857142857,4.8544791037059785,6.883514346980253,0,0.09153783563873068,1.3157894736842106,0.20177751074331365,7,5.708549806765063,4
