batsman,country,total_runs,run_rate,average_score,team_score,opponent_mean,player_of_the_match,winning_contribution,run_rate_effectiveness,consistency,batsman_score
HM Nicholls,New Zealand,619,0.8091503267973856,36.411764705882355,2.7944583983735733,2.366204661708523,1,0.13922789539227895,0.8900037737273104,0.02974481892701119,3.5187314602628574
JD Campbell,West Indies,248,1.1376146788990826,49.6,1.9608700565042099,2.8466497224594898,1,0.07262969588550984,1.2379149823579991,0.013673252075321572,3.5082668255267313
M Labuschagne,Australia,473,0.9026717557251909,39.416666666666664,3.1989754098360663,2.8214489614418903,0,0.026872316743520433,0.9982454935746397,0.03167043808596028,3.4724263375105977
PSP Handscomb,Australia,483,0.9564356435643564,37.15384615384615,3.1989754098360663,2.563543252816543,0,0.05310860232151375,1.0953439810033343,0.029876611585021688,3.464172803753695
WIA Fernando,Sri Lanka,547,0.957968476357268,39.07142857142857,1.2794631228474735,2.0892595597879855,3,0.20340501792114696,1.0574453175259628,0.025255716430998453,3.456411815453035
SO Hetmyer,West Indies,629,1.0661016949152542,31.45,1.9608700565042099,2.1708441226184716,2,0.12558139534883722,1.241726296958855,0.028329066588993354,3.4503393858667235
Haris Sohail,Pakistan,711,0.8909774436090225,47.4,1.9053482268037645,2.3307362809531904,1,0.12552742616033755,1.0234062438512495,0.026319956001492728,3.4460863413487006
MS Dhoni,India,599,0.7976031957390146,39.93333333333333,2.8047830913206644,2.7050611454040445,0,0.08715038508309687,0.9369976271960215,0.0446228729341219,3.420953772352086
SN Thakur,India,55,1.4102564102564104,13.75,2.8047830913206644,2.6871905657718558,0,0.003445480340494528,2.6407145752504486,0.20033416898825332,3.420767031001009
SS Iyer,India,461,0.9524793388429752,38.416666666666664,2.8047830913206644,2.788319818637479,0,0.0263477908390758,1.229181720449058,0.03160135718294427,3.3955834549850077
N Pooran,West Indies,817,1.0460947503201024,40.85,1.9608700565042099,1.8728028937203907,1,0.10232558139534884,1.3490359769429536,0.032485208972658206,3.394461445208452
KW Richardson,Australia,30,2.0,7.5,3.1989754098360663,2.2571865308838612,0,0.0009540467482906663,2.0791858801081253,0.08920515501750789,3.374563478852581
JN Malan,South Africa,152,0.8941176470588236,50.666666666666664,2.4132665786072502,3.1989754098360663,0,0.05777270999619916,0.9933507724640598,0.014533512344245603,3.3716759585911116
T Bavuma,South Africa,153,0.85,51.0,2.4132665786072502,3.2439282358351407,0,0.04713036868110984,1.012956379815324,0.024551430807011814,3.357335377054093
JDS Neesham,New Zealand,456,1.0201342281879195,28.5,2.7944583983735733,2.291403642282584,1,0.06948941469489414,1.2114704156932166,0.040365482142527914,3.3440783111817343
Imam-ul-Haq,Pakistan,861,0.7777777777777778,43.05,1.9053482268037645,2.360757252441976,0,0.18917018284106893,0.8754684785306527,0.026529895344338715,3.341680700058652
PR Stirling,Ireland,926,0.7901023890784983,51.44444444444444,1.1676300169587341,1.5757413490666798,1,0.2702373706634206,1.0309429411664324,0.024360662662599945,3.340729259648357
SW Billings,England,315,0.9459459459459459,52.5,3.2664046488346785,2.1833027133974,0,0.02312691131498471,0.7938112938943374,0.025539639230115124,3.309754390053249
C de Grandhomme,New Zealand,314,1.1984732824427482,22.428571428571427,2.7944583983735733,2.5449179999499703,0,0.05180572851805729,1.6558209743763914,0.04336356069899511,3.300820683426093
KM Jadhav,India,461,0.8649155722326454,27.11764705882353,2.8047830913206644,2.647473270494138,1,0.05938386704499392,0.9925060644747427,0.045158795697652646,3.2922968053462207
JT Smuts,South Africa,163,0.7616822429906542,40.75,2.4132665786072502,3.232690029335372,1,0.05017103762827822,0.8332383124287343,0.031084745031953957,3.2779024123115685
NM Coulter-Nile,Australia,132,1.1785714285714286,22.0,3.1989754098360663,2.3643192973456224,1,0.01526474797265066,1.3861239200720834,0.02798585392747781,3.2627274432483704
RA Jadeja,India,413,0.9429223744292238,29.5,2.8047830913206644,2.9354209997609817,0,0.02959059586542359,1.1339539058428398,0.044861338257492,3.261356669341965
HE van der Dussen,South Africa,629,0.8168831168831169,44.92857142857143,2.4132665786072502,2.293661056158921,0,0.11288483466362599,0.8660429703983694,0.03349847187414033,3.255320731736239
Mohammad Hafeez,Pakistan,400,0.8948545861297539,33.333333333333336,1.9053482268037645,2.4638130798990194,2,0.0889592123769339,1.0254748767406996,0.038295382331081956,3.2071696986172773
RR Pant,India,313,1.0129449838187703,31.3,2.8047830913206644,2.424801912955333,0,0.019862180786380218,1.5443565205642011,0.05057864201305102,3.1983115058200893
AD Hales,England,105,0.9375,52.5,3.2664046488346785,1.9608700565042099,0,0.015672782874617736,1.040045871559633,0.02396972139615415,3.1774274316217537
JA Richardson,Australia,71,0.9861111111111112,17.75,3.1989754098360663,2.7069039631423104,1,0.004611225950071554,1.370372511889446,0.08484432973359157,3.1753568680278104
AT Rayudu,India,234,0.752411575562701,26.0,2.8047830913206644,3.0191900714082913,1,0.047020672882042966,0.8522496959870288,0.03405519712386436,3.1605575644110484
Hasan Ali,Pakistan,136,1.4166666666666667,17.0,1.9053482268037645,2.988141911140115,0,0.0035161744022503515,2.2130801687763713,0.05039754872284373,3.1486883163990376
Imad Wasim,Pakistan,417,1.2410714285714286,26.0625,1.9053482268037645,2.4895749105845884,1,0.05661040787623066,1.3196515080481326,0.05952846739803388,3.1444040688189254
A Balbirnie,Ireland,724,0.8722891566265061,40.22222222222222,1.1676300169587341,1.5757413490666798,1,0.27084601339014,1.1327801502649093,0.020382185601962328,3.1383073717132266
MDKJ Perera,Sri Lanka,654,0.9450867052023122,38.470588235294116,1.2794631228474735,2.342102728632626,1,0.150089605734767,1.0257528391929445,0.03180595445430715,3.135329335467897
JC Archer,England,27,0.8181818181818182,3.857142857142857,3.2664046488346785,2.5699232223057513,1,0.002675840978593272,2.2196100917431196,0.3248501780682208,3.132371597717262
LE Plunkett,England,54,1.588235294117647,10.8,3.2664046488346785,2.280306937056495,0,0.009938837920489297,1.595664397750814,0.09357653245108614,3.1318884994958385
SE Marsh,Australia,461,0.8101933216168717,35.46153846153846,3.1989754098360663,2.2723270024303113,0,0.04372714262998887,0.7941334958746311,0.02548702795326548,3.128426431917335
MR Marsh,Australia,187,0.73046875,26.714285714285715,3.1989754098360663,2.833353154385623,1,0.016218794720941326,0.7363783325382944,0.04058078981343337,3.105806163457975
CR Woakes,England,274,0.8782051282051282,18.266666666666666,3.2664046488346785,2.292849920590518,2,0.023318042813455658,0.7345183486238532,0.06211185829460469,3.104646014849941
KA Jamieson,New Zealand,25,1.0416666666666667,25.0,2.7944583983735733,2.8047830913206644,1,0.0062266500622665,1.094593192195932,0.0,3.0779918435541536
MC Henriques,Australia,24,0.75,12.0,3.1989754098360663,2.8047830913206644,0,0.0003180155827635554,2.0791858801081253,0.07071067811865475,3.0606687656906835
Fakhar Zaman,Pakistan,616,0.9361702127659575,36.23529411764706,1.9053482268037645,2.415927004750576,0,0.10583684950773559,0.9329651691900389,0.027754325254245142,3.041279940563119
TWM Latham,New Zealand,435,0.8665338645418327,27.1875,2.7944583983735733,2.4477907102053007,0,0.05056039850560398,1.0456584377212903,0.04352370749570663,3.035359842592619
AD Mathews,Sri Lanka,449,0.8299445471349353,37.416666666666664,1.2794631228474735,2.2171531695349507,2,0.14157706093189965,0.9515386443295907,0.02557392182018985,3.0305332000743634
MP Stoinis,Australia,385,0.813953488372093,18.333333333333332,3.1989754098360663,2.661327016211071,0,0.03593576085228176,0.9708595225298271,0.06183530047149196,3.0231249913529195
Asif Ali,Pakistan,161,1.2290076335877862,26.833333333333332,1.9053482268037645,3.2551664423349096,0,0.004922644163150493,1.2909634317862166,0.05026670215869438,3.003526134787112
K Verreynne,South Africa,101,0.8211382113821138,33.666666666666664,2.4132665786072502,3.1989754098360663,0,0.03838844545800076,0.9122717566970424,0.03762661494153401,2.9897731513752968
Mushfiqur Rahim,Bangladesh,792,0.8655737704918033,41.68421052631579,1.428156560476779,1.9726097308857238,0,0.16302895322939867,0.9811225634916524,0.03146574768234099,2.98647985516991
BT Foakes,England,61,0.782051282051282,61.0,3.2664046488346785,1.1676300169587341,1,0.011659021406727829,0.7439352505292873,0.0,2.970908005575658
CR Ervine,Zimbabwe,335,0.7976190476190477,41.833333333333336,0.5466637551268418,1.41115741801411,0,0.46788990825688076,1.3937146203396447,0.0272593261874063,2.9689218696413513
DA Miller,South Africa,410,0.9447004608294931,31.53846153846154,2.4132665786072502,2.3131575447249153,0,0.07031546940326872,1.0225478460982809,0.05193356752317953,2.9663905581345533
Liton Das,Bangladesh,398,1.0585106382978724,36.18181818181818,1.428156560476779,1.931393252678401,1,0.14298440979955457,1.1978801813782827,0.02335350153940693,2.9607369183894146
NLTC Perera,Sri Lanka,433,1.2478386167146973,28.866666666666667,1.2794631228474735,2.494121985860275,1,0.0492831541218638,1.3322879330943849,0.02697939599445891,2.957945725411999
JP Behrendorff,Australia,19,1.2666666666666666,3.8,3.1989754098360663,2.6368521887879863,0,0.0009540467482906663,1.5593894100810939,0.21466939537054588,2.9355307106931927
JL Denly,England,178,0.7841409691629956,44.5,3.2664046488346785,1.9748778502442497,0,0.017392966360856268,0.7154115171734022,0.026240182268437762,2.9256194890780454
P Khadka,Nepal,236,0.7972972972972973,33.714285714285715,1.7903545378576071,1.5438498175522004,1,0.25510204081632654,1.1180548774533736,0.02684877631819427,2.917218951705204
V Shankar,India,208,0.8776371308016878,29.714285714285715,2.8047830913206644,2.6117494809838013,0,0.027158492095662748,0.8724868867858122,0.07932892041761261,2.9068537263729763
Tamim Iqbal,Bangladesh,606,0.7575,31.894736842105264,1.428156560476779,1.9726097308857238,1,0.19599109131403117,0.8678008586889328,0.026361575843194446,2.887687066323809
MK Pandey,India,52,0.9122807017543859,17.333333333333332,2.8047830913206644,3.064136406015235,0,0.002026753141467369,1.2081700671080486,0.04635727704115598,2.8828562139592218
RD Berrington,Scotland,252,0.875,36.0,1.5963567405007788,1.3984686000168627,1,0.23765786452353616,1.2482204362801377,0.03406672256137213,2.878500589098222
BKG Mendis,Sri Lanka,616,0.7777777777777778,36.23529411764706,1.2794631228474735,2.3196796804110775,0,0.1868279569892473,0.9295550498053962,0.03632304504149583,2.8745813160090563
AU Rashid,England,130,0.9848484848484849,10.0,3.2664046488346785,2.3145003499654626,1,0.012805810397553517,1.027976102397159,0.09435081955836584,2.872780323439989
MA Starc,Australia,121,0.9307692307692308,7.5625,3.1989754098360663,2.6700481535537333,0,0.009381459691524884,1.3630218547375488,0.12646160214133167,2.854598314047698
PJ Cummins,Australia,119,0.8439716312056738,5.95,3.1989754098360663,2.652023397881275,1,0.011607568770869773,1.0540317308881468,0.16166817285852433,2.8477255233723366
CG Williams,Namibia,244,0.9138576779026217,34.857142857142854,1.7248259034963738,1.3582246301149685,1,0.20644511581067473,1.2107457516626043,0.023286419644084864,2.827957853044194
SW Ambris,West Indies,334,0.9597701149425287,37.111111111111114,1.9608700565042099,1.6390402013270575,1,0.056171735241502686,1.283628172000265,0.022054799515654113,2.8260400571603297
TK Curran,England,221,0.8735177865612648,22.1,3.2664046488346785,2.1292180577420052,0,0.028478593272171254,0.914438443326428,0.059398371437777576,2.8094679223082326
C Munro,New Zealand,316,1.0063694267515924,24.307692307692307,2.7944583983735733,1.7999243092988644,0,0.06027397260273973,1.1252030549157475,0.042018385449886175,2.8018622797226347
HM Amla,South Africa,345,0.7666666666666667,38.333333333333336,2.4132665786072502,2.1857611550439127,0,0.03876852907639681,0.8520331615812621,0.026022349785057318,2.775417494294884
Abid Ali,Pakistan,234,0.9105058365758755,39.0,1.9053482268037645,2.0061910169346615,1,0.04113924050632911,1.0357215189873419,0.022537160608411017,2.7728494077827817
MD Shanaka,Sri Lanka,143,1.1349206349206349,35.75,1.2794631228474735,2.00832785311447,0,0.013440860215053764,2.335829493087558,0.03639573491241177,2.772209415088652
DJ Willey,England,132,0.9496402877697842,33.0,3.2664046488346785,1.3520595694199917,1,0.01548165137614679,0.7943523597843565,0.05345224838248487,2.76792440867761
DAJ Bracewell,New Zealand,72,1.125,36.0,2.7944583983735733,2.8047830913206644,0,0.0,0.0,0.033671751485073696,2.7464970011120458
JP Duminy,South Africa,101,1.0520833333333333,20.2,2.4132665786072502,2.3955565666631324,0,0.01710376282782212,1.4284085355921161,0.05738225406856029,2.735181335957468
TA Boult,New Zealand,27,0.84375,3.857142857142857,2.7944583983735733,2.983355404827067,1,0.0007471980074719801,1.0508094645080945,0.33071891388307384,2.714813542647412
KD Karthik,India,89,0.7946428571428571,14.833333333333334,2.8047830913206644,2.7015804292116052,0,0.014389947304418322,1.2254296394953064,0.07096542815071105,2.7111751550651286
MJ Henry,New Zealand,37,0.9736842105263158,7.4,2.7944583983735733,2.316718102960052,2,0.0032378580323785804,0.8537826899128269,0.17074694419062766,2.6913594711543407
MJ Santner,New Zealand,134,0.7613636363636364,11.166666666666666,2.7944583983735733,2.5016071513881877,0,0.01643835616438356,1.5076831447290053,0.17021393345759914,2.6911064303388095
Najibullah Zadran,Afghanistan,466,0.9568788501026694,31.066666666666666,0.7310162726645633,1.9386504430970697,0,0.12112259970457903,1.996193614362004,0.03599589464521135,2.684593144628674
DJM Short,Australia,128,0.7485380116959064,32.0,3.1989754098360663,2.508564533548831,0,0.0007950389569088886,0.2735770894879112,0.036037498507822355,2.680651529608652
CR Brathwaite,West Indies,220,1.0476190476190477,24.444444444444443,1.9608700565042099,2.6527016544867843,0,0.00966010733452594,1.1462088895004816,0.031207700513923402,2.6761317665206756
AL Phehlukwayo,South Africa,212,0.7361111111111112,19.272727272727273,2.4132665786072502,2.450333270070116,1,0.028506271379703536,0.9156464971744332,0.045064334291762195,2.6709268669456323
Sarfraz Ahmed,Pakistan,390,0.9512195121951219,26.0,1.9053482268037645,2.416281728236353,0,0.04043600562587905,1.0180168776371308,0.038498166568474726,2.662447007944193
KJ Coetzer,Scotland,327,0.7398190045248869,46.714285714285715,1.5963567405007788,1.3984686000168627,0,0.19632606199770378,0.9448680593355623,0.02432589820983099,2.6556539387334857
Kushal Malla,Nepal,78,1.04,39.0,1.7903545378576071,1.8367186780156537,0,0.0728862973760933,1.3090950665980676,0.0642824346533225,2.6376375107918366
Naseem Khushi,Oman,60,1.5,15.0,2.2383715631171195,1.5259010594672744,0,0.02045877247365158,1.888753874767514,0.06857254813237416,2.6247530586891235
N Vanua,Papua New Guinea,89,0.8317757009345794,11.125,0.6445237422272472,1.748655000007115,1,0.1728395061728395,2.895061728395062,0.08447772061910234,2.611001635333297
TA Blundell,New Zealand,31,0.8378378378378378,15.5,2.7944583983735733,2.8047830913206644,0,0.007721046077210461,0.8804079297229982,0.10878565864408424,2.6096884474367616
Shubman Gill,India,49,0.6805555555555556,16.333333333333332,2.8047830913206644,2.929297402194404,0,0.008107012565869477,0.8528259297233284,0.0691163516376137,2.6001827409790446
T Banton,England,134,0.9241379310344827,26.8,3.2664046488346785,1.6658846416181405,0,0.011085626911314985,0.7770868329241505,0.05222092316232858,2.5991976941754857
MM Ali,England,169,0.8848167539267016,11.266666666666667,3.2664046488346785,1.9382817655362554,0,0.018539755351681956,1.098480504587156,0.07560935557315535,2.5984014065527683
L Siaka,Papua New Guinea,182,0.7165354330708661,22.75,0.6445237422272472,1.748655000007115,0,0.38271604938271603,1.5083514887436456,0.04395263202912703,2.5833973521953273
Aaron Jones,United States of America,295,0.6413043478260869,26.818181818181817,1.435065792914188,1.5064322798276124,1,0.24115755627009647,1.0523932597989336,0.029918623219720233,2.579187293594824
PP Shaw,India,84,1.0,28.0,2.8047830913206644,2.7944583983735733,0,0.0,0.0,0.0944911182523068,2.5774574419262897
RL Chase,West Indies,383,0.7995824634655533,34.81818181818182,1.9608700565042099,1.4139194910182722,1,0.07513416815742398,0.908976112806482,0.0397601385239856,2.573653441637929
AK Markram,South Africa,164,0.7663551401869159,27.333333333333332,2.4132665786072502,2.3121343945287225,0,0.02394526795895097,0.9587947704659409,0.06584269219592206,2.564957061390007
Soumya Sarkar,Bangladesh,440,0.9205020920502092,27.5,1.428156560476779,2.201164209976021,0,0.08953229398663697,1.0374164810690423,0.04456712705076828,2.5550336236412816
Mohammad Nadeem,Oman,212,0.603988603988604,26.5,2.2383715631171195,1.3190679273417691,2,0.10291382517048978,0.8668799580054395,0.03826793888418234,2.545113693880673
JM Vince,England,191,0.8761467889908257,21.22222222222222,3.2664046488346785,1.5211857029767297,0,0.03077217125382263,0.8508505351681959,0.08105888026441489,2.54057525719933
PWA Mulder,South Africa,17,1.5454545454545454,17.0,2.4132665786072502,1.2794631228474735,0,0.006461421512732801,1.7169759165198162,0.0,2.535962401459644
NA Saini,India,92,0.8932038834951457,23.0,2.8047830913206644,2.9967169041048196,0,0.0,0.0,0.05729114862838532,2.5332173573044914
Shoaib Malik,Pakistan,219,0.8171641791044776,21.9,1.9053482268037645,2.9834915321670055,0,0.007032348804500703,0.8511846802986044,0.053091940166875407,2.525387018264967
AC Agar,Australia,73,0.9605263157894737,18.25,3.1989754098360663,2.7069039631423113,0,0.0,0.0,0.10374165912768613,2.5221533713227986
C Campher,Ireland,127,0.6195121951219512,63.5,1.1676300169587341,3.2664046488346785,0,0.0,0.0,0.15713484026367722,2.5205849778509553
B Kumar,India,85,0.8095238095238095,12.142857142857142,2.8047830913206644,2.7726368550151,0,0.0016214025131738954,0.7249020402648291,0.05523180247509998,2.5021127238937364
NM Lyon,Australia,27,1.125,4.5,3.1989754098360663,2.814746483296249,0,0.0001590077913817777,0.25989823501351567,0.23124864503144013,2.4997225429345846
Faheem Ashraf,Pakistan,81,1.0125,13.5,1.9053482268037645,2.6484484085125968,0,0.00808720112517581,1.4139123300515704,0.09178561887086671,2.48904659368449
C Green,Australia,21,0.7777777777777778,21.0,3.1989754098360663,2.8047830913206644,0,0.0,0.0,0.0,2.485679960291057
Zeeshan Maqsood,Oman,253,0.7620481927710844,23.0,2.2383715631171195,1.4123283125084833,0,0.1463112213267204,1.164435513179554,0.029064364550146892,2.485546199573932
PWH de Silva,Sri Lanka,127,1.2574257425742574,21.166666666666668,1.2794631228474735,1.853577197266156,1,0.038978494623655914,1.4817918346774195,0.08085401645227937,2.4742441760418963
JO Holder,West Indies,371,0.973753280839895,18.55,1.9608700565042099,2.033650821478859,0,0.03363148479427549,1.1790128476174986,0.054670419040505625,2.473315977116536
Shaheen Shah Afridi,Pakistan,36,0.7659574468085106,6.0,1.9053482268037645,2.5174969366411273,1,0.0028129395218002813,1.770464135021097,0.1386750490563073,2.4702651887269895
Sandeep Goud,Oman,179,0.8483412322274881,25.571428571428573,2.2383715631171195,1.365782337531402,1,0.07005579665220087,1.0431534107953522,0.04232254178922282,2.4671789511432474
AR Nurse,West Indies,134,1.098360655737705,19.142857142857142,1.9608700565042099,2.6641372679524618,0,0.004651162790697674,0.8440492476060191,0.07758167692833726,2.4630969612252094
Mohammad Saifuddin,Bangladesh,210,0.8974358974358975,23.333333333333332,1.428156560476779,2.270227732027201,0,0.013363028953229399,1.729027468448404,0.05103103630798287,2.457650914413035
GSNFG Jayasuriya,Sri Lanka,112,0.9105691056910569,37.333333333333336,1.2794631228474735,1.7462843380281026,0,0.005824372759856631,2.0243855606758836,0.019587771123663934,2.4547152590049826
MA Agarwal,India,86,0.945054945054945,17.2,2.8047830913206644,2.9562652029585705,0,0.0,0.0,0.06972408989521549,2.453444855002253
MG Erasmus,Namibia,206,0.7657992565055762,29.428571428571427,1.7248259034963738,1.3582246301149685,1,0.13595166163141995,1.0187982544478014,0.03125072663434607,2.4416648821617253
Asghar Stanikzai,Afghanistan,539,0.7634560906515581,38.5,0.7310162726645633,1.7324252039432237,1,0.11078286558345643,0.8872982785516088,0.036067236511926504,2.430883199554088
Mohammad Hasnain,Pakistan,28,1.5555555555555556,14.0,1.9053482268037645,3.232690029335372,0,0.0,0.0,0.050507627227610534,2.426986212569632
E Lewis,West Indies,350,0.7608695652173914,29.166666666666668,1.9608700565042099,1.7964071937281787,0,0.08085867620751341,0.8691603348438288,0.03000559247248974,2.426709719537166
FDM Karunaratne,Sri Lanka,386,0.7352380952380952,32.166666666666664,1.2794631228474735,2.2171531695349507,0,0.10170250896057348,0.8033837801982964,0.03476831155635015,2.404949339921152
Umar Akmal,Pakistan,150,0.8670520231213873,30.0,1.9053482268037645,3.1989754098360663,0,0.0,0.0,0.0564782494724905,2.3999987086373156
Mohammad Rizwan,Pakistan,260,0.8306709265175719,32.5,1.9053482268037645,2.3394702883515563,0,0.006680731364275668,0.6006931886678721,0.020885196329525645,2.386452871594386
MD Patel,United States of America,252,0.628428927680798,22.90909090909091,1.435065792914188,1.5064322798276124,1,0.19935691318327975,0.9853519113969273,0.03495369319817315,2.3794037520464246
Mohammed Shami,India,42,0.75,3.230769230769231,2.8047830913206644,2.651321124862451,1,0.0012160518848804217,0.5436765301986218,0.23553456043803783,2.3781207500204955
MD Gunathilaka,Sri Lanka,292,0.8248587570621468,58.4,1.2794631228474735,2.43881432974565,0,0.0,0.0,0.021462983591284884,2.3679473440628582
JR Hazlewood,Australia,16,0.6956521739130435,4.0,3.1989754098360663,2.822309352520814,1,0.0,0.0,0.2886751345948129,2.367460013473661
Khawar Ali,Oman,245,0.5420353982300885,22.272727272727273,2.2383715631171195,1.4123283125084833,1,0.1314321140731556,0.7583632982021079,0.04327349555153021,2.3634703005326325
Kuldeep Yadav,India,58,0.6373626373626373,6.444444444444445,2.8047830913206644,2.7422441318398603,0,0.0008107012565869477,0.8698824483177949,0.15708098084812291,2.360915620944601
KA Pollard,West Indies,207,1.1694915254237288,23.0,1.9608700565042099,1.471694236714483,0,0.026833631484794274,1.293464892665474,0.037043389328831805,2.357248817758437
TL Seifert,New Zealand,33,1.1785714285714286,16.5,2.7944583983735733,1.2794631228474735,0,0.00821917808219178,1.238454011741683,0.128564869306645,2.346704525060031
Mahmudullah,Bangladesh,411,0.7903846153846154,25.6875,1.428156560476779,1.9220663551562296,0,0.09398663697104677,0.9685614048918935,0.05771298797185767,2.335383918485331
A Zampa,Australia,39,0.527027027027027,3.9,3.1989754098360663,2.8188041002807847,0,0.0007950389569088886,0.5775516333633681,0.39770872757074405,2.3340768165558905
HT Tector,Ireland,57,0.6195652173913043,19.0,1.1676300169587341,3.2664046488346785,0,0.017650639074863056,1.3342575685850184,0.0607456739230787,2.3244520070203
ZE Green,Namibia,198,0.7674418604651163,28.285714285714285,1.7248259034963738,1.3582246301149685,0,0.14300100704934543,1.1651222990463446,0.04569570923291262,2.32010329793496
Mohammad Mithun,Bangladesh,317,0.7925,28.818181818181817,1.428156560476779,1.9050575779875425,0,0.06503340757238307,1.1219467128598533,0.046089133748123345,2.315551385782417
Basil Hameed,United Arab Emirates,152,0.6785714285714286,30.4,1.1533580036009294,1.6859371585885294,1,0.13477537437603992,1.0758385147561083,0.047072507492869946,2.313525528195651
Usman Shinwari,Pakistan,6,1.0,2.0,1.9053482268037645,3.1989754098360663,2,0.0,0.0,0.2886751345948129,2.3024414340422323
