bowler,country,negative_rate,no_of_wickets,wickets_per_match,wickets_per_run,no_of_wins,team_score,opponent_mean,winning_contribution,winning_wicket_rate_contribution,bowler_score
S Lamichhane,Nepal,-0.7590027700831025,15,2.142857142857143,0.05474452554744526,4,1.7903545378576071,1.5438498175522004,0.20634920634920634,0.3611111111111111,4.9804766731145875
JA Richardson,Australia,-0.8672032193158954,17,1.8888888888888888,0.03944315545243619,6,3.1989754098360663,2.5614068422376404,0.04573170731707317,0.28205128205128205,4.919270504827551
Kuldeep Yadav,India,-0.9534883720930233,29,1.2083333333333333,0.022103658536585365,15,2.8047830913206644,2.7124653900207463,0.07547169811320754,0.14457831325301204,4.913459471627999
Mustafizur Rahman,Bangladesh,-1.0650953984287317,35,2.1875,0.0368809272918862,6,1.428156560476779,2.1553642494934815,0.13274336283185842,0.2857142857142857,4.844696085548528
Zeeshan Maqsood,Oman,-0.6055363321799307,20,1.8181818181818181,0.05714285714285714,8,2.2383715631171195,1.4123283125084833,0.14782608695652175,0.22666666666666666,4.841194551606553
SS Cottrell,West Indies,-0.9558263518659559,38,1.52,0.030278884462151396,11,1.9608700565042099,1.9379769621713456,0.11904761904761904,0.2001668056713928,4.800524436371872
JDS Neesham,New Zealand,-0.9162303664921466,24,1.2,0.03428571428571429,15,2.7944583983735733,2.0960383652850174,0.08296943231441048,0.13786848072562358,4.731338434553023
Hamza Tahir,Scotland,-0.6754385964912281,13,2.1666666666666665,0.05627705627705628,4,1.5963567405007788,1.2584847728334865,0.1875,0.32432432432432434,4.678929303522193
AL Phehlukwayo,South Africa,-0.8745247148288974,23,1.3529411764705883,0.03333333333333333,9,2.4132665786072502,2.453422412690182,0.10526315789473684,0.18985976267529664,4.638706536710224
MJ Henry,New Zealand,-0.8628640776699029,23,1.5333333333333334,0.03234880450070324,12,2.7944583983735733,1.8729051486797796,0.07423580786026202,0.15419501133786848,4.6216815696118925
JR Hazlewood,Australia,-0.8211920529801324,16,1.6,0.03225806451612903,5,3.1989754098360663,2.8639337867374772,0.03048780487804878,0.22564102564102564,4.612490580398776
LE Plunkett,England,-0.9039451114922813,16,1.3333333333333333,0.030360531309297913,11,3.2664046488346785,2.1217872279331194,0.06415094339622641,0.17386363636363636,4.583414075026173
JP Behrendorff,Australia,-0.8787375415282392,16,1.4545454545454546,0.030245746691871456,7,3.1989754098360663,2.5499842014898033,0.042682926829268296,0.22564102564102564,4.575729581412329
Aqib Ilyas,Oman,-0.6333333333333333,16,1.4545454545454546,0.07655502392344497,8,2.2383715631171195,1.4123283125084833,0.12173913043478261,0.18666666666666668,4.5601092266611545
SN Netravalkar,United States of America,-0.5137795275590551,19,1.9,0.07279693486590039,5,1.435065792914188,1.478040054024613,0.13333333333333333,0.24,4.544029923455291
A Nortje,South Africa,-0.8964285714285715,12,2.0,0.04780876494023904,6,2.4132665786072502,2.23921926634177,0.07894736842105263,0.21359223300970875,4.480149326474671
N Pokana,Papua New Guinea,-0.6448362720403022,17,2.125,0.06640625,1,0.6445237422272472,1.748655000007115,0.2,0.3,4.4590996256452895
AS Joseph,West Indies,-0.8795986622073578,24,2.1818181818181817,0.045627376425855515,6,1.9608700565042099,1.5255497722195974,0.07738095238095238,0.23853211009174308,4.446740401318781
SM Curran,England,-0.7529411764705882,3,1.5,0.046875,1,3.2664046488346785,2.8061209942216583,0.011320754716981131,0.33749999999999997,4.438051488129243
Usman Shinwari,Pakistan,-0.8744075829383886,16,2.0,0.04336043360433604,4,1.9053482268037645,2.4244565263781124,0.0625,0.2925531914893617,4.428997414747037
Bilal Khan,Oman,-0.6899641577060932,18,1.8,0.046753246753246755,7,2.2383715631171195,1.393925469709254,0.10434782608695652,0.18285714285714286,4.360315703374115
TG Southee,New Zealand,-1.1116751269035532,13,1.8571428571428572,0.02968036529680365,6,2.7944583983735733,2.2382623898526286,0.056768558951965066,0.23582766439909295,4.338557025149171
IS Sodhi,New Zealand,-0.9232736572890026,12,1.5,0.0332409972299169,4,2.7944583983735733,2.3313361827720684,0.048034934497816595,0.29931972789115646,4.335628469920408
HK Bennett,New Zealand,-1.0869565217391304,6,2.0,0.03,3,2.7944583983735733,2.804783091320664,0.034934497816593885,0.29024943310657597,4.326254058490438
SL Malinga,Sri Lanka,-0.9570469798657718,22,1.6923076923076923,0.030855539971949508,3,1.2794631228474735,2.5761607442227454,0.07462686567164178,0.36529680365296807,4.2960854617395805
Mohammad Amir,Pakistan,-0.8065522620904836,20,1.6666666666666667,0.03868471953578337,8,1.9053482268037645,2.198131894836887,0.075,0.17553191489361702,4.294323322642373
KW Richardson,Australia,-1.0025906735751295,12,1.7142857142857142,0.031007751937984496,5,3.1989754098360663,2.1454772235010497,0.03048780487804878,0.22564102564102564,4.267601242962418
Shadab Khan,Pakistan,-0.9195046439628483,17,1.5454545454545454,0.02861952861952862,9,1.9053482268037645,2.076845001734618,0.1,0.20803782505910165,4.257833184117482
JJ Smit,Namibia,-0.7765567765567766,12,1.7142857142857142,0.05660377358490566,4,1.7248259034963738,1.3582246301149685,0.14925373134328357,0.2631578947368421,4.242454887723987
K Rabada,South Africa,-0.8375838926174497,17,1.3076923076923077,0.027243589743589744,6,2.4132665786072502,2.0659929701079234,0.08552631578947369,0.2313915857605178,4.223575800066329
Wahab Riaz,Pakistan,-0.946969696969697,16,1.6,0.032,8,1.9053482268037645,1.8898737926118911,0.1,0.23404255319148937,4.2214494322150875
T Shamsi,South Africa,-0.8472803347280334,11,1.375,0.027160493827160494,6,2.4132665786072502,2.7649162460186822,0.07236842105263158,0.19579288025889968,4.203398271818045
O Thomas,West Indies,-1.074141048824593,18,1.5,0.030303030303030304,4,1.9608700565042099,2.5395186938746903,0.06547619047619048,0.3027522935779816,4.201201254769865
RA Jadeja,India,-0.8597609561752988,17,0.8095238095238095,0.015755329008341055,10,2.8047830913206644,2.8536470101772977,0.04905660377358491,0.14096385542168677,4.196591906741454
MP Stoinis,Australia,-1.020746887966805,15,0.6521739130434783,0.02032520325203252,15,3.1989754098360663,2.485355452950866,0.036585365853658534,0.09025641025641026,4.190515577809658
JN Frylinck,Namibia,-0.6774193548387096,11,1.5714285714285714,0.05238095238095238,4,1.7248259034963738,1.3582246301149685,0.14925373134328357,0.2631578947368421,4.183434553798862
Sompal Kami,Nepal,-0.841726618705036,7,2.3333333333333335,0.05982905982905983,2,1.7903545378576071,1.1533580036009294,0.09523809523809523,0.3333333333333333,4.1824294583102
Mohammad Saifuddin,Bangladesh,-1.007462686567164,21,1.6153846153846154,0.03111111111111111,6,1.428156560476779,2.148822022832247,0.11504424778761062,0.2476190476190476,4.182114392906332
DJ Willey,England,-0.949874686716792,12,1.7142857142857142,0.0316622691292876,6,3.2664046488346785,1.4837949640351755,0.04150943396226415,0.20625,4.164904912413313
C de Grandhomme,New Zealand,-0.7717717717717718,13,0.6842105263157895,0.02529182879377432,13,2.7944583983735733,2.27896987405715,0.056768558951965066,0.10884353741496598,4.106285513949641
Amir Hayat,United Arab Emirates,-0.6416184971098265,6,2.0,0.05405405405405406,1,1.1533580036009294,1.7903545378576071,0.06779661016949153,0.42105263157894735,4.100151473403118
NM Coulter-Nile,Australia,-0.9910394265232975,14,1.4,0.02531645569620253,7,3.1989754098360663,2.01557850708226,0.03048780487804878,0.16117216117216118,4.070808491245512
N Vanua,Papua New Guinea,-0.867231638418079,9,1.125,0.029315960912052116,1,0.6445237422272472,1.748655000007115,0.26666666666666666,0.4,4.068018938517099
MRJ Watt,Scotland,-0.5935162094763092,12,1.7142857142857142,0.05042016806722689,4,1.5963567405007788,1.3984686000168627,0.125,0.21621621621621623,4.040262388654683
Gulbadin Naib,Afghanistan,-0.8984238178633975,18,1.5,0.03508771929824561,3,0.7310162726645633,1.9991988763740742,0.17307692307692307,0.3,4.036723437305406
HH Pandya,India,-0.919732441471572,13,1.0833333333333333,0.023636363636363636,8,2.8047830913206644,2.387913471091782,0.045283018867924525,0.16265060240963858,4.03513317831524
Karan KC,Nepal,-0.6990595611285266,12,1.7142857142857142,0.053811659192825115,4,1.7903545378576071,1.5438498175522004,0.1111111111111111,0.19444444444444445,4.030816209006718
BA Stokes,England,-0.9484346224677717,12,0.7058823529411765,0.02330097087378641,13,3.2664046488346785,2.0717244825881234,0.03773584905660377,0.08653846153846154,3.99024893019992
Aftab Alam,Afghanistan,-0.7974137931034483,12,2.4,0.06486486486486487,2,0.7310162726645633,1.820426308114088,0.09615384615384616,0.25,3.981152390417653
T Natarajan,India,-1.0923076923076922,2,2.0,0.028169014084507043,1,2.8047830913206644,3.1989754098360663,0.007547169811320755,0.2168674698795181,3.9733729999727503
C Viljoen,Namibia,-0.4375,2,1.0,0.14285714285714285,1,1.7248259034963738,1.8367186780156537,0.029850746268656716,0.21052631578947367,3.9476318487357522
NM Lyon,Australia,-0.8467243510506799,11,0.7857142857142857,0.016058394160583942,10,3.1989754098360663,2.520799347519452,0.024390243902439025,0.09025641025641026,3.9057505770458425
Imran Tahir,South Africa,-0.7668539325842697,14,1.1666666666666667,0.02564102564102564,5,2.4132665786072502,2.079380032049937,0.05921052631578947,0.19223300970873788,3.891169641401714
TK Curran,England,-0.9513888888888888,10,0.8333333333333334,0.01824817518248175,7,3.2664046488346785,2.0304299017652125,0.04150943396226415,0.17678571428571427,3.8600155399816143
CA Young,Ireland,-1.1017964071856288,6,2.0,0.03260869565217391,1,1.1676300169587341,3.2664046488346785,0.02830188679245283,0.3333333333333333,3.853512198433577
TL Chatara,Zimbabwe,-0.6413043478260869,8,1.6,0.04519774011299435,1,0.5466637551268418,1.164062013619283,0.23076923076923078,0.3,3.841676506848744
MJ Santner,New Zealand,-0.8210526315789474,12,0.8,0.019230769230769232,9,2.7944583983735733,2.3687792394202116,0.039301310043668124,0.10884353741496598,3.8163093606991096
Junaid Siddique (2),United Arab Emirates,-0.8018867924528302,12,2.0,0.047058823529411764,3,1.1533580036009294,1.6924186160731702,0.1016949152542373,0.21052631578947367,3.8048974602778354
JO Holder,West Indies,-0.9426699426699426,23,0.9583333333333334,0.01998262380538662,9,1.9608700565042099,2.0575236945500355,0.06547619047619048,0.1345565749235474,3.8044652096145146
KA Jamieson,New Zealand,-0.7851239669421488,3,1.5,0.031578947368421054,2,2.7944583983735733,2.8047830913206644,0.013100436681222707,0.16326530612244897,3.788748707657599
JT Smuts,South Africa,-0.7348484848484849,3,1.0,0.030927835051546393,2,2.4132665786072502,3.2439282358351407,0.02631578947368421,0.21359223300970875,3.7872889671063423
Ahmed Raza,United Arab Emirates,-0.553623188405797,10,1.6666666666666667,0.05235602094240838,3,1.1533580036009294,1.6924186160731702,0.1016949152542373,0.21052631578947367,3.7871644084054186
MR Adair,Ireland,-1.044189852700491,17,1.4166666666666667,0.02664576802507837,5,1.1676300169587341,1.575539157906052,0.12264150943396226,0.2888888888888889,3.7854299556931363
D Pretorius,South Africa,-0.7582781456953642,7,1.1666666666666667,0.03056768558951965,4,2.4132665786072502,2.13916712632887,0.05263157894736842,0.21359223300970875,3.7810607618847127
GJ Maxwell,Australia,-0.9680365296803652,6,0.24,0.007075471698113208,19,3.1989754098360663,2.4784052811465296,0.01524390243902439,0.029689608636977057,3.7749980874157254
CH Morris,South Africa,-0.9460227272727273,10,1.6666666666666667,0.03003003003003003,2,2.4132665786072502,2.2351974682763873,0.02631578947368421,0.21359223300970875,3.7641054243980685
KMA Paul,West Indies,-0.9915254237288136,12,1.7142857142857142,0.03418803418803419,3,1.9608700565042099,1.8388459727543196,0.041666666666666664,0.25688073394495414,3.7563539540158333
TJ Murtagh,Ireland,-0.7870090634441088,16,1.3333333333333333,0.030710172744721688,6,1.1676300169587341,1.1011861386009167,0.1320754716981132,0.2592592592592593,3.7462149076270417
CAH Stevenson,United States of America,-0.8178807947019867,12,2.0,0.048582995951417005,3,1.435065792914188,1.5880259315296905,0.06666666666666667,0.2,3.7239755620113737
CR Brathwaite,West Indies,-1.0793319415448852,14,1.2727272727272727,0.027079303675048357,4,1.9608700565042099,2.640551615092682,0.041666666666666664,0.19266055045871558,3.69394319399834
Shakib Al Hasan,Bangladesh,-0.8386581469648562,13,1.1818181818181819,0.024761904761904763,6,1.428156560476779,2.196772073901084,0.08849557522123894,0.1904761904761905,3.6717621865325807
Mohammad Nadeem,Oman,-0.9516129032258065,9,1.2857142857142858,0.038135593220338986,6,2.2383715631171195,1.5607687584488101,0.0782608695652174,0.16,3.6671791579235014
SN Thakur,India,-1.1636363636363636,9,1.2857142857142858,0.020089285714285716,3,2.8047830913206644,2.6718665896858957,0.018867924528301886,0.1807228915662651,3.667005039120795
Abu Jayed,Bangladesh,-1.0707964601769913,5,2.5,0.04132231404958678,2,1.428156560476779,1.564250036731472,0.04424778761061947,0.2857142857142857,3.6636262756567612
S Mahmood,England,-0.8,5,1.25,0.03125,3,3.2664046488346785,1.479039157370863,0.018867924528301886,0.1875,3.628632245084462
Khawar Ali,Oman,-0.7996070726915521,12,1.0909090909090908,0.029484029484029485,8,2.2383715631171195,1.4123283125084833,0.0782608695652174,0.12,3.6257438750217004
BM Scholtz,Namibia,-0.6490683229813664,10,1.4285714285714286,0.04784688995215311,4,1.7248259034963738,1.3582246301149685,0.08955223880597014,0.15789473684210525,3.6180179100588656
Jay Odedra,Oman,-0.7428571428571429,5,1.6666666666666667,0.04807692307692308,3,2.2383715631171195,0.9080377591228941,0.05217391304347826,0.21333333333333335,3.5558775623168977
MR Marsh,Australia,-0.980544747081712,5,0.7142857142857143,0.01984126984126984,3,3.1989754098360663,2.833353154385623,0.012195121951219513,0.15042735042735042,3.5533457173340284
N Pradeep,Sri Lanka,-1.0455974842767295,14,1.1666666666666667,0.021052631578947368,6,1.2794631228474735,2.283197916488765,0.08208955223880597,0.2009132420091324,3.544151855980204
Muhammad Musa,Pakistan,-0.5945945945945946,2,2.0,0.09090909090909091,1,1.9053482268037645,0.5466637551268418,0.0125,0.23404255319148937,3.5425197325051574
J Little,Ireland,-1.1424418604651163,10,1.6666666666666667,0.02544529262086514,1,1.1676300169587341,2.5248517699982056,0.02830188679245283,0.3333333333333333,3.517712583201917
KP Meiyappan,United Arab Emirates,-0.6947368421052632,6,1.5,0.045454545454545456,3,1.1533580036009294,1.6202685851019285,0.1016949152542373,0.21052631578947367,3.5156822233428264
AD Russell,West Indies,-0.8347107438016529,5,1.25,0.04950495049504951,1,1.9608700565042099,2.449721211487822,0.011904761904761904,0.2201834862385321,3.504938851376312
DM Dupavillon,South Africa,-0.6216216216216216,1,1.0,0.043478260869565216,1,2.4132665786072502,3.1989754098360663,0.006578947368421052,0.10679611650485438,3.4896200597761733
NA Saini,India,-1.1364764267990075,6,0.8571428571428571,0.013100436681222707,3,2.8047830913206644,2.90652692751366,0.018867924528301886,0.1807228915662651,3.485719472567975
Steven Ryan Taylor,United States of America,-0.7198443579766537,9,1.125,0.04864864864864865,4,1.435065792914188,1.4484608824055716,0.08888888888888889,0.2,3.481506418953612
I Udana,Sri Lanka,-1.0465949820788532,12,1.0,0.02054794520547945,6,1.2794631228474735,2.3390116432397385,0.08208955223880597,0.2009132420091324,3.4566726969783828
WB Rankin,Ireland,-0.8461538461538461,21,1.5,0.03349282296650718,6,1.1676300169587341,1.1859471628708564,0.07547169811320754,0.14814814814814814,3.4507480496465197
Imad Wasim,Pakistan,-0.9027635619242579,15,0.7894736842105263,0.017006802721088437,9,1.9053482268037645,2.4231570433454803,0.0375,0.07801418439716312,3.4316579686365034
Iftikhar Ahmed,Pakistan,-0.6571428571428571,5,1.6666666666666667,0.05434782608695652,3,1.9053482268037645,1.0351966669405963,0.03125,0.19503546099290783,3.4310690609682757
C Campher,Ireland,-1.0895522388059702,5,1.6666666666666667,0.03424657534246575,1,1.1676300169587341,3.2664046488346785,0.018867924528301886,0.2222222222222222,3.429746488408184
B Mavuta,Zimbabwe,-0.7894736842105263,2,2.0,0.06666666666666667,1,0.5466637551268418,1.1533580036009294,0.15384615384615385,0.2,3.4246738549452647
AD Mathews,Sri Lanka,-0.8512396694214877,6,1.5,0.05825242718446602,4,1.2794631228474735,1.9608700565042099,0.04477611940298507,0.1643835616438356,3.4184325219739193
Rohan Mustafa,United Arab Emirates,-0.7220543806646526,9,1.2857142857142858,0.03765690376569038,3,1.1533580036009294,1.5287393502236948,0.1016949152542373,0.21052631578947367,3.403447735955452
TD Astle,New Zealand,-0.9320388349514563,3,1.0,0.03125,2,2.7944583983735733,2.3459075810393695,0.013100436681222707,0.16326530612244897,3.4011810163092795
Mujeeb Ur Rahman,Afghanistan,-0.6725978647686833,19,1.2666666666666666,0.03350970017636684,3,0.7310162726645633,1.8301952176694134,0.09615384615384616,0.16666666666666669,3.4007432008739618
PWH de Silva,Sri Lanka,-0.7798165137614679,8,1.3333333333333333,0.03137254901960784,4,1.2794631228474735,1.853577197266156,0.05970149253731343,0.2191780821917808,3.393536986121416
Dawlat Zadran,Afghanistan,-0.9951807228915662,15,1.875,0.03631961259079903,2,0.7310162726645633,1.8156158429358336,0.07692307692307693,0.2,3.373331183844787
JE Root,England,-0.9175257731958762,5,0.8333333333333334,0.028089887640449437,3,3.2664046488346785,2.343383357462637,0.007547169811320755,0.075,3.3596041764035283
KAJ Roach,West Indies,-0.7533512064343163,9,1.2857142857142858,0.03202846975088968,3,1.9608700565042099,1.645975845318547,0.02976190476190476,0.18348623853211007,3.349466116070846
Z Groenewald,Namibia,-0.7284768211920529,6,2.0,0.05454545454545454,2,1.7248259034963738,0.9080377591228941,0.04477611940298507,0.15789473684210525,3.3476708886342945
BE Hendricks,South Africa,-0.8774193548387097,4,1.3333333333333333,0.029411764705882353,1,2.4132665786072502,2.8127191748243736,0.006578947368421052,0.10679611650485438,3.3444879184233574
Mehedi Hasan Miraz,Bangladesh,-0.8367346938775511,15,0.8823529411764706,0.019255455712451863,7,1.428156560476779,1.9710101046205504,0.07079646017699115,0.13061224489795917,3.340111605151189
KM Jadhav,India,-0.9905956112852664,4,0.3076923076923077,0.012658227848101266,9,2.8047830913206644,2.8547084427376044,0.018867924528301886,0.06024096385542169,3.319124981900636
ST Gabriel,West Indies,-1.0643086816720257,8,1.3333333333333333,0.02416918429003021,2,1.9608700565042099,1.6229068210921962,0.02976190476190476,0.2752293577981651,3.3166954624101335
MM Ali,England,-0.9818621523579202,7,0.4117647058823529,0.008620689655172414,11,3.2664046488346785,1.8910120427533135,0.01509433962264151,0.04090909090909091,3.3123458600545637
AC Agar,Australia,-0.8975265017667845,4,0.8,0.015748031496062992,1,3.1989754098360663,2.726479788777982,0.003048780487804878,0.11282051282051282,3.3098439895964322
Imran Haider,United Arab Emirates,-0.8256410256410256,8,2.0,0.049689440993788817,1,1.1533580036009294,1.4794318421749157,0.03389830508474576,0.21052631578947367,3.3084256879358946
SM Sharif,Scotland,-0.7491749174917491,8,1.3333333333333333,0.03524229074889868,4,1.5963567405007788,1.4393203660861849,0.078125,0.13513513513513514,3.2929360622935158
MC Henriques,Australia,-0.8367346938775511,1,0.5,0.024390243902439025,1,3.1989754098360663,2.8047830913206644,0.003048780487804878,0.11282051282051282,3.2512745208491336
SC Getkate,Ireland,-0.7317073170731707,6,2.0,0.05,3,1.1676300169587341,0.5466637551268418,0.05660377358490566,0.2222222222222222,3.248726754708188
Mohammad Naveed,United Arab Emirates,-0.7029702970297029,5,1.25,0.035211267605633804,1,1.1533580036009294,1.4794318421749157,0.05084745762711865,0.3157894736842105,3.2404836929302876
Mashrafe Mortaza,Bangladesh,-0.9735449735449735,11,0.6875,0.014945652173913044,8,1.428156560476779,2.1025747198928957,0.07964601769911504,0.12857142857142856,3.2217029822028076
DDP D'Silva,United Arab Emirates,-0.6237113402061856,6,1.2,0.049586776859504134,3,1.1533580036009294,1.7438891807049668,0.06779661016949153,0.14035087719298245,3.2100171992526625
MA Leask,Scotland,-0.7232704402515723,4,1.3333333333333333,0.034782608695652174,3,1.5963567405007788,1.175806349190538,0.078125,0.1801801801801802,3.1944965827534473
Aamir Kaleem,Oman,-0.7012987012987013,2,1.0,0.037037037037037035,1,2.2383715631171195,1.5963567405007788,0.017391304347826087,0.21333333333333335,3.1690137323358023
PM Siddle,Australia,-1.044871794871795,2,0.6666666666666666,0.012269938650306749,1,3.1989754098360663,2.804783091320664,0.003048780487804878,0.11282051282051282,3.157836829978449
MD Shanaka,Sri Lanka,-0.8942307692307693,3,1.0,0.03225806451612903,1,1.2794631228474735,2.042654395218039,0.022388059701492536,0.3287671232876712,3.1498280729418253
J Theron,United States of America,-0.8205128205128205,10,1.4285714285714286,0.03125,3,1.435065792914188,1.6809324503278948,0.044444444444444446,0.13333333333333333,3.1405007572956345
RL Chase,West Indies,-0.7689655172413793,9,0.6923076923076923,0.020179372197309416,6,1.9608700565042099,1.510566201182241,0.047619047619047616,0.14678899082568805,3.140294172190894
JI de Villiers,Namibia,-1.098360655737705,2,1.0,0.029850746268656716,1,1.7248259034963738,1.6958647833590246,0.04477611940298507,0.3157894736842105,3.136209228577681
Taijul Islam,Bangladesh,-0.6413502109704642,5,1.25,0.03289473684210526,2,1.428156560476779,0.9130634389871577,0.04424778761061947,0.2857142857142857,3.13477734665199
DM de Silva,Sri Lanka,-0.8300180831826401,12,0.9230769230769231,0.026143790849673203,6,1.2794631228474735,2.3428162425584746,0.03731343283582089,0.09132420091324202,3.133670605793535
K Gore,United States of America,-0.6283783783783784,7,0.875,0.03763440860215054,4,1.435065792914188,1.5038357245180527,0.06666666666666667,0.15,3.1275668619868195
RJW Topley,England,-0.5740740740740741,1,1.0,0.03225806451612903,1,3.2664046488346785,1.1676300169587341,0.0037735849056603774,0.11249999999999999,3.126276095501439
A Dananjaya,Sri Lanka,-0.729957805907173,5,1.25,0.028901734104046242,2,1.2794631228474735,1.9207115695420147,0.029850746268656716,0.2191780821917808,3.1106557996565303
IG Holland,United States of America,-0.7862318840579711,7,1.0,0.03225806451612903,3,1.435065792914188,1.6809324503278948,0.05555555555555555,0.16666666666666669,3.067238216306937
CAK Rajitha,Sri Lanka,-1.009049773755656,6,1.2,0.026905829596412557,2,1.2794631228474735,2.204068573103231,0.029850746268656716,0.2191780821917808,3.0656407045125547
V Shankar,India,-0.9344262295081968,2,0.2857142857142857,0.011695906432748537,5,2.8047830913206644,3.0833991208467824,0.007547169811320755,0.04337349397590362,3.0654428953987454
L Sipamla,South Africa,-0.8079470198675497,2,0.6666666666666666,0.01639344262295082,2,2.4132665786072502,3.2439282358351407,0.006578947368421052,0.05339805825242719,3.0585338323711717
HR Walsh,West Indies,-0.945859872611465,8,1.0,0.026936026936026935,6,1.9608700565042099,1.2365022736158462,0.041666666666666664,0.12844036697247707,3.0538637398671615
AR Nurse,West Indies,-1.0497737556561086,8,0.8,0.017241379310344827,4,1.9608700565042099,2.4250625558419383,0.023809523809523808,0.11009174311926605,3.016808157729778
CJA Amini,Papua New Guinea,-0.7914798206278026,8,1.0,0.0226628895184136,1,0.6445237422272472,1.748655000007115,0.13333333333333333,0.2,3.013457958074346
AJ Finch,Australia,-0.9606299212598425,2,0.2857142857142857,0.01639344262295082,5,3.1989754098360663,2.3619051200047783,0.006097560975609756,0.04512820512820513,3.009881126777555
D Olivier,South Africa,-1.0683760683760684,3,1.5,0.024,1,2.4132665786072502,1.9053482268037645,0.006578947368421052,0.10679611650485438,2.987584136511385
CJ Jordan,England,-1.0681818181818181,1,0.5,0.010638297872340425,1,3.2664046488346785,2.4132665786072502,0.0037735849056603774,0.11249999999999999,2.9627069879466337
KM Jarvis,Zimbabwe,-0.648854961832061,5,1.0,0.029411764705882353,1,0.5466637551268418,1.164062013619283,0.15384615384615385,0.2,2.9237953449244714
DT Tiripano,Zimbabwe,-0.9155844155844156,7,1.1666666666666667,0.024822695035460994,1,0.5466637551268418,1.2689862316943912,0.15384615384615385,0.2,2.910087529904995
SPD Smith,Australia,-1.2903225806451613,1,0.25,0.025,2,3.1989754098360663,2.8171470060472688,0.003048780487804878,0.05641025641025641,2.892681309443556
Shafiul Islam,Bangladesh,-1.138755980861244,7,1.75,0.029411764705882353,1,1.428156560476779,1.0962632809173156,0.017699115044247787,0.22857142857142856,2.8872235182525676
Shoaib Malik,Pakistan,-0.9294117647058824,2,0.4,0.02531645569620253,1,1.9053482268037645,3.239432953235233,0.00625,0.11702127659574468,2.881080224238361
TK Patel,United States of America,-0.6818181818181818,5,1.0,0.041666666666666664,2,1.435065792914188,1.408519897785119,0.03333333333333333,0.15,2.8789006282225515
NK Patel,United States of America,-0.6887417218543046,4,1.0,0.038461538461538464,2,1.435065792914188,1.5510194873353798,0.03333333333333333,0.15,2.8771233218814896
A Vala,Papua New Guinea,-0.64,10,1.25,0.044642857142857144,1,0.6445237422272472,1.748655000007115,0.06666666666666667,0.1,2.8756467454807426
Kaleemullah,Oman,-0.6945244956772334,4,0.4444444444444444,0.016597510373443983,7,2.2383715631171195,1.4771923283183657,0.034782608695652174,0.06095238095238095,2.8494403498557332
