bowler,country,inverse_economy,no_of_wickets,wickets_per_match,wickets_per_run,no_of_wins,team_score,opponent_mean,winning_contribution,winning_wicket_rate_contribution,no_of_matches_bowler,bowler_score,bowler_quantile
Mohammed Shami,India,0.183205268935236,38.0,1.9,0.04171240395170143,14,10.000000000000002,3.7334653357488214,0.1895424836601307,0.24369747899159666,20,10.0,4
Trent Boult,New Zealand,0.20866590649942987,38.0,2.0,0.043329532497149374,11,5.037804547619274,5.036255382489723,0.21621621621621623,0.23587223587223585,19,9.296245226380858,4
Bhuvneshwar Kumar,India,0.19068877551020408,33.0,1.736842105263158,0.042091836734693876,13,10.000000000000002,4.086055259570042,0.1437908496732026,0.19909502262443438,19,9.284039718967648,4
Mitchell Starc,Australia,0.1800424628450106,26.0,2.888888888888889,0.055201698513800426,6,5.733785300533979,4.229830352009547,0.17054263565891473,0.4263565891472868,9,9.180230912571115,4
Yuzvendra Chahal,India,0.16893453145057766,27.0,1.8,0.03465982028241335,11,10.000000000000002,4.269172836255344,0.16339869281045752,0.26737967914438504,15,9.018111474647712,4
Kuldeep Yadav,India,0.18487394957983194,32.0,1.4545454545454546,0.029878618113912233,14,10.000000000000002,3.9395717179297334,0.1503267973856209,0.19327731092436973,22,9.006586746715291,4
Pat Cummins,Australia,0.21063492063492062,28.0,1.8666666666666667,0.044444444444444446,10,5.733785300533979,6.086592357220408,0.16279069767441862,0.24418604651162792,15,8.785476334992481,4
Jasprit Bumrah,India,0.2126736111111111,23.0,1.7692307692307692,0.03993055555555555,8,10.000000000000002,4.3429696986547786,0.11764705882352941,0.2647058823529412,13,8.584812414863931,4
Lockie Ferguson,New Zealand,0.18953341740226987,31.0,1.9375,0.03909205548549811,10,5.037804547619274,4.35476708615794,0.1981981981981982,0.23783783783783785,16,8.46383879805701,4
Jhye Richardson,Australia,0.19667590027700832,17.0,2.125,0.04709141274238227,6,5.733785300533979,8.307603047555045,0.11627906976744186,0.29069767441860467,8,8.313924121117877,4
Mustafizur Rahman,Bangladesh,0.1438918918918919,32.0,2.1333333333333333,0.034594594594594595,5,1.3690125319837714,3.7295174043928436,0.35294117647058826,0.35294117647058826,15,8.124678237075072,4
Chris Woakes,England,0.1652490886998785,29.0,1.7058823529411764,0.03523693803159174,11,6.01257888877769,3.4394317235352054,0.1919191919191919,0.209366391184573,17,8.030320107470162,4
Shaheen Shah Afridi,Pakistan,0.1700525394045534,23.0,2.090909090909091,0.040280210157618214,4,3.230412190220177,4.560487979465887,0.1935483870967742,0.3870967741935484,11,7.678233436897717,4
Matt Henry,New Zealand,0.1988338192419825,24.0,1.6,0.03498542274052478,11,5.037804547619274,3.9996489873308914,0.15315315315315314,0.16707616707616707,15,7.512936606916188,4
Mark Wood,England,0.17586206896551726,25.0,1.7857142857142858,0.035919540229885055,8,6.01257888877769,3.2701212131362163,0.15151515151515152,0.22727272727272727,14,7.474301499834394,4
Kagiso Rabada,South Africa,0.2001360544217687,23.0,1.4375,0.031292517006802724,9,3.9974057455309326,3.4111910178823583,0.21951219512195122,0.24390243902439027,16,7.434385517502237,4
Adam Zampa,Australia,0.1766887417218543,20.0,1.4285714285714286,0.026490066225165563,10,5.733785300533979,6.322933820220334,0.12403100775193798,0.186046511627907,14,7.40311877350629,4
Jofra Archer,England,0.2190775681341719,19.0,1.5833333333333333,0.039832285115303984,7,6.01257888877769,4.084126243304845,0.13131313131313133,0.22510822510822512,12,7.325456878976276,4
Lasith Malinga,Sri Lanka,0.16843434343434344,24.0,1.6,0.030303030303030304,3,1.4086803751763899,4.550068625663877,0.25,0.4166666666666667,15,7.252236405630811,4
Mohammad Amir,Pakistan,0.20218579234972678,23.0,1.7692307692307692,0.04189435336976321,7,3.230412190220177,4.130303869378862,0.1774193548387097,0.20276497695852533,13,7.147399289146309,4
Jason Behrendorff,Australia,0.19013539651837524,16.0,1.4545454545454546,0.030947775628626693,7,5.733785300533979,6.266352075120213,0.10852713178294573,0.23255813953488372,11,7.126927161240475,4
Usman Shinwari,Pakistan,0.19273743016759776,16.0,2.0,0.0446927374301676,4,3.230412190220177,4.00136673606844,0.16129032258064516,0.3225806451612903,8,6.976218392519479,4
Adil Rashid,England,0.15887290167865709,20.0,1.1764705882352942,0.023980815347721823,11,6.01257888877769,3.4394317235352054,0.1717171717171717,0.18732782369146006,17,6.975680314384225,4
Sheldon Cottrell,West Indies,0.1675213675213675,25.0,1.4705882352941178,0.030525030525030524,4,1.0,5.739143606478991,0.24324324324324326,0.24324324324324326,17,6.753518088359599,4
Shadab Khan,Pakistan,0.17022900763358778,16.0,1.3333333333333333,0.024427480916030534,8,3.230412190220177,4.1017659326599265,0.22580645161290322,0.22580645161290322,12,6.6361696571370015,4
James Neesham,New Zealand,0.17591836734693875,20.0,1.25,0.04081632653061224,11,5.037804547619274,3.943757931059386,0.10810810810810811,0.11793611793611793,16,6.6225731654566,4
Hardik Pandya,India,0.17786561264822134,12.0,1.0909090909090908,0.023715415019762844,8,10.000000000000002,3.9002812020636397,0.0718954248366013,0.16176470588235295,11,6.597936829247434,4
Oshane Thomas,West Indies,0.14498269896193772,17.0,1.3076923076923077,0.029411764705882353,3,1.0,5.449230394996383,0.2702702702702703,0.3603603603603604,13,6.579296413583357,4
Andile Phehlukwayo,South Africa,0.17892074198988195,20.0,1.3333333333333333,0.03372681281618887,8,3.9974057455309326,3.54469172739609,0.14634146341463414,0.1829268292682927,15,6.448827513676272,4
Liam Plunkett,England,0.17967332123411978,16.0,1.2307692307692308,0.029038112522686024,10,6.01257888877769,3.4513114803036746,0.1111111111111111,0.13333333333333333,13,6.38845921456995,4
Imran Tahir,South Africa,0.224283305227656,18.0,1.2857142857142858,0.03035413153456998,7,3.9974057455309326,3.437016564691241,0.12195121951219512,0.17421602787456447,14,6.288444152070669,4
Nathan Coulter-Nile,Australia,0.16377952755905512,14.0,1.5555555555555556,0.027559055118110236,6,5.733785300533979,5.0322956992071655,0.07751937984496124,0.1937984496124031,9,6.249488424554647,4
Ravindra Jadeja,India,0.19938176197836166,12.0,0.8,0.01854714064914992,9,10.000000000000002,3.5055321351022353,0.05228758169934641,0.1045751633986928,15,6.221486018177864,4
Marcus Stoinis,Australia,0.15828025477707008,13.0,0.6842105263157895,0.020700636942675158,12,5.733785300533979,6.293760081778435,0.06976744186046512,0.0872093023255814,19,6.044041824909646,4
