bowler,country,inverse_economy,no_of_wickets,wickets_per_match,wickets_per_run,no_of_wins,team_score,opponent_mean,winning_contribution,winning_wicket_rate_contribution,no_of_matches_bowler,bowler_score,bowler_quantile
Josh Hazlewood,Australia,0.20305164319248825,19.0,2.111111111111111,0.04460093896713615,3,2.5711350284730754,5.239426561218775,0.16279069767441862,0.2713178294573644,9,6.414115757786516,4
Suranga Lakmal,Sri Lanka,0.1926040061633282,19.0,1.2666666666666666,0.029275808936825885,3,2.2738604315607907,7.140589412260061,0.2692307692307692,0.2692307692307693,15,6.408582293479178,4
Junaid Khan,Pakistan,0.18416666666666667,19.0,1.3571428571428572,0.03166666666666667,11,6.170534954889801,3.509865163915999,0.1523809523809524,0.16623376623376623,14,6.342417665787273,4
Umesh Yadav,India,0.17216494845360825,15.0,1.875,0.03865979381443299,5,10.0,2.8124653177821815,0.047619047619047616,0.2,8,6.2929363653662,4
Mitchell Starc,Australia,0.19520383693045562,18.0,2.0,0.04316546762589928,3,2.5711350284730754,5.239426561218775,0.16279069767441862,0.2713178294573644,9,6.248988847227431,4
Ashley Nurse,West Indies,0.18384223918575063,17.0,0.9444444444444444,0.021628498727735368,2,1.0,7.482016717633105,0.3333333333333333,0.3333333333333333,18,6.214620648023668,4
Andile Phehlukwayo,South Africa,0.1830188679245283,15.0,1.0714285714285714,0.02830188679245283,10,8.000077895793941,4.005030620773004,0.10434782608695652,0.13565217391304346,14,5.993938856459451,4
Nathan Coulter-Nile,Australia,0.1952191235059761,10.0,2.0,0.0398406374501992,1,2.5711350284730754,10.0,0.046511627906976744,0.23255813953488372,5,5.9794514358145765,4
Mohammad Amir,Pakistan,0.19000000000000003,18.0,1.5,0.031578947368421054,6,6.170534954889801,3.8441344558100092,0.10476190476190476,0.20952380952380953,12,5.961839900953234,4
Ben Stokes,England,0.15416666666666665,14.0,1.0769230769230769,0.025362318840579712,10,7.4841921273337855,4.965135802930778,0.11320754716981132,0.1471698113207547,13,5.961143071198852,4
Axar Patel,India,0.21875,10.0,1.25,0.028409090909090908,7,10.0,2.9276599030144967,0.05952380952380952,0.17857142857142858,8,5.914816908408074,4
Aiden Markram,South Africa,0.16666666666666666,2.0,2.0,0.1111111111111111,1,8.000077895793941,1.2131559426860108,0.017391304347826087,0.22608695652173913,1,5.869239971273465,4
Mohammed Shami,India,0.2097902097902098,4.0,1.3333333333333333,0.027972027972027972,1,10.0,1.5237116761576919,0.023809523809523808,0.5,3,5.855609868648943,4
Pat Cummins,Australia,0.19461756373937678,16.0,1.0666666666666667,0.0226628895184136,5,2.5711350284730754,6.888358267057253,0.18604651162790697,0.186046511627907,15,5.569142501820177,4
Ravichandran Ashwin,India,0.1744186046511628,8.0,1.0,0.018604651162790697,6,10.0,4.979543146921388,0.047619047619047616,0.16666666666666666,8,5.5619508216986695,4
Kedar Jadhav,India,0.1821515892420538,10.0,0.6666666666666666,0.02444987775061125,12,10.0,3.3364809871946757,0.047619047619047616,0.08333333333333333,15,5.478091183101323,3
Nuwan Kulasekara,Sri Lanka,0.15603864734299516,5.0,1.25,0.024154589371980676,1,2.2738604315607907,6.303347407516958,0.15384615384615385,0.46153846153846156,4,5.412964627292125,3
Morne Morkel,South Africa,0.23529411764705882,5.0,1.25,0.049019607843137254,2,8.000077895793941,6.482146878446095,0.008695652173913044,0.05652173913043478,4,5.297604410307456,3
Jeetan Patel,New Zealand,0.18115942028985507,6.0,2.0,0.043478260869565216,1,4.591783720463329,5.737770578091298,0.02631578947368421,0.23684210526315788,3,5.284029376721257,3
Ravindra Jadeja,India,0.19126819126819128,8.0,0.8,0.016632016632016633,6,10.0,4.82807405618217,0.03571428571428571,0.125,10,5.238994164968139,3
Tim Southee,New Zealand,0.16933514246947082,17.0,1.2142857142857142,0.023066485753052916,6,4.591783720463329,6.243653045314908,0.07894736842105263,0.11842105263157894,14,5.234327451143412,3
James Faulkner,Australia,0.17191601049868765,12.0,1.5,0.031496062992125984,3,2.5711350284730754,6.733213407560733,0.11627906976744186,0.1937984496124031,8,5.215656260114541,3
Alzarri Joseph,West Indies,0.1477669902912621,16.0,1.7777777777777777,0.031067961165048542,2,1.0,8.310405143531218,0.13333333333333333,0.13333333333333333,9,5.20670932379025,3
Jake Ball,England,0.15,12.0,1.0909090909090908,0.017142857142857144,7,7.4841921273337855,5.686069585281827,0.05660377358490566,0.10512129380053908,11,5.193004045111546,3
Hamish Bennett,New Zealand,0.24615384615384614,4.0,2.0,0.05128205128205128,1,4.591783720463329,1.2131559426860108,0.039473684210526314,0.35526315789473684,2,5.174890928355575,3
Mark Wood,England,0.20703125,6.0,1.0,0.0234375,5,7.4841921273337855,5.091127573016684,0.05660377358490566,0.1471698113207547,6,5.084082264011909,3
Nuwan Pradeep,Sri Lanka,0.15588235294117647,8.0,1.3333333333333333,0.023529411764705882,2,2.2738604315607907,9.028435475113957,0.11538461538461539,0.1730769230769231,6,4.987690215739504,3
Rumman Raees,Pakistan,0.18241758241758244,6.0,1.5,0.03296703296703297,4,6.170534954889801,3.57644335550404,0.05714285714285714,0.17142857142857143,4,4.86779587737406,3
Adam Zampa,Australia,0.15902439024390244,10.0,1.25,0.024390243902439025,3,2.5711350284730754,6.9537752125328405,0.11627906976744186,0.1937984496124031,8,4.855145818804244,3
Imad Wasim,Pakistan,0.22725274725274727,9.0,0.5625,0.01978021978021978,11,6.170534954889801,3.7586320184264994,0.06666666666666667,0.07272727272727272,16,4.7467837806485536,3
Doug Bracewell,New Zealand,0.17567567567567569,4.0,2.0,0.05405405405405406,2,4.591783720463329,1.0,0.05263157894736842,0.23684210526315788,2,4.6009632482672975,3
Akila Dananjaya,Sri Lanka,0.19938398357289527,13.0,1.1818181818181819,0.026694045174537988,1,2.2738604315607907,8.607467256323565,0.038461538461538464,0.11538461538461539,11,4.590510907272598,3
David Willey,England,0.1354679802955665,5.0,0.8333333333333334,0.024630541871921183,3,7.4841921273337855,6.666679649298991,0.02830188679245283,0.12264150943396228,6,4.58064664702224,3
Ish Sodhi,New Zealand,0.19424460431654678,4.0,1.3333333333333333,0.02877697841726619,2,4.591783720463329,5.737770578091298,0.039473684210526314,0.17763157894736842,3,4.541507588613231,3
Moeen Ali,England,0.17693602693602692,6.0,0.4,0.010101010101010102,12,7.4841921273337855,4.196998781175784,0.05660377358490566,0.06132075471698114,15,4.51637079416487,3
Mustafizur Rahman,Bangladesh,0.17113163972286372,10.0,1.1111111111111112,0.023094688221709007,3,1.2131559426860108,4.516917734653246,0.20833333333333334,0.20833333333333334,9,4.501311887873764,3
Lockie Ferguson,New Zealand,0.1760299625468165,8.0,1.3333333333333333,0.0299625468164794,5,4.591783720463329,2.690391325456682,0.09210526315789473,0.16578947368421051,6,4.500157508721575,3
Lasith Malinga,Sri Lanka,0.1623222748815166,6.0,0.75,0.014218009478672985,1,2.2738604315607907,9.271326606335467,0.07692307692307693,0.23076923076923078,8,4.415641647964062,3
Steven Finn,England,0.21656050955414013,4.0,1.0,0.025477707006369428,3,7.4841921273337855,2.7500194739484853,0.03773584905660377,0.16352201257861634,4,4.388800787951602,3
Mohammad Hafeez,Pakistan,0.2351923076923077,7.0,0.4117647058823529,0.013461538461538462,12,6.170534954889801,3.2343004561681092,0.05714285714285714,0.05714285714285714,17,4.3858546868824115,3
Toby Roland-Jones,England,0.20588235294117646,1.0,1.0,0.029411764705882353,0,7.4841921273337855,8.000077895793941,0.0,0.0,1,4.308869224706961,3
Todd Astle,New Zealand,0.22535211267605634,4.0,1.3333333333333333,0.056338028169014086,3,4.591783720463329,1.0,0.05263157894736842,0.15789473684210525,3,4.240200057360323,3
Taskin Ahmed,Bangladesh,0.15070093457943926,10.0,1.25,0.02336448598130841,2,1.2131559426860108,5.676699837815942,0.125,0.1875,8,4.191575618345241,3
Mashrafe Mortaza,Bangladesh,0.16741214057507986,11.0,0.9166666666666666,0.01757188498402556,3,1.2131559426860108,5.38770777493842,0.16666666666666666,0.16666666666666666,12,4.150020727823577,3
Angelo Mathews,Sri Lanka,0.23770491803278687,3.0,0.375,0.02459016393442623,1,2.2738604315607907,10.0,0.038461538461538464,0.11538461538461539,8,4.098369116041737,3
Colin de Grandhomme,New Zealand,0.1894273127753304,5.0,0.625,0.022026431718061675,3,4.591783720463329,8.750048684871214,0.013157894736842105,0.039473684210526314,8,4.095736568615078,3
Adam Milne,New Zealand,0.16450511945392493,9.0,1.5,0.030716723549488054,1,4.591783720463329,6.878080516415479,0.0,0.0,6,4.0632452866150945,3
Dilruwan Perera,Sri Lanka,0.2127659574468085,2.0,2.0,0.0425531914893617,1,2.2738604315607907,1.2131559426860108,0.07692307692307693,0.23076923076923078,1,4.052579987053276,3
Seekkuge Prasanna,Sri Lanka,0.2,4.0,1.0,0.023529411764705882,1,2.2738604315607907,5.388575937064888,0.07692307692307693,0.23076923076923078,4,4.006386915512655,3
Dane Paterson,South Africa,0.14722222222222223,4.0,1.3333333333333333,0.022222222222222223,3,8.000077895793941,1.2131559426860108,0.034782608695652174,0.1507246376811594,3,3.9811951249497355,3
Thisara Perera,Sri Lanka,0.15330578512396695,11.0,0.8461538461538461,0.022727272727272728,3,2.2738604315607907,6.880732431900834,0.07692307692307693,0.07692307692307693,13,3.9128921742298886,3
Sheldon Cottrell,West Indies,0.19753086419753085,5.0,2.5,0.06172839506172839,0,1.0,4.591783720463329,0.0,0.0,2,3.8715231997381716,2
Rubel Hossain,Bangladesh,0.16033755274261605,10.0,1.1111111111111112,0.02109704641350211,2,1.2131559426860108,6.425656889397629,0.08333333333333333,0.125,9,3.841652436561607,2
Shreyas Iyer,India,0.5,0.0,0.0,0.0,1,10.0,2.2738604315607907,0.0,0.0,1,3.8346192538903052,2
Travis Head,Australia,0.18365122615803817,6.0,0.5,0.01634877384196185,5,2.5711350284730754,6.561132523782955,0.09302325581395349,0.0930232558139535,12,3.830405989958108,2
Wiaan Mulder,South Africa,0.25,1.0,1.0,0.03125,1,8.000077895793941,1.2131559426860108,0.008695652173913044,0.11304347826086956,1,3.7912899303734577,2
Washington Sundar,India,0.15384615384615385,1.0,1.0,0.015384615384615385,1,10.0,2.2738604315607907,0.005952380952380952,0.125,1,3.783593601974957,2
Kesrick Williams,West Indies,0.18932038834951456,4.0,0.8,0.019417475728155338,1,1.0,8.415195169559421,0.06666666666666667,0.13333333333333333,5,3.724417768287195,2
Nasir Hossain,Bangladesh,0.176,2.0,0.6666666666666666,0.016,1,1.2131559426860108,6.863979837350404,0.08333333333333333,0.25,3,3.681137518664828,2
Lahiru Gamage,Sri Lanka,0.17857142857142858,7.0,1.75,0.041666666666666664,0,2.2738604315607907,6.170534954889801,0.0,0.0,4,3.6656174667878485,2
Faheem Ashraf,Pakistan,0.2576271186440678,2.0,0.6666666666666666,0.03389830508474576,3,6.170534954889801,2.2738604315607907,0.01904761904761905,0.07619047619047618,3,3.6427502225190382,2
Mehidy Hasan Miraz,Bangladesh,0.196,6.0,1.0,0.024,1,1.2131559426860108,3.6640963232354533,0.08333333333333333,0.25,6,3.611266885216411,2
Jean-Paul Duminy,South Africa,0.16908212560386474,2.0,0.16666666666666666,0.00966183574879227,8,8.000077895793941,3.8429884850645433,0.017391304347826087,0.02826086956521739,12,3.5356121369449407,2
Devendra Bishoo,West Indies,0.1926605504587156,8.0,0.6153846153846154,0.014678899082568808,2,1.0,8.148658884718333,0.06666666666666667,0.06666666666666667,13,3.5030841774904355,2
Sachith Pathirana,Sri Lanka,0.16838487972508592,5.0,0.625,0.01718213058419244,1,2.2738604315607907,7.9016834407327226,0.038461538461538464,0.11538461538461539,8,3.4937596251243628,2
Shardul Thakur,India,0.17567567567567569,1.0,0.5,0.013513513513513514,2,10.0,2.2738604315607907,0.005952380952380952,0.0625,2,3.4003880592628293,2
Ashton Agar,Australia,0.152,2.0,1.0,0.016,0,2.5711350284730754,10.0,0.0,0.0,2,3.309781798285367,2
Lahiru Madushanka,Sri Lanka,0.14285714285714285,4.0,1.3333333333333333,0.025974025974025976,0,2.2738604315607907,8.000077895793941,0.0,0.0,3,3.253461431748977,2
Shakib Al Hasan,Bangladesh,0.17805755395683454,5.0,0.45454545454545453,0.008992805755395683,3,1.2131559426860108,5.643759842798906,0.125,0.125,11,3.233821284688309,2
James Neesham,New Zealand,0.14960629921259844,4.0,0.4444444444444444,0.015748031496062992,5,4.591783720463329,4.474018188857754,0.039473684210526314,0.07105263157894737,9,3.223304622159927,2
Yuvraj Singh,India,0.17857142857142858,0.0,0.0,0.0,2,10.0,5.322794751555857,0.0,0.0,3,3.2076979925485993,2
Tabraiz Shamsi,South Africa,0.1717171717171717,1.0,0.5,0.010101010101010102,2,8.000077895793941,3.43282207601206,0.008695652173913044,0.05652173913043478,2,3.14677996425349,2
Marcus Stoinis,Australia,0.17307692307692307,5.0,0.7142857142857143,0.017482517482517484,1,2.5711350284730754,8.454795348703808,0.0,0.0,7,3.146486302298805,2
Fakhar Zaman,Pakistan,0.132,0.0,0.0,0.0,1,6.170534954889801,10.0,0.0,0.0,1,3.0946027173945927,2
Mosaddek Hossain,Bangladesh,0.17662337662337663,3.0,0.375,0.01948051948051948,3,1.2131559426860108,4.760140572925769,0.125,0.125,8,3.090716645008396,2
Tom Curran,England,0.16129032258064516,1.0,1.0,0.016129032258064516,1,7.4841921273337855,1.0,0.009433962264150943,0.12264150943396228,1,3.061794677811235,2
Mitchell Marsh,Australia,0.2033898305084746,1.0,0.5,0.01694915254237288,1,2.5711350284730754,6.170534954889801,0.023255813953488372,0.11627906976744186,2,3.037641429188936,2
Miguel Cummins,West Indies,0.1361111111111111,7.0,1.1666666666666667,0.019444444444444445,0,1.0,8.742096063666892,0.0,0.0,6,3.0295107478625436,2
Shoaib Malik,Pakistan,0.20279720279720279,2.0,0.25,0.013986013986013986,3,6.170534954889801,3.2290326221267356,0.01904761904761905,0.07619047619047618,8,3.0253062590144935,2
Kane Williamson,New Zealand,0.1504424778761062,2.0,0.4,0.017699115044247787,3,4.591783720463329,5.556904931708183,0.013157894736842105,0.039473684210526314,5,2.951025142886963,2
John Hastings,Australia,0.13043478260869565,2.0,2.0,0.028985507246376812,0,2.5711350284730754,4.591783720463329,0.0,0.0,1,2.943402109754588,2
Malinda Pushpakumara,Sri Lanka,0.18095238095238095,1.0,0.5,0.009523809523809525,0,2.2738604315607907,10.0,0.0,0.0,2,2.916468046152885,2
Colin Munro,New Zealand,0.17647058823529413,1.0,0.16666666666666666,0.00980392156862745,4,4.591783720463329,5.797381828526515,0.013157894736842105,0.029605263157894735,6,2.8502787723101557,2
Asela Gunaratne,Sri Lanka,0.17763157894736842,3.0,0.2727272727272727,0.009868421052631578,2,2.2738604315607907,7.145203301748322,0.038461538461538464,0.057692307692307696,11,2.8404850102810624,2
Billy Stanlake,Australia,0.19117647058823528,1.0,0.5,0.014705882352941176,2,2.5711350284730754,6.170534954889801,0.023255813953488372,0.05813953488372093,2,2.8280993553636984,2
Vishwa Fernando,Sri Lanka,0.15910931174089069,3.0,0.5,0.012145748987854251,0,2.2738604315607907,9.361755825814967,0.0,0.0,6,2.8201274233722873,2
Jeffrey Vandersay,Sri Lanka,0.18659420289855072,5.0,0.8333333333333334,0.018115942028985508,0,2.2738604315607907,6.780382601857848,0.0,0.0,6,2.792489071665186,2
Joe Root,England,0.1553398058252427,0.0,0.0,0.0,5,7.4841921273337855,4.868885289045649,0.0,0.0,6,2.7806973515634317,1
Matt Henry,New Zealand,0.21359223300970873,2.0,0.6666666666666666,0.019417475728155338,2,4.591783720463329,1.071051980895337,0.02631578947368421,0.11842105263157894,3,2.7496717055427378,1
Wanindu Hasaranga,Sri Lanka,0.13012048192771086,1.0,0.3333333333333333,0.012048192771084338,0,2.2738604315607907,10.0,0.0,0.0,3,2.644303350068198,1
Mohammad Nawaz,Pakistan,0.16666666666666666,1.0,1.0,0.020833333333333332,0,6.170534954889801,2.5711350284730754,0.0,0.0,1,2.629412009928446,1
Corey Anderson,New Zealand,0.15315315315315314,3.0,1.0,0.02702702702702703,0,4.591783720463329,3.3035013375686026,0.0,0.0,3,2.584343967016788,1
Aaron Finch,Australia,0.17222222222222222,0.0,0.0,0.0,1,2.5711350284730754,10.0,0.0,0.0,2,2.528639874705575,1
Virat Kohli,India,0.1724137931034483,0.0,0.0,0.0,1,10.0,2.2738604315607907,0.0,0.0,2,2.4688457707915648,1
Lahiru Kumara,Sri Lanka,0.1171875,4.0,1.0,0.015625,0,2.2738604315607907,6.303347407516958,0.0,0.0,4,2.425908175414703,1
Shannon Gabriel,West Indies,0.15839243498817968,7.0,0.875,0.016548463356973995,1,1.0,5.906917535090869,0.0,0.0,8,2.41007859781864,1
Nikita Miller,West Indies,0.19230769230769232,1.0,1.0,0.038461538461538464,0,1.0,4.591783720463329,0.0,0.0,1,2.385322996450683,1
Lakshan Sandakan,Sri Lanka,0.1602787456445993,3.0,0.5,0.010452961672473868,0,2.2738604315607907,7.20224458764363,0.0,0.0,6,2.3568867949011003,1
Wahab Riaz,Pakistan,0.12846153846153846,2.0,0.5,0.007692307692307693,0,6.170534954889801,4.035567514236538,0.0,0.0,4,2.2866840388644,1
Dhananjaya de Silva,Sri Lanka,0.18269230769230768,1.0,0.16666666666666666,0.009615384615384616,0,2.2738604315607907,7.6951540723099185,0.0,0.0,6,2.2516148689467017,1
Milinda Siriwardana,Sri Lanka,0.19047619047619047,1.0,0.1111111111111111,0.003968253968253968,1,2.2738604315607907,7.321699529138359,0.0,0.0,9,2.172463877482202,1
Dushmantha Chameera,Sri Lanka,0.20666666666666667,0.0,0.0,0.0,0,2.2738604315607907,8.085267477444901,0.0,0.0,4,2.129654936073376,1
Sabbir Rahman,Bangladesh,0.09534883720930232,1.0,0.25,0.023255813953488372,0,1.2131559426860108,8.371086979730418,0.0,0.0,4,2.085196104374288,1
Chaturanga de Silva,Sri Lanka,0.17391304347826086,0.0,0.0,0.0,0,2.2738604315607907,8.000077895793941,0.0,0.0,1,1.9757344255805056,1
Jerome Taylor,West Indies,0.14285714285714285,2.0,0.4,0.008658008658008658,0,1.0,7.484192127333786,0.0,0.0,5,1.950524640847208,1
Moises Henriques,Australia,0.18032786885245902,1.0,0.3333333333333333,0.01639344262295082,0,2.5711350284730754,4.429710596827708,0.0,0.0,3,1.8505818619402246,1
Danushka Gunathilaka,Sri Lanka,0.16883116883116883,0.0,0.0,0.0,1,2.2738604315607907,6.8459227243939536,0.0,0.0,4,1.8110207175242108,1
Farhaan Behardien,South Africa,0.07692307692307693,0.0,0.0,0.0,2,8.000077895793941,2.2738604315607907,0.0,0.0,2,1.7548084840489875,1
Roston Chase,West Indies,0.06,0.0,0.0,0.0,1,1.0,10.0,0.0,0.0,2,1.7405217564736446,1
Rovman Powell,West Indies,0.15315315315315314,1.0,0.16666666666666666,0.009009009009009009,0,1.0,6.9393573038213345,0.0,0.0,6,1.704748451316615,1
Kraigg Brathwaite,West Indies,0.18636363636363634,0.0,0.0,0.0,0,1.0,7.4841921273337855,0.0,0.0,2,1.6628435994513462,1
Glenn Maxwell,Australia,0.16,0.0,0.0,0.0,0,2.5711350284730754,6.232449356673265,0.0,0.0,3,1.6180292348108463,1
Jonathan Carter,West Indies,0.13676470588235293,0.0,0.0,0.0,0,1.0,8.227783841911474,0.0,0.0,5,1.6076201767664153,1
Kusal Mendis,Sri Lanka,0.08,0.0,0.0,0.0,0,2.2738604315607907,8.000077895793941,0.0,0.0,1,1.584191858160345,1
Soumya Sarkar,Bangladesh,0.15384615384615385,0.0,0.0,0.0,0,1.2131559426860108,7.4841921273337855,0.0,0.0,1,1.570718693961895,1
Carlos Brathwaite,West Indies,0.16216216216216217,0.0,0.0,0.0,0,1.0,7.4841921273337855,0.0,0.0,3,1.5619427342122012,1
Ronsford Beaton,West Indies,0.16666666666666666,1.0,0.5,0.00980392156862745,0,1.0,4.591783720463329,0.0,0.0,2,1.499540233562794,1
Mohammad Saifuddin,Bangladesh,0.10869565217391304,0.0,0.0,0.0,0,1.2131559426860108,8.000077895793941,0.0,0.0,1,1.4876288924675865,1
Jason Mohammed,West Indies,0.17582417582417584,0.0,0.0,0.0,1,1.0,6.3802475769821,0.0,0.0,5,1.485610422641917,1
Mahmudullah,Bangladesh,0.12048192771084337,0.0,0.0,0.0,0,1.2131559426860108,6.810979639900992,0.0,0.0,6,1.2943970903350621,1
Marlon Samuels,West Indies,0.0975609756097561,0.0,0.0,0.0,0,1.0,7.4841921273337855,0.0,0.0,1,1.292607256366965,1
Veerasammy Permaul,West Indies,0.12903225806451613,0.0,0.0,0.0,0,1.0,6.170534954889801,0.0,0.0,1,1.1560576899712578,1
Seth Rance,New Zealand,0.13636363636363635,0.0,0.0,0.0,1,4.591783720463329,1.2131559426860108,0.0,0.0,1,1.0,1
