match_id,innings,team,opponent,ball,batsman,non_striker,bowler,scored_runs,extras,total,extra_type,wicket,wicket_type,player_out,fielders,winner
548371,1st innings,Chennai Super Kings,Kings XI Punjab,0.1,M Vijay,MEK Hussey,P Kumar,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,0.2,M Vijay,MEK Hussey,P Kumar,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,0.3,M Vijay,MEK Hussey,P Kumar,4,0,4,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,0.4,M Vijay,MEK Hussey,P Kumar,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,0.5,M Vijay,MEK Hussey,P Kumar,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,0.6,M Vijay,MEK Hussey,P Kumar,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,1.1,MEK Hussey,M Vijay,RJ Harris,4,0,4,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,1.2,MEK Hussey,M Vijay,RJ Harris,0,1,1,legbyes,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,1.3,M Vijay,MEK Hussey,RJ Harris,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,1.4,M Vijay,MEK Hussey,RJ Harris,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,1.5,M Vijay,MEK Hussey,RJ Harris,1,0,1,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,1.6,MEK Hussey,M Vijay,RJ Harris,0,1,1,wides,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,1.7,MEK Hussey,M Vijay,RJ Harris,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,2.1,M Vijay,MEK Hussey,P Kumar,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,2.2,M Vijay,MEK Hussey,P Kumar,4,0,4,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,2.3,M Vijay,MEK Hussey,P Kumar,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,2.4,M Vijay,MEK Hussey,P Kumar,1,0,1,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,2.5,MEK Hussey,M Vijay,P Kumar,1,0,1,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,2.6,M Vijay,MEK Hussey,P Kumar,0,0,0,NA,1,caught,M Vijay,AC Gilchrist,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,3.1,MEK Hussey,SK Raina,RJ Harris,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,3.2,MEK Hussey,SK Raina,RJ Harris,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,3.3,MEK Hussey,SK Raina,RJ Harris,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,3.4,MEK Hussey,SK Raina,RJ Harris,1,0,1,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,3.5,SK Raina,MEK Hussey,RJ Harris,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,3.6,SK Raina,MEK Hussey,RJ Harris,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,4.1,MEK Hussey,SK Raina,P Kumar,1,0,1,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,4.2,SK Raina,MEK Hussey,P Kumar,1,0,1,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,4.3,MEK Hussey,SK Raina,P Kumar,0,0,0,NA,1,caught,MEK Hussey,AC Gilchrist,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,4.4,MS Dhoni,SK Raina,P Kumar,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,4.5,MS Dhoni,SK Raina,P Kumar,4,0,4,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,4.6,MS Dhoni,SK Raina,P Kumar,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,5.1,SK Raina,MS Dhoni,Azhar Mahmood,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,5.2,SK Raina,MS Dhoni,Azhar Mahmood,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,5.3,SK Raina,MS Dhoni,Azhar Mahmood,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,5.4,SK Raina,MS Dhoni,Azhar Mahmood,1,0,1,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,5.5,MS Dhoni,SK Raina,Azhar Mahmood,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,5.6,MS Dhoni,SK Raina,Azhar Mahmood,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,6.1,SK Raina,MS Dhoni,P Kumar,1,0,1,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,6.2,MS Dhoni,SK Raina,P Kumar,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,6.3,MS Dhoni,SK Raina,P Kumar,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,6.4,MS Dhoni,SK Raina,P Kumar,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,6.5,MS Dhoni,SK Raina,P Kumar,1,0,1,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,6.6,SK Raina,MS Dhoni,P Kumar,0,1,1,legbyes,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,7.1,SK Raina,MS Dhoni,Azhar Mahmood,6,0,6,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,7.2,SK Raina,MS Dhoni,Azhar Mahmood,6,0,6,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,7.3,SK Raina,MS Dhoni,Azhar Mahmood,2,0,2,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,7.4,SK Raina,MS Dhoni,Azhar Mahmood,0,0,0,NA,1,caught,SK Raina,AC Gilchrist,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,7.5,DJ Bravo,MS Dhoni,Azhar Mahmood,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,7.6,DJ Bravo,MS Dhoni,Azhar Mahmood,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,8.1,MS Dhoni,DJ Bravo,P Awana,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,8.2,MS Dhoni,DJ Bravo,P Awana,1,0,1,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,8.3,DJ Bravo,MS Dhoni,P Awana,1,0,1,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,8.4,MS Dhoni,DJ Bravo,P Awana,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,8.5,MS Dhoni,DJ Bravo,P Awana,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,8.6,MS Dhoni,DJ Bravo,P Awana,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,9.1,DJ Bravo,MS Dhoni,Azhar Mahmood,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,9.2,DJ Bravo,MS Dhoni,Azhar Mahmood,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,9.3,DJ Bravo,MS Dhoni,Azhar Mahmood,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,9.4,DJ Bravo,MS Dhoni,Azhar Mahmood,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,9.5,DJ Bravo,MS Dhoni,Azhar Mahmood,1,0,1,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,9.6,MS Dhoni,DJ Bravo,Azhar Mahmood,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,10.1,DJ Bravo,MS Dhoni,P Awana,1,0,1,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,10.2,MS Dhoni,DJ Bravo,P Awana,0,0,0,NA,1,caught,MS Dhoni,N Saini,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,10.3,DJ Bravo,RA Jadeja,P Awana,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,10.4,DJ Bravo,RA Jadeja,P Awana,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,10.5,DJ Bravo,RA Jadeja,P Awana,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,10.6,DJ Bravo,RA Jadeja,P Awana,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,11.1,RA Jadeja,DJ Bravo,RJ Harris,4,0,4,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,11.2,RA Jadeja,DJ Bravo,RJ Harris,4,0,4,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,11.3,RA Jadeja,DJ Bravo,RJ Harris,0,0,0,NA,0,NA,NA,NA,0
548371,1st innings,Chennai Super Kings,Kings XI Punjab,11.4,RA Jadeja,DJ Bravo,RJ Harris,1,0,1,NA,0,NA,NA,NA,0
